tree_cover_sd_100_500,tree_cover_sd_100_1k,reserve_name
13.8855549556967,17.5094688160159,reserve_268
16.2372189577115,19.7279456126583,reserve_269
2.60772170244955,3.40998324057987,reserve_270
6.55314295723727,7.44134865831524,reserve_271
7.4766585439564,8.78634071743337,reserve_272
13.6958556668638,15.3683441117663,reserve_273
16.1560873250312,18.6487782329877,reserve_274
16.0951408582608,19.3436088347693,reserve_275
16.3882477110031,19.2903744443898,reserve_276
19.5521643657573,25.5695149106794,reserve_277
7.9247437706678,9.33652949814965,reserve_278
17.3465774148023,21.5756876044103,reserve_279
16.8797317754222,25.7989180645863,reserve_280
14.7722665300282,18.2271750462478,reserve_281
13.9489366747866,16.4083234518637,reserve_282
12.8437673561188,16.4144583927923,reserve_283
12.2965111087374,16.0342153050391,reserve_284
6.73713542090987,8.48780764649201,reserve_285
10.9544096275316,13.3478054849616,reserve_286
16.4003528823399,19.805218609596,reserve_287
16.5957614888068,17.7514955284617,reserve_288
16.160989691047,18.3332074996264,reserve_289
9.61499016863212,9.4069007480511,reserve_290
6.62230713717483,8.139609347201,reserve_291
17.4534413953866,19.9225439713402,reserve_292
7.43946623456989,8.36101916666808,reserve_293
17.411273001005,18.3727380126386,reserve_294
13.8973615580875,18.6006877407232,reserve_295
19.5027935048844,24.3210869121368,reserve_296
8.47613117238721,10.2431022951183,reserve_297
1.54467610577684,2.28702835296061,reserve_298
14.9544092612436,18.0223736429526,reserve_299
18.1090253515601,21.2768429917352,reserve_300
2.9837779853484,3.4651973476654,reserve_301
4.29435379053541,5.57546383912212,reserve_302
14.8761878734489,19.4605851397772,reserve_303
12.2669879258199,18.7591358044397,reserve_304
14.818601887002,16.6252064561533,reserve_305
15.2680990752153,17.6529426460203,reserve_306
5.63033350891681,7.27595615964794,reserve_307
17.826310402702,21.703805055631,reserve_308
12.8148470203659,26.3066886849785,reserve_309
9.70590533824621,11.6579501248993,reserve_310
22.8344104071559,29.3182737429096,reserve_311
0.0750249759619685,0.0943847363271168,reserve_312
0.765288764669732,1.18920249235922,reserve_313
21.2436236323764,26.0109051031344,reserve_314
11.302669018677,14.6722238961124,reserve_315
7.27314933381536,6.60063675525367,reserve_316
12.0944702749949,15.3361171874086,reserve_317
0.86246889528733,1.35055483304569,reserve_318
8.57852563723296,10.2966711160737,reserve_319
1.39978493538395,2.3261334688603,reserve_320
27.7957167874406,34.1319578301228,reserve_321
21.9979550867298,27.760267715847,reserve_322
16.6600518110733,20.6598206581917,reserve_323
11.284740180266,14.1271956842633,reserve_324
4.54954381161574,5.20366265711752,reserve_325
7.99526079145144,10.0517520451217,reserve_326
8.6017536489473,11.5884599584773,reserve_327
18.6584805084143,22.9893900892249,reserve_328
19.0220062347809,22.1587686241793,reserve_329
13.8252325467104,17.7255092560511,reserve_330
12.181888634298,15.9778293752077,reserve_331
0.517515795758769,0.822265620090119,reserve_332
0.217887050463496,0.341539150758585,reserve_333
19.154428090433,24.3197751125062,reserve_334
14.2281388140069,18.7435446644912,reserve_335
27.1718664146366,33.1148845117456,reserve_336
17.7024787819846,21.2382794930928,reserve_337
0.497273388088667,0.820362780599123,reserve_338
20.880576330066,27.6976768892934,reserve_339
16.618583561494,20.1154451263946,reserve_340
20.7869893674324,25.2710294964538,reserve_341
22.4543467950035,27.4962510143043,reserve_342
21.9876471096078,26.9894895230942,reserve_343
14.0706900201018,17.8276574874873,reserve_344
6.76033499379368,8.53032898911748,reserve_345
18.0415611343002,22.0391289244394,reserve_346
23.9797520402985,26.3575044308307,reserve_347
21.2494812420665,26.0713745065743,reserve_348
20.9443043527085,26.4937243433091,reserve_349
21.1324327604989,26.5371179734803,reserve_350
19.5857736331834,23.2398562509828,reserve_351
25.1568173014987,36.8190275090814,reserve_352
2.52397548008608,3.72655062765822,reserve_353
25.2713017892129,30.3002337077315,reserve_354
19.0229358245688,21.8289673887264,reserve_355
21.281569161519,26.1514869238885,reserve_356
18.7455015974433,23.3486186389315,reserve_357
14.9211821219249,21.2423891964617,reserve_358
21.9317614610074,27.8122108011094,reserve_359
24.4595383706453,27.871863186313,reserve_360
8.55608809032416,11.8767585747745,reserve_361
8.65583703714214,9.67289232114697,reserve_362
25.9022488135753,32.6238471657285,reserve_363
20.7136504368659,25.0614581659841,reserve_364
24.6842546154393,28.7182197506298,reserve_365
10.9350449138703,12.5634120188511,reserve_366
11.7513638814227,14.6915415753041,reserve_367
4.61449706146508,6.0871297426923,reserve_368
10.5769933421263,12.8857902596349,reserve_369
11.3918625651088,15.8749171620858,reserve_370
15.0191600037622,17.8424504560434,reserve_371
10.9518505905823,13.4061657050631,reserve_372
7.16136240265295,9.36454286922054,reserve_373
23.7823184734127,27.8188857278593,reserve_374
12.7067662181385,15.3145063332681,reserve_375
21.228049441215,26.9419922137367,reserve_376
16.7356285466691,19.6185879898032,reserve_377
21.9443733437442,25.7209587245867,reserve_1
17.0468026206575,20.4140356522093,reserve_2
17.8063438134571,21.1243445028701,reserve_3
21.2969800881072,23.4058391229025,reserve_4
18.4074793995959,22.7669707912439,reserve_5
18.5164460062677,21.3816130903965,reserve_6
2.23881305027002,3.38530297045133,reserve_7
26.9986581755327,33.4819884223385,reserve_8
5.74875589492343,7.02950461012212,reserve_9
16.4278682996681,23.6380615759147,reserve_10
13.3275305148992,15.6322625255891,reserve_11
22.8249249702616,25.9402912547996,reserve_12
13.6725506395103,18.5841017396813,reserve_13
23.2120914171894,29.6551081417254,reserve_14
14.9560642571756,19.4539688110855,reserve_15
20.691912282074,26.4372136963939,reserve_16
7.5631748813049,7.80718793503606,reserve_17
22.5287636254803,30.0854440293504,reserve_18
19.5368465377315,25.1306726677951,reserve_19
