source,unique_id,spatial_predictor1,spatial_predictor2,spatial_predictor3,spatial_predictor4,spatial_predictor5,area_ha,max_species_body_mass,mean_species_body_mass,median_species_body_mass,CW_max_species_body_mass,CW_mean_species_body_mass,CW_median_species_body_mass,n_species_reserve,n_herbi_sp_reserve,elephant_biomass_ha,browser_biomass_ha,grazer_biomass_ha,mixed_feeder_biomass_ha,grazer_browser_ratio,grazer_mixed_ratio,browser_mixed_ratio,herbi_biomass_ha,herbi_fun_red,herbi_fun_div_distq1,herbi_fun_ent,predator_biomass_ha,establishment_year,Biome,n_reserves_biome,herbi_biomass_kgkm2,grazer_biomass_kgkm2,mixed_feeder_biomass_kgkm2,browser_biomass_kgkm2,elephant_biomass_kgkm2
EWT,reserve_106,0.0585710699884491,0.0594828561901525,0.0594339108148051,0.0575990645751749,0.054881997748621,3500,899.9948,183.9245375,135.50065,110.304340686252,24.9646035305751,8.3473930054222,16,12,0,13.0228531428571,11.7600325714286,27.6687892857143,0.903030422168186,0.425028809536687,0.47066942497484,52.451675,0.194444444444444,3.02393689049092,9,0.0199857714285714,,Savanna,203,5245.1675,1176.00325714286,2766.87892857143,1302.28531428571,0
EWT,reserve_107,0.0595170174362642,0.058238772314222,0.0583765098236668,0.0586844180527235,0.0576074614519798,4610,899.9948,194.98715,165.2502,115.344467939627,22.8254363248732,9.96849880364979,20,13,0,22.1561100650759,18.4296303904555,9.68279642082429,0.831808035631022,1.90333758859371,2.28819331752405,50.2685368763558,0.239316239316239,2.56057905090093,9,0.0722665943600868,1987,Savanna,203,5026.85368763558,1842.96303904555,968.279642082429,2215.61100650759,0
EWT,reserve_108,0.03056513339098,0.0321913810857227,0.0313177626426352,0.031487744785746,0.0328220553295139,3500,899.9948,203.105223529412,86.6004,110.027720755511,29.5139120008096,16.504116547121,17,12,0,6.20142702857143,8.30068071428572,10.7379930857143,1.33851139036911,0.773019748478778,0.577521980045018,25.2401008285714,0.133333333333333,3.12526285798977,10,0.0356999714285714,,Savanna,203,2524.01008285714,830.068071428572,1073.79930857143,620.142702857143,0
EWT,reserve_109,0.0626206311561719,0.0598839109574622,0.0594976058714995,0.0575157575690757,0.0554650692148271,1200,569.9936,147.09966,110.7507,129.922451220086,32.6799931412863,16.3289808979049,10,7,0,6.5875325,3.79166791666667,20.8791291666667,0.575582422806516,0.181600864978604,0.315508010291777,31.2583295833333,0,2.71549967133648,7,0.03145825,,Savanna,203,3125.83295833333,379.166791666667,2087.91291666667,658.75325,0
EWT,reserve_110,0.0299031231319353,0.0323673395374712,0.0315349917286884,0.0316160433943599,0.0336882411059919,1000,899.9948,182.556392857143,70.80005,154.380569749609,40.7427988347009,16.8105709905392,14,9,0,19.3537326,19.3149522,24.2918788,0.997996231486633,0.795119733595905,0.796716168368171,62.9605636,0.0972222222222222,3.0872398081056,8,0.1249499,,Savanna,203,6296.05636,1931.49522,2429.18788,1935.37326,0
EWT,reserve_111,0.0336539643846278,0.0363861706078581,0.0356885641803968,0.0365208622125601,0.0409012499038328,9000,4400,455.499347368421,86.6004,894.507729471631,120.370701504815,15.9126726356541,19,11,10.2666666666667,14.5246637333333,14.0627322444444,21.9133787444444,0.968196751582704,0.64174185133407,0.662821735649309,50.5007747222222,0.0818181818181818,4.40929341479137,10,0.0440165444444444,,Savanna,203,5050.07747222222,1406.27322444444,2191.33787444444,1452.46637333333,1026.66666666667
EWT,reserve_112,0.0594029466412631,0.0596418956809291,0.0590557355211506,0.0584527771660944,0.0567445717719276,1000,899.9948,180.08608,86.6004,136.772550571179,25.6064482973098,5.4298270456694,15,11,0,37.2850656,23.262985,10.5180196,0.623922329910022,2.21172672087434,3.54487508275797,71.0660702,0.161616161616162,2.70512607396188,9,0.0699502,1995,Savanna,203,7106.60702,2326.2985,1051.80196,3728.50656,0
EWT,reserve_113,0.0296435893410707,0.0306641294784463,0.0298628980709556,0.029558474315391,0.0313241076814253,14200,4400,479.015961111111,124.04975,794.081345392002,106.53168844357,11.6298341215375,18,11,18.2816901408451,12.2971354788732,12.4733679929577,76.5282325915493,1.01433118423289,0.162990409820795,0.160687566698504,101.29873606338,0.0818181818181818,3.23188467271815,10,0.0256301830985916,,Savanna,203,10129.873606338,1247.33679929577,7652.82325915493,1229.71354788732,1828.16901408451
EWT,reserve_114,0.0586843554276424,0.0579737322595258,0.059222011736944,0.0598253833601963,0.0592177791066169,1800,899.9948,216.770194117647,171.0015,107.213598152543,25.8383825794291,7.97174730539243,17,14,0,15.053728,28.416687,40.7054497222222,1.88768436629119,0.698105221632929,0.369820947876219,84.1758647222222,0.267857142857143,2.79505744877884,8,0.0209721666666667,,Savanna,203,8417.58647222222,2841.6687,4070.54497222222,1505.3728,0
EWT,reserve_115,-0.0305329342762557,-0.0317465859810049,-0.03099588602022,-0.029822638280763,-0.0305474164429407,860,899.9948,236.699330769231,175,57.1993994590086,17.8239639607176,6.18195203500379,13,13,0,4.16335744186047,23.0331522093023,25.640718372093,5.53235040011592,0.898303700974746,0.16237288602615,52.8372280232558,0.239316239316239,2.67797851633019,9,,,Fynbos,39,5283.72280232558,2303.31522093023,2564.0718372093,416.335744186047,0
EWT,reserve_116,0.0581677837276408,0.0582302097163671,0.0583977247502853,0.057913750794854,0.0550710409458128,940,899.9948,190.021371428571,94.3002,147.589276558943,33.7415255811674,10.3073177641365,14,10,0,14.8071531914894,27.6276038297872,47.2831424468085,1.86582818942311,0.584301347163359,0.313159245034248,89.7178994680851,0.15,3.11338957664139,8,0.0744151063829787,2016,Savanna,203,8971.78994680851,2762.76038297872,4728.31424468085,1480.71531914894,0
EWT,reserve_117,-0.0311971377460479,-0.031965159042357,-0.0315089680305176,-0.0306839470318534,-0.0319175297870126,800,169.0013,100.25065,100.25065,154.593983380306,78.6396750704596,78.6396750704596,2,2,0,0.39375,0,4.2250325,,,0.0931945493910402,4.6187825,0,1.3286351972167,2,,,Nama-Karoo,33,461.87825,0,422.50325,39.375,0
EWT,reserve_118,-0.0292214734398816,-0.0304885395975938,-0.029999487806766,-0.0285912351730395,-0.0298284764881616,2000,569.9936,199.785057142857,171.0015,75.0749747655443,22.6203824805837,16.0431129057641,7,7,0,2.52,5.036521,7.5899971,1.99861944444444,0.663573507821235,0.332015937133889,15.1465181,0.119047619047619,3.0587991610192,6,,,Nama-Karoo,33,1514.65181,503.6521,758.99971,252,0
EWT,reserve_119,-0.0352473861067311,-0.0365332821238623,-0.0360042343236894,-0.0358848348091634,-0.0399108966527216,4874,179.999,81.812225,66.75,77.5187039901043,32.5790328724428,14.2442201268545,4,3,0,1.93885925318014,1.84652236356176,0.50225687320476,0.952375661375661,3.67645016339869,3.86029411764706,4.28763848994666,0,2.3824507168751,3,0.0028210709889208,,Nama-Karoo,33,428.763848994666,184.652236356176,50.225687320476,193.885925318014,0
EWT,reserve_120,-0.0117203685443232,-0.0121589098188537,-0.0116905191013378,-0.0111181837468863,-0.0105468265325769,20000,899.9948,234.275810526316,179.999,212.213684984759,17.9114932020159,6.28498811259435,19,18,0,2.53700192,5.95389351,9.880739975,2.34682262676411,0.602575669946218,0.256762340312473,18.371635405,0.277777777777778,2.75915669034754,12,0.000687495,,Nama-Karoo,33,1837.1635405,595.389351,988.0739975,253.700192,0
EWT,reserve_121,-0.0128420004327524,-0.0129765413002677,-0.012531975244228,-0.0115086923792054,-0.0112042084727622,5150,899.9948,183.992654545455,170.0014,87.9364433671501,10.6373386175563,5.00704155496299,22,20,0,19.3835121553398,9.51173240776699,21.32304,0.490712536073948,0.446077689099068,0.909040744440746,50.2182845631068,0.269230769230769,3.64456684000788,13,0.00499998058252427,2006,Savanna,203,5021.82845631068,951.173240776699,2132.304,1938.35121553398,0
EWT,reserve_122,-0.0208886641835428,-0.0214886963256685,-0.0210034537979509,-0.0200229663524168,-0.0202539243575526,4000,569.9936,167.48469,170.0014,198.173364788176,34.7270899434561,8.06986760396925,10,9,0,4.97877,3.473245,7.94235285,0.697611056546095,0.437306811419238,0.626863360773502,16.39436785,0.19047619047619,2.3050856780177,7,0.003437475,,Nama-Karoo,33,1639.436785,347.3245,794.235285,497.877,0
EWT,reserve_123,0.0587352341920356,0.0578312104218436,0.0581927139663639,0.0580212727253153,0.0555218749461182,1700,899.9948,197.752014285714,169.0013,101.745316245487,18.6619024215881,7.99029182008264,21,17,0,15.6276357647059,25.8058982352941,33.7004819411765,1.65129893119056,0.765742706004556,0.463721432589113,75.1340159411765,0.224598930481283,3.11349264695472,11,0.0664411176470588,,Savanna,203,7513.40159411765,2580.58982352941,3370.04819411765,1562.76357647059,0
EWT,reserve_125,-0.0104555370953546,-0.0105484611530771,-0.0102262892635657,-0.00939156199121489,-0.00883673024711721,11000,899.9948,218.849576190476,175,156.65399961982,18.1671040604907,4.10956217986391,21,20,0,7.35684072727273,9.79997463636364,17.98291,1.3320900913396,0.544960445020502,0.409101793162104,35.1397253636364,0.266666666666667,2.54508025467681,12,0.00124999090909091,,Savanna,203,3513.97253636364,979.997463636364,1798.291,735.684072727273,0
EWT,reserve_126,-0.0102410127793173,-0.0102656566775578,-0.00990437607160043,-0.00908813066094651,-0.00933342930805705,3500,899.9948,215.167282352941,169.0013,205.757397584735,19.7807183170778,3.69998056552314,17,16,0,5.13285462857143,15.3269496,29.1661809142857,2.98604786402567,0.525504166796579,0.175986518209428,49.6259851428572,0.227272727272727,2.45652499875789,11,0.00392854285714286,1997,Savanna,203,4962.59851428572,1532.69496,2916.61809142857,513.285462857143,0
EWT,reserve_127,-0.00723201649711059,-0.00730023876593802,-0.00705277032163229,-0.00639678750653041,-0.00661088525063431,3800,169.0013,69.15022,31.5,55.5128830661198,21.5253075268984,14.3298898680877,5,4,0,0.165789473684211,0.310525263157895,2.23158578947368,1.87300952380952,0.139150045058824,0.0742922250474232,2.70790052631579,0,2.39929568033282,4,0.00361839473684211,,Savanna,203,270.790052631579,31.0525263157895,223.158578947368,16.5789473684211,0
EWT,reserve_128,-0.00511423752759109,-0.00497071970035663,-0.00479534623068129,-0.00431476828246456,-0.00450240378559832,4000,569.9936,160.667571428571,170.0014,192.170630082267,22.1850321274941,5.43433068178932,14,13,0,3.24189,7.398141875,14.7196735,2.28204592845531,0.502602308060705,0.220241977513971,25.359705375,0.239316239316239,2.9283484792698,9,0.003437475,,Savanna,203,2535.9705375,739.8141875,1471.96735,324.189,0
EWT,reserve_129,-0.00545763099619915,-0.00544542918454617,-0.0052869767795034,-0.00480917003882073,-0.00497600115411317,1620,227.4993,110.437625,100.25065,58.4605477443116,40.9596016409353,50.4083947295053,4,3,0,3.88888888888889,2.24690666666667,2.60804475308642,0.577776,0.861529183503322,1.49111279025664,8.74384030864198,0,2.17871827762854,3,0.00848759259259259,,Savanna,203,874.384030864198,224.690666666667,260.804475308642,388.888888888889,0
EWT,reserve_130,-0.00703212807739213,-0.00707634721244631,-0.00683895288018029,-0.00619907436056287,-0.00643013267053451,700,899.9948,227.4764,171.0015,193.101716420953,38.1799414856856,9.94322796294966,11,10,0,28.9477234285714,32.8729012857143,46.0413411428572,1.13559539031897,0.713986614414993,0.628733279917985,107.861965857143,0.175,2.88643986366761,8,0.0196427142857143,,Savanna,203,10786.1965857143,3287.29012857143,4604.13411428572,2894.77234285714,0
EWT,reserve_131,-0.030558968742417,-0.0319780146514495,-0.0315616845976483,-0.0317288137982829,-0.0347608401289135,24000,569.9936,162.312191666667,170.0014,16.4165814511204,8.40688176382362,9.46837245983844,12,11,0,4.1154175,1.77666416666667,2.80687904166667,0.431709338521952,0.632967840898381,1.46618982824296,8.69896070833334,0.0818181818181818,3.07854341734668,10,0.0005729125,,Nama-Karoo,33,869.896070833334,177.666416666667,280.687904166667,411.54175,0
EWT,reserve_132,0.0576233939224074,0.0578496019247797,0.0583696888605457,0.0568877983808794,0.0535620708665229,3600,899.9948,192.86474,135.50065,119.623788323686,19.3484892953519,6.51294456625639,20,17,0,8.34318277777778,10.2565104722222,19.0178079444444,1.22932827260367,0.539310866014839,0.438703703505168,37.6175011944444,0.224598930481283,3.1656360899457,11,0.0160972777777778,,Savanna,203,3761.75011944444,1025.65104722222,1901.78079444444,834.318277777778,0
EWT,reserve_133,-0.044369682096636,-0.0452333768871356,-0.0447316390396446,-0.0450336781442121,-0.0474689569295074,5400,569.9936,175.320871428571,171.0015,134.210391447487,41.5214464011471,19.0233410900411,7,6,0,2.15186111111111,1.91482592592593,1.76109644444444,0.889846429232232,1.0872919151966,1.22188714757751,5.82778348148148,0,2.71329750674216,6,0.00254627777777778,,Albany Thicket,87,582.778348148148,191.482592592593,176.109644444444,215.186111111111,0
EWT,reserve_134,-0.0444600455279378,-0.0454475007556915,-0.0447072651081553,-0.0447692439869136,-0.047599384180608,1200,899.9948,187.631964285714,170.0014,94.1774805237313,18.8235849078028,6.01765377277971,14,13,0,11.933362,4.83791725,4.73042783333333,0.405411086163313,1.02272297991933,2.52268133463756,21.5017070833333,0.239316239316239,2.57824244153914,9,0.01145825,2010,Fynbos,39,2150.17070833333,483.791725,473.042783333333,1193.3362,0
EWT,reserve_135,-0.0445978605133138,-0.0461813684626871,-0.0459769441747717,-0.0463271724331893,-0.0477901507532125,1118,175,80.562475,66.75,69.0742259585811,32.6429499008954,25.5993438589297,4,3,0,0.450805008944544,1.72182468694097,2.18962432915921,3.81944444444444,0.786356209150327,0.205882352941177,4.36225402504472,0,2.64772843775241,3,0.0122986583184258,,Fynbos,39,436.225402504472,172.182468694097,218.962432915921,45.0805008944544,0
EWT,reserve_137,-0.0551433778316819,-0.0556005576786034,-0.0556726883321463,-0.0543139283399734,-0.0573168088394374,8000,213.501,123.1392,169.0013,173.019422115286,24.3916842281723,3.42430859457286,9,8,0,13.8163125,1.469251375,1.1803176875,0.106341788013263,1.24479315235204,11.7055879500238,16.4658815625,0.107142857142857,1.28374221294148,7,0.0017187375,2001,Albany Thicket,87,1646.58815625,146.9251375,118.03176875,1381.63125,0
EWT,reserve_138,-0.0439667708123429,-0.044875968002608,-0.0445151522640879,-0.0446678243949453,-0.0468647485229652,6000,102,49.9375,42.00005,32.5990756743696,16.4204225250624,13.2422499437162,4,3,0,0.17325,0,1.42250076666667,,,0.121792552988196,1.59575076666667,0,2.14735488590207,3,0.00229165,,Succulent Karoo,6,159.575076666667,0,142.250076666667,17.325,0
EWT,reserve_139,0.0583704394382982,0.0591625504240288,0.0593534672752369,0.0572998027841118,0.0546840854280371,512,899.9948,212.663614285714,173.00075,181.126568305985,30.9137517594331,7.42759251480375,14,12,0,23.574204296875,23.15526953125,51.3653,0.982229102609392,0.450795956243807,0.458951944150526,98.094773828125,0.25,2.94193343125479,8,0.089746484375,,Savanna,203,9809.4773828125,2315.526953125,5136.53,2357.4204296875,0
EWT,reserve_141,-0.0646659102929063,-0.0641922326712525,-0.0651341704846657,-0.0636858740394192,-0.0605355072568469,900,899.9948,222.310735714286,173.00075,125.301892879145,24.7195093721621,4.00320439784236,14,13,0,24.6183422222222,24.5261661111111,22.6811903333333,0.996255795362699,1.08134386911195,1.08540785824816,71.8256986666667,0.239316239316239,2.81615033814235,9,0.0152776666666667,,Albany Thicket,87,7182.56986666667,2452.61661111111,2268.11903333333,2461.83422222222,0
EWT,reserve_142,-0.0617563129626037,-0.0619847792692831,-0.0636802874610025,-0.0630106081774018,-0.0614733298308536,6500,213.501,74.3336444444445,43.2504,113.821126797937,19.8627585749975,5.96479343251049,9,7,0,5.40214061538462,1.22039007692308,2.61923276923077,0.225908609903185,0.465934181665529,2.06248970265104,9.24176346153846,0,2.47338460108947,7,0.00396152307692308,,Grassland,33,924.176346153846,122.039007692308,261.923276923077,540.214061538462,0
EWT,reserve_143,-0.0637233896119317,-0.0631250177084878,-0.0649460381926303,-0.0620401617766649,-0.0611716808331821,6000,213.501,105.33516,94.3002,66.3998671085244,13.5334277602022,2.97407708949601,10,9,0,5.495025,3.07498666666667,8.59217516666667,0.559594663657884,0.357882213411579,0.63953828843224,17.1621868333333,0.0972222222222222,2.6988606773731,8,0.00229165,,Albany Thicket,87,1716.21868333333,307.498666666667,859.217516666667,549.5025,0
EWT,reserve_144,-0.0592568290774624,-0.0598160999305541,-0.0608391460813191,-0.0636315816436692,-0.0614932019220989,5000,213.501,93.4444777777778,52.5001,40.439745134381,10.4841714833734,5.80519915284153,9,8,0,3.5247612,3.1419896,4.605001,0.891404955320094,0.682299439240078,0.765420289811012,11.2717518,0,3.37605336752885,8,0.00274998,,Grassland,33,1127.17518,314.19896,460.5001,352.47612,0
EWT,reserve_145,-0.0459164726227203,-0.0472912742543437,-0.0471308052515977,-0.0479683705497626,-0.0491850215699255,5000,580.0027,209.6884,122.5005,341.288374128648,136.003270127021,63.0608564625055,4,3,0,0.892503,0,1.27600594,,,0.699450505692787,2.16850894,0,2.23453272971255,3,0.00274998,,Nama-Karoo,33,216.850894,0,127.600594,89.2503,0
EWT,reserve_146,0.0602967559565774,0.0592675108207446,0.0588925466202168,0.0593034263072805,0.0585009672327466,1000,899.9948,215.41220625,170.0014,243.1017336656,33.6812623583319,6.37379148138308,16,13,0,17.0724972,22.313008,98.9940641,1.30695631333886,0.2253974337033,0.172459807112819,138.3795693,0.205128205128205,2.25588888200032,9,0.0377499,,Savanna,203,13837.95693,2231.3008,9899.40641,1707.24972,0
EWT,reserve_147,-0.0463768314624583,-0.0475581146762092,-0.0477978786169246,-0.0484255006251604,-0.0496333141941065,7300,213.501,90.187725,66.75,97.4333727843831,39.2882501861414,11.7830172076583,4,3,0,4.78973835616438,0,0.978082191780822,,,4.89707142857143,5.76782054794521,0,1.93899111501302,3,0.00188354794520548,,Nama-Karoo,33,576.782054794521,0,97.8082191780822,478.973835616438,0
EWT,reserve_148,-0.0611053591550258,-0.0604368166188417,-0.0609176052579779,-0.06235332920244,-0.0612947963036501,28000,4400,522.82938,171.0015,190.85171337939,50.8066608649532,25.0281797541708,15,10,0.785714285714286,7.06430871428571,1.47143101785714,9.57854803571428,0.208290871388669,0.153617334524065,0.737513523755996,18.1142877678571,0.15,2.70403050071595,8,0.0103195964285714,,Albany Thicket,87,1811.42877678571,147.143101785714,957.854803571428,706.430871428571,78.5714285714286
EWT,reserve_149,-0.0493358535638914,-0.0498909785282974,-0.0498477549164012,-0.0516820725981315,-0.053997411118854,20000,899.9948,227.316273333333,171.0015,114.131849882124,20.5055222881524,3.31259326452982,15,13,0,23.33009402,7.6087754,8.99974285,0.326135650952683,0.845443645092593,2.59230673685304,39.93861227,0.184615384615385,2.05776427916798,10,0.001287495,,Albany Thicket,87,3993.861227,760.87754,899.974285,2333.009402,0
EWT,reserve_150,-0.0455434485070617,-0.0469664527423122,-0.0469969857927508,-0.0477717651849367,-0.049227089656977,6000,31.5,22.62495,22.62495,31.5,31.5,31.5,2,1,0,0.315,0,0,,,,0.315,0,1,1,0.00229165,,Nama-Karoo,33,31.5,0,0,31.5,0
EWT,reserve_151,-0.0464622980026759,-0.0480122559872276,-0.0488209213877021,-0.0496652249526388,-0.0504916301219899,3560,899.9948,252.57411,173.00075,190.35862719187,39.0119329082058,4.35772263313441,10,9,0,14.3581891011236,4.27389859550562,14.9274088202247,0.297662787793425,0.286312155510542,0.96186747975108,33.5594965168539,0.0972222222222222,2.32890132084196,8,0.00386233146067416,,Nama-Karoo,33,3355.94965168539,427.389859550562,1492.74088202247,1435.81891011236,0
EWT,reserve_152,-0.0594384959514073,-0.0589163278198176,-0.0585105959369384,-0.0581077124518707,-0.0611804186627426,309,213.501,95.0416333333333,66.75,88.0823229585034,24.3324742466133,7.82598714596314,6,5,0,20.0486213592233,2.32037669902913,17.8252427184466,0.11573746929794,0.130173638344227,1.12473202614379,40.194240776699,0,2.30736180687307,5,0.0444980582524272,,Albany Thicket,87,4019.4240776699,232.037669902913,1782.52427184466,2004.86213592233,0
EWT,reserve_153,-0.0542861080146769,-0.0544998325210401,-0.0571205778031386,-0.0576043429468071,-0.0567125779500805,3530,569.9936,154.12452,136.50075,95.8236085782926,23.2040120956433,6.08786099601902,10,9,0,6.23628895184136,3.64844144475921,6.4435952407932,0.585034059988825,0.566212077018991,0.967827543288346,16.3283256373938,0.19047619047619,2.88621667744451,7,0.00389515580736544,,Grassland,33,1632.83256373938,364.844144475921,644.35952407932,623.628895184136,0
HC,reserve_154,-0.0386516788097694,-0.0397968632303353,-0.0393881071295337,-0.0382803183180828,-0.0398084549039017,150,97.5,51.5001,43.2504,67.5397725335061,40.4149725335061,40.4149725335061,3,2,0,0.938336,0,0,,,,0.938336,0,1.85319389754295,2,0.091666,1983,Fynbos,39,93.8336,0,0,93.8336,0
HC,reserve_155,-0.0300263823033617,-0.0310702137639761,-0.0303914154369752,-0.0291037211076118,-0.0297360984920889,2000,4400,714.127611764706,175,381.605072426292,62.7336379172997,10.2620423983439,17,15,4.4,12.0277461,12.98446345,25.7208687,1.07954252958499,0.504822119402211,0.467625967080964,50.73307825,0.112820512820513,3.43835397000797,13,0.4163982,2001,Fynbos,39,5073.307825,1298.446345,2572.08687,1202.77461,440
SANParks,reserve_156,-0.041253747532175,-0.0419869741681896,-0.041399374425666,-0.0411079454858958,-0.0433621521277384,125788.700275057,4400,514.105555555556,14.936,114.87053108369,27.7590656059162,0.000132364610453744,9,7,0.0349792945660357,2.22085926151663e-05,0,1.33982443996537,,,1.65757482493306e-05,1.33984664855799,0.119047619047619,1.10448496865404,6,5.46548297658439e-05,2009,Fynbos,39,133.984664855799,0,133.982443996537,0.00222085926151663,3.49792945660357
SANParks,reserve_157,0.0031256701488714,0.00369691811057297,0.00372347736405348,0.00412647710970581,0.00403277836111472,33094.2441387319,569.9936,128.969144444444,69.7879,84.6177902088504,14.0598171104906,0.167247578042313,18,18,0,0.808750713803901,27.1992452653276,40.8402505128733,33.6311854828516,0.6659911465713,0.0198027853318131,68.8482464920049,0.158730158730159,2.90715817720657,14,,1963,Grassland,33,6884.82464920049,2719.92452653276,4084.02505128733,80.8750713803901,0
HC,reserve_158,-0.031846732737324,-0.0326691313664422,-0.0320097049916577,-0.0310702080937587,-0.0317336879460321,10252,4400,532.100829166667,170.0014,718.210362555222,49.6286319257972,5.51201494119753,24,20,4.72103004291846,1.37080733515412,13.2827621732345,14.2690599492782,9.68973672127393,0.930878573672711,0.0960685104713895,28.9226294576668,0.1625,3.32022860371636,16,0.110334003121342,2004,Fynbos,39,2892.26294576668,1328.27621732345,1426.90599492782,137.080733515412,472.103004291846
HC,reserve_159,-0.0213100722676924,-0.0223129709239607,-0.0217412639376259,-0.0206122902605476,-0.0204408309390847,2500,54.9997,23.1562,16.62485,16.0566274691845,4.34212753965665,2.35725150236051,8,6,0,0.03830004,0,0.00829996,,,4.6144848890838,0.0466,0.166666666666667,2.33423652598974,4,0.02749984,1991,Fynbos,39,4.66,0,0.829996,3.830004,0
HC,reserve_160,-0.0327102187979192,-0.0334929657439975,-0.0329668989154692,-0.0347620423817248,-0.0386095764684286,650,200,139.8124875,173.00075,20.3988466366404,9.08101588864209,6.15368343957919,8,8,0,0,14.1723169230769,40.7538653846154,,0.347753931788443,,54.9261823076923,0.125,2.52638747620353,4,,1985,Albany Thicket,87,5492.61823076923,1417.23169230769,4075.38653846154,0,0
HC,reserve_161,-0.0627158055037691,-0.0615135621879804,-0.060877322505844,-0.0599927628606968,-0.0594907792997293,3237,4400,568.516966666667,171.0015,2256.25126695618,236.80655429865,5.13951266325569,15,11,1.35928328699413,0.672846987951807,0.17176453506333,1.80617766450417,0.255280231819412,0.0950983607199477,0.372525361804048,2.65078918751931,0.141414141414141,2.66212474580431,9,0.104464071671301,2000,Savanna,203,265.078918751931,17.176453506333,180.617766450417,67.2846987951807,135.928328699413
HC,reserve_162,-0.0236598100376282,-0.024406683261582,-0.0237899279380032,-0.0230844600239611,-0.0228512214666648,7500,2949.9863,615.428645454546,179.999,1524.8302172334,173.636546032609,3.78469091064197,11,11,0,0.165266106666667,0.84109566,0.135066186666667,5.0893415290314,6.22728516113187,1.22359348957213,1.14142795333333,0,2.39543362704903,11,,1994,Succulent Karoo,6,114.142795333333,84.109566,13.5066186666667,16.5266106666667,0
HC,reserve_163,-0.0285855436414946,-0.0294525644816602,-0.0287809289922889,-0.0277174830549144,-0.0276932117452706,140,43.2504,26.75015,26.75015,34.9642357175567,18.4639857175567,18.4639857175567,2,2,0,0.308931428571429,0,0.0732135714285714,,,4.21959238626718,0.382145,0,1.57969093529268,2,,1995,Albany Thicket,87,38.2145,0,7.32135714285714,30.8931428571429,0
HC,reserve_164,-0.0222301411519797,-0.0228471086404318,-0.0222050155650805,-0.0215116198466175,-0.0211372848701853,16000,569.9936,123.395208333333,66.75,253.105175388246,25.0061529539935,1.11414527333603,12,12,0,0.39703123125,0.4068745625,2.40516236875,1.02479233489771,0.169167191282582,0.165074606358632,3.2090681625,0.166666666666667,2.14551162433899,9,,1988,Fynbos,39,320.90681625,40.68745625,240.516236875,39.703123125,0
SANParks,reserve_165,-0.00174924500286128,-0.00166795045111358,-0.00153113858630197,-0.00117607707308098,-0.000986243960051597,958955.020962101,569.9936,136.354472727273,62.9999,112.77180551614,32.1171495689763,18.2565850021602,11,6,0,0.0679301933626087,0.37690599282475,1.37011299975448,5.54843103143901,0.275091173423135,0.0495799933106115,1.81494918594183,0.133333333333333,1.49413815851412,5,0.10081865753516,1931,Savanna,203,181.494918594183,37.690599282475,137.011299975448,6.79301933626087,0
SANParks,reserve_166,-0.0319890132034825,-0.0329365969322448,-0.0320997185352705,-0.0321685687257104,-0.0340747037135915,82231.7896624952,1180.5109,166.204345,68.74985,180.490649829078,20.5224974409084,0.0701960450380086,20,17,0,1.89888505942632,4.06738389463201,5.32896445034884,2.14198530576718,0.763259716316133,0.356332844236185,11.2952334044072,0.0551470588235294,2.98866520623826,16,0.0282148499932039,1979,Nama-Karoo,33,1129.52334044072,406.738389463201,532.896445034884,189.888505942632,0
HC,reserve_167,-0.0567083046222047,-0.0578299096274387,-0.0594090183908814,-0.0613728724115996,-0.0591367305562424,250,2949.9863,301.98596,82.5,761.745139897244,67.4294619587716,1.64299186298954,15,14,0,6.5159992,83.1278004,93.145298,12.7574908848976,0.892452997466388,0.0699552134129197,182.7890976,0.119047619047619,3.52588277459464,12,2.4284,2000,Fynbos,39,18278.90976,8312.78004,9314.5298,651.59992,0
SANParks,reserve_168,0.0298584285333347,0.0305706655427425,0.0297355856654056,0.0292063427443853,0.0309475762345614,1917161.30057939,4400,466.3412,136.0003,3017.09463411327,121.68551121119,0.0837968048832218,31,27,72.365533332053,5.44152602439724,12.1518411973261,87.9413889840973,2.23316789129428,0.138181137888595,0.0618767350306605,105.534756205821,0.207407407407407,2.20687155385506,20,0.460879842469682,1926,Savanna,203,10553.4756205821,1215.18411973261,8794.13889840973,544.152602439724,7236.5533332053
SWEP,reserve_169,-0.06305139094189,-0.0630841680775011,-0.0639351691530455,-0.0628306694821832,-0.0596339575793593,474.626532158387,213.501,99.7819,86.6004,114.736359160019,14.7907278380251,2.63569879514923,11,11,0,32.8654509242533,9.19669404099677,12.345522432877,0.279828628007961,0.744941665368919,2.66213528855856,54.4076673981272,0.141414141414141,2.47427644126474,9,,,Albany Thicket,87,5440.76673981272,919.669404099677,1234.5522432877,3286.54509242533,0
SWEP,reserve_170,0.0622294788864743,0.0614678471953787,0.0608475220341568,0.0587394073613024,0.056775299326038,1605.38913829521,899.9948,217.0372875,174.50015,135.546140141787,12.412625692246,1.67604774037269,16,16,0,7.8414012526383,105.961273215441,16.3293367786442,13.5130533180902,6.48901266792529,0.480203290490855,130.132011246723,0.1875,1.61474914554785,12,,2011,Savanna,203,13013.2011246723,10596.1273215441,1632.93367786442,784.14012526383,0
