source,unique_id,spatial_predictor1,spatial_predictor2,spatial_predictor3,spatial_predictor4,spatial_predictor5,area_ha,max_species_body_mass,mean_species_body_mass,median_species_body_mass,CW_max_species_body_mass,CW_mean_species_body_mass,CW_median_species_body_mass,n_species_reserve,n_herbi_sp_reserve,elephant_biomass_ha,browser_biomass_ha,grazer_biomass_ha,mixed_feeder_biomass_ha,grazer_browser_ratio,grazer_mixed_ratio,browser_mixed_ratio,herbi_biomass_ha,herbi_fun_red,herbi_fun_div_distq1,herbi_fun_ent,predator_biomass_ha,establishment_year,Biome,n_reserves_biome,herbi_biomass_kgkm2,grazer_biomass_kgkm2,mixed_feeder_biomass_kgkm2,browser_biomass_kgkm2,elephant_biomass_kgkm2
SWEP,reserve_210,0.0602232967253853,0.0610057405613648,0.0631527462291457,0.0632925117681925,0.0606545303686871,4003.3873614771,1417.49,228.503475,131.74955,182.109652848757,17.1443231883863,3.04015138231735,23,22,0,7.89918537593928,12.8308688023253,48.4834295745954,1.62432810368115,0.264644413873076,0.162925466396427,69.21348375286,0.20952380952381,2.28036121529248,15,0.282384290583085,1986,Savanna,203,6921.348375286,1283.08688023253,4848.34295745954,789.918537593928,0
SWEP,reserve_211,0.060011996093313,0.0598632114608527,0.0594725222972249,0.0578435873972697,0.0557653442376889,2529.21536294021,2949.9863,328.1202,169.0013,426.350733345686,43.8672210437878,3.00077276292128,19,17,0,6.04221333775019,29.8194173992067,44.8409034919662,4.93518115504175,0.665004829899317,0.134747805401217,80.7025342289231,0.220588235294118,3.10296509220979,12,0.107148210457239,2011,Savanna,203,8070.25342289231,2981.94173992067,4484.09034919662,604.221333775019,0
SWEP,reserve_212,0.0354498381981629,0.0378541555439927,0.0372902730473589,0.0378697009783436,0.0421603642374704,21164.1489913577,4400,498.530563157895,175,1199.71067742862,111.408839836212,9.02921836274139,19,14,11.8502284264968,10.8637475994848,11.0129261325451,21.5846424482525,1.01373177457357,0.510220456926617,0.503309129420594,43.4613161802824,0.175324675324675,4.17852256788969,11,0.35064114805799,,Savanna,203,4346.13161802824,1101.29261325451,2158.46424482525,1086.37475994848,1185.02284264968
SWEP,reserve_213,0.0554293438738968,0.0560789367887199,0.0568115834757459,0.0624220031395638,0.0599192847247493,6506.49206687496,899.9948,239.189573333333,171.0015,137.048217031292,24.2891464970818,9.20439358063357,15,14,0,8.332591424497,20.0138222964966,44.5237356816049,2.40187251203244,0.449509053768939,0.187149422593029,72.8701494025985,0.214285714285714,2.71917836758778,8,0.0968262150364207,1985,Savanna,203,7287.01494025985,2001.38222964966,4452.37356816049,833.2591424497,0
SWEP,reserve_214,0.0597722324788965,0.0580338616517838,0.0585972110979657,0.0574575389696508,0.0555633127200456,3341.33375146729,899.9948,203.21716,170.0014,64.2977118368179,13.4002400221372,7.7031041800918,20,20,0,5.77277304056492,26.6315581198448,38.0580262130827,4.61330420106705,0.699761936437208,0.151683458523146,70.4623573734924,0.242307692307692,2.87421606135017,13,,2000,Savanna,203,7046.23573734924,2663.15581198448,3805.80262130827,577.277304056492,0
SWEP,reserve_215,0.0554995079161134,0.0560561377596204,0.057296213131568,0.0579365630436868,0.0563970317234739,414.506739868516,899.9948,231.60962,177.4995,49.9085346232978,21.2515312133848,14.5719340658101,10,10,0,14.6439346243814,43.1234532052966,20.5401521401092,2.94479962601707,2.09947097329861,0.71294187718239,78.3075399697873,0.214285714285714,2.20227990599679,7,,2011,Savanna,203,7830.75399697873,4312.34532052966,2054.01521401092,1464.39346243814,0
SWEP,reserve_216,0.0595618373239067,0.0582379856808615,0.0582779691121649,0.056604447236479,0.0544750003856692,2807.63635732136,899.9948,274.881578571429,194.99965,163.014200165709,28.5632235487605,12.4344044115926,14,14,0,17.1785692524708,33.1029977431518,45.2698402941546,1.9269938757205,0.731237343185993,0.379470507093638,95.5514072897772,0.228571428571429,2.4197855065038,10,,2000,Savanna,203,9555.14072897772,3310.29977431518,4526.98402941546,1717.85692524708,0
SWEP,reserve_217,0.0351893481010614,0.0375381574205967,0.0369761660003916,0.037324575628042,0.0411393016768442,5405.1312847414,899.9948,185.643805555556,92.0502,87.4299105826983,17.1809746516041,3.75432544846945,18,18,0,6.86107571608675,12.0505602118999,16.6386420166856,1.75636601468275,0.724251426277176,0.412357914137844,35.5502779446722,0.174603174603175,3.03994651707587,14,,2016,Savanna,203,3555.02779446722,1205.05602118999,1663.86420166856,686.107571608675,0
SWEP,reserve_218,0.0638500548848868,0.0612873898416406,0.0602653301147339,0.0584849442761096,0.0572450742024552,1009.72612435694,899.9948,178.666188888889,57.49985,268.436775487621,32.0821534588461,1.00543159362462,17,14,0,13.7265060947364,20.2034467643314,90.1822329871805,1.47185646696203,0.224029125195905,0.152208540862895,124.112185846248,0.161538461538462,2.02302035244723,10,0.329000698294865,2010,Savanna,203,12411.2185846248,2020.34467643314,9018.22329871805,1372.65060947364,0
SWEP,reserve_219,0.034227813385426,0.0366041607310826,0.0361047603864386,0.0366783562598359,0.0397470470434643,1470.37284979187,899.9948,193.54065,67.50005,151.531455816673,20.7342290196015,3.81256382001136,12,12,0,7.36956684254187,51.6704113591011,10.6469166662156,7.01132270906702,4.85308685875789,0.692178503277548,69.6868948678586,0.133333333333333,2.1045998326008,10,,2005,Savanna,203,6968.68948678586,5167.04113591011,1064.69166662156,736.956684254187,0
SWEP,reserve_220,0.0636859438896903,0.061931373328866,0.0610862193939106,0.0593555067844301,0.0574877611072248,118.206340724967,227.4993,126.871285714286,102,60.7646386402598,22.7761455100927,12.9232279491655,7,7,0,0,25.6076702944638,10.4783076136489,,2.44387464451869,0,36.0859779081127,0.214285714285714,1.88942024138811,4,,2007,Savanna,203,3608.59779081127,2560.76702944638,1047.83076136489,0,0
SWEP,reserve_221,0.0619702201670445,0.0602206914361051,0.0599855917650251,0.0580256801686358,0.056385699287387,30610.9491190782,4400,403.563208,161.4991,155.804851516753,25.4166872006813,3.15122123080122,25,22,1.29365475882351,10.6312210945846,9.6331653537726,20.4955473337147,0.906120309987684,0.470012593317099,0.51870881618743,40.7599337820719,0.204545454545455,3.12202914538268,16,0.174979484600878,2014,Savanna,203,4075.99337820719,963.31653537726,2049.55473337147,1063.12210945846,129.365475882351
SWEP,reserve_222,0.0616465572221181,0.0614626768323624,0.0626298847501497,0.0616722395048739,0.0593179641199744,2671.19052663815,899.9948,281.232311111111,210.0003,44.4349487887903,22.602413185328,20.368925821632,9,9,0,3.47130783354118,3.56395289106595,6.61309855056736,1.02668880490217,0.538923299541663,0.524913972927769,13.6483592751745,0.158730158730159,2.4669412495709,7,,1997,Savanna,203,1364.83592751745,356.395289106595,661.309855056736,347.130783354118,0
SWEP,reserve_223,0.0426879004086168,0.0447279843068058,0.0440680967987067,0.0455806049182263,0.0513344064147749,4671.22922154697,899.9948,186.134326086957,97.5,172.446081496695,23.0217054499195,5.27735495141072,23,18,0,43.6781755557762,35.4456309350554,71.7058528095681,0.811518120526625,0.494319913176261,0.609129852646393,150.8296593004,0.174603174603175,2.88914197002539,14,0.707049545923636,1985,Savanna,203,15082.96593004,3544.56309350554,7170.58528095681,4367.81755557762,0
SWEP,reserve_224,0.0624272892377066,0.0618901724239617,0.0619703784842494,0.0606287437109344,0.0590136945564258,1158.668348857,899.9948,161.734647058824,62.9999,240.129112761036,38.4273820322888,2.328182742614,17,13,0,14.3332305714425,7.41581489515639,19.1208985917801,0.517386143911731,0.387838200153646,0.749610720575876,40.8699440583791,0.0705128205128205,2.54842702868541,12,0.705120322658294,1982,Savanna,203,4086.99440583791,741.581489515639,1912.08985917801,1433.32305714425,0
SWEP,reserve_225,0.0573626685977633,0.0571678300497125,0.0579776937132134,0.0602464031468359,0.0588378167054431,1557.87362471632,899.9948,288.715933333333,211.75065,91.0985153687765,29.5995679448205,23.4463877261663,12,12,0,13.9998570191927,14.8599348064677,30.3995079245428,1.06143475509042,0.488821557353914,0.460529066915917,59.2592997502033,0.133333333333333,2.49596002704488,10,,2002,Savanna,203,5925.92997502033,1485.99348064677,3039.95079245428,1399.98570191927,0
SWEP,reserve_226,0.0626730484448494,0.0622039799411493,0.0621024744583689,0.06110947016883,0.0589581120237997,786.046920402455,2949.9863,404.972173333333,179.999,209.422129879374,35.1698004084122,12.7286293966525,15,14,0,15.2103591906174,69.5733091505528,73.8115941861259,4.57407404247688,0.942579684366583,0.206070053876122,158.595262527296,0.238095238095238,2.78574284720753,9,0.821829312261984,2001,Savanna,203,15859.5262527296,6957.33091505528,7381.15941861259,1521.03591906174,0
SWEP,reserve_227,0.0610062241810277,0.0603989320829946,0.0595601310077256,0.0576871751089762,0.0559588548138819,1004.37901570574,2949.9863,334.432404761905,169.0013,699.730411384527,49.4430515659554,1.76340413416294,21,21,0,37.1696077040876,110.603805000787,99.8784585612949,2.97565166362043,1.10738398042967,0.372148391550084,247.651871266169,0.238095238095238,3.38227559307743,14,,1995,Savanna,203,24765.1871266169,11060.3805000787,9987.84585612949,3716.96077040876,0
SWEP,reserve_228,0.0575963786183224,0.0569512467004393,0.0574780834153523,0.0562503430385446,0.0537782787520029,3140.08651822271,569.9936,156.435916666667,133.25065,69.732564613237,12.9230230456035,4.83653615819801,18,18,0,5.65146026933177,24.9303146412374,18.3821977085747,4.41130494653291,1.35622056929614,0.307442034893115,48.963972619144,0.190476190476191,3.30172760119574,14,,1999,Savanna,203,4896.3972619144,2493.03146412374,1838.21977085747,565.146026933177,0
SWEP,reserve_229,0.0613723695449293,0.0605353167127874,0.0598407385228871,0.0577029330364208,0.0561627444677931,531.559008667836,400,101.289421428571,68.74985,323.916705572268,28.6857957970364,0.790876809868042,14,12,0,21.8057024920879,2.34216818772417,161.703234821314,0.10741081093691,0.0144843619876394,0.134850131577044,185.851105501126,0.0757575757575758,1.72244830945565,11,0.164045757061922,2011,Savanna,203,18585.1105501126,234.216818772417,16170.3234821314,2180.57024920879,0
SWEP,reserve_230,0.0619683435111619,0.0611171856238266,0.0606129789860469,0.0586805826734329,0.0570663128625359,1007.31359789888,580.0027,159.683223809524,97.5,86.5668232414393,12.9550534408514,3.02412978853493,21,21,0,5.112120506207,11.5812612123312,24.2908187192529,2.26545152804389,0.476775251842453,0.210454845729639,40.9842004377911,0.20952380952381,3.19604598936888,15,,2014,Savanna,203,4098.42004377911,1158.12612123312,2429.08187192529,511.2120506207,0
SWEP,reserve_231,0.0612215553463414,0.060376810349612,0.0598395668817242,0.0580115048226757,0.0563736764854521,1866.86761871537,1417.49,264.81672,170.0014,97.2687292129302,16.9121911655057,2.72468385107131,20,20,0,16.0951243134617,55.2212008320862,36.0342669858352,3.43092726446979,1.53246355347795,0.446661626828389,107.350592131383,0.214285714285714,2.77921359065159,14,,2011,Savanna,203,10735.0592131383,5522.12008320862,3603.42669858352,1609.51243134617,0
SWEP,reserve_232,0.0631944034404724,0.0618395574694158,0.0619875386401153,0.0617238739191099,0.0608366586436739,976.194293024302,899.9948,178.001940909091,92.0502,277.242128653165,22.7464383361355,2.57229511148995,22,19,0,16.9418087343687,23.2017830485679,84.1545229131502,1.36949858261002,0.275704528353311,0.201317863234198,124.298114696087,0.206766917293233,2.40898747340036,14,0.309160279010653,2014,Savanna,203,12429.8114696087,2320.17830485679,8415.45229131502,1694.18087343687,0
SWEP,reserve_233,0.0596948302813385,0.0604898993697067,0.0629292180469463,0.0627576302814639,0.0598440950967497,1532.14710132574,580.0027,155.8000125,84.5502,222.677928071963,23.2211660681767,5.86761118726757,16,14,0,4.3246681694379,30.1863198774978,34.509882865848,6.98003146017589,0.874715222733228,0.125316802327304,69.0208709127838,0.2,3.0452834131584,10,0.779300498605419,2007,Savanna,203,6902.08709127838,3018.63198774978,3450.9882865848,432.46681694379,0
SWEP,reserve_234,0.0606500298603875,0.060345330695363,0.0599243825363789,0.0582589670164453,0.0565110384351405,687.746030889171,569.9936,179.758025,173.00075,43.4961822550148,12.8986435762595,10.088647949678,12,12,0,2.59689932007446,19.0549803436261,6.50822730916102,7.33758917657219,2.92782956686288,0.399017919429313,28.1601069728615,0.222222222222222,2.84546029126927,9,,2010,Savanna,203,2816.01069728615,1905.49803436261,650.822730916102,259.689932007446,0
SWEP,reserve_235,0.0641026109077669,0.0624074531545572,0.061524807690807,0.0601873626020871,0.0583118743810374,565.768838631761,899.9948,215.158352941176,171.0015,201.313972928958,29.673656218297,2.63908707352741,17,15,0,22.4684300937149,55.9502041090726,69.2598042245734,2.49016971260148,0.807830815225168,0.324407935385747,147.678438427361,0.218181818181818,2.54490943689919,11,0.308253102842786,1995,Savanna,203,14767.8438427361,5595.02041090726,6925.98042245734,2246.84300937149,0
SWEP,reserve_236,0.0627764409767098,0.062101445431815,0.0621712575022225,0.0616402075197337,0.0605773822002372,298.53849863874,580.0027,107.02205,58.9998,278.745754118858,29.2796721898313,2.91707641576955,16,12,0,30.8437017067691,38.246204935253,100.69563938009,1.24000048045009,0.379819872744314,0.306306230306014,169.785546022112,0,3.03439905495613,12,2.50520252299195,2008,Savanna,203,16978.5546022112,3824.6204935253,10069.563938009,3084.37017067691,0
SWEP,reserve_237,0.0638637342697619,0.0619335951067458,0.0617740154087568,0.0615548605079314,0.0607301192631865,745.508466651666,400,176.75025,136.7505,395.132669565528,99.2480414441097,0.899513721017872,4,4,0,1.14553226180733,0,148.222327368458,,,0.0077284730454928,149.367859630265,0,1.04030690097277,4,,,Savanna,203,14936.7859630265,0,14822.2327368458,114.553226180733,0
SWEP,reserve_238,0.0611505276468898,0.0604475442016314,0.0599069928663827,0.058265213416469,0.0564802942896337,746.150311811419,400,101.523564705882,58.0003,254.51431369467,22.4232063838533,1.28478442516783,17,14,0,13.6722282876675,39.2512862842602,116.423483881027,2.87087704055273,0.337142344274554,0.117435313150731,169.346998452955,0.155844155844156,2.2607740327403,11,0.460364881663168,2014,Savanna,203,16934.6998452955,3925.12862842602,11642.3483881027,1367.22282876675,0
SWEP,reserve_239,0.0624945854236669,0.0612082442365394,0.0603775733177896,0.0586075527936447,0.0568655506526264,658.46745379524,899.9948,183.995628571429,68.74985,132.362996054539,27.4406436167684,9.45512113080871,14,12,0,38.0933784280855,51.935631446766,21.4929373022602,1.36337688044164,2.4164045479863,1.77236726150407,111.521947177112,0.0757575757575758,2.91146804248175,11,0.975902903471104,2002,Savanna,203,11152.1947177112,5193.5631446766,2149.29373022602,3809.33784280855,0
SWEP,reserve_240,0.0622856178542992,0.0611616241430352,0.0604004735093131,0.0587079057230977,0.0573348186762999,6998.21433925367,899.9948,180.272666666667,99.75,70.027459154524,11.6050637740024,2.61391029186546,24,22,0,15.0748519959237,13.1501160208555,8.98028049062331,0.872321401524293,1.4643324375654,1.67866159767103,37.2052485074025,0.18716577540107,3.10240288225381,17,0.123460751288184,2004,Savanna,203,3720.52485074025,1315.01160208555,898.028049062331,1507.48519959237,0
SWEP,reserve_241,0.0604643243753102,0.0598653262559031,0.0601362464008933,0.0612315533174883,0.060950245864192,2027.03377132265,899.9948,175.024772727273,92.0502,304.788080925577,26.3091975502717,2.37495448287983,22,20,0,25.7259189450867,9.96898733799314,23.3025857626332,0.387507531189554,0.427806057213568,1.10399417503011,58.9974920457131,0.183333333333333,2.66079745089053,15,0.430185235360442,2015,Savanna,203,5899.74920457131,996.898733799314,2330.25857626332,2572.59189450867,0
SWEP,reserve_242,0.0633619809223167,0.0612180515446895,0.0602481031546138,0.0586480894010348,0.0566766076849067,94.226626394788,899.9948,211.660646153846,161.4991,129.912104682113,26.2487527019416,2.2840210894648,13,12,0,51.4503647799934,116.097334888826,30.9602912851538,2.25649196823519,3.74987863710757,1.6618178526203,198.507990953973,0.166666666666667,2.42172914360177,9,1.7139433531596,2007,Savanna,203,19850.7990953973,11609.7334888826,3096.02912851538,5145.03647799934,0
SWEP,reserve_243,0.0629535225687434,0.0611469618203604,0.0601941888472786,0.0586550809127211,0.0566410310523864,262.291625969254,569.9936,178.427122222222,169.0013,138.780096006564,30.4214701366137,7.47524228740046,9,9,0,0.329788645292625,34.8275236246804,27.3205828570372,105.605587462775,1.27477235046285,0.0120710691648981,62.4778951270102,0.158730158730159,2.43097587561128,7,,2007,Savanna,203,6247.78951270102,3482.75236246804,2732.05828570372,32.9788645292625,0
SWEP,reserve_244,0.0577732909029278,0.0583324593549832,0.0586145539328964,0.0568776296537634,0.0543452844301594,1092.31497634048,899.9948,207.529655,165.2502,134.370892873464,18.1227063298461,2.88605901158474,20,18,0,25.8254856987394,46.3830164351855,65.3090679384435,1.79601719697569,0.710207906793333,0.39543491453715,137.517570072368,0.222222222222222,2.79449255278179,12,0.584078506492188,2008,Savanna,203,13751.7570072368,4638.30164351855,6530.90679384435,2582.54856987394,0
SWEP,reserve_245,0.0578783050244675,0.0583400340896923,0.0581889951337168,0.0574541405444465,0.0555380425623554,764.573023406967,899.9948,240.7086375,179.999,210.307155989318,29.4210878435933,3.44490223998187,16,16,0,36.8730752157259,32.8018181811402,51.2228573347846,0.889587266297516,0.640374627419799,0.719855883375056,120.897750731651,0.227272727272727,2.54243605941413,11,,1998,Savanna,203,12089.7750731651,3280.18181811402,5122.28573347846,3687.30752157259,0
SWEP,reserve_246,0.0577012145689874,0.0575283171544825,0.0577557630020737,0.0567870428223289,0.0543255063997537,658.783279723984,899.9948,224.007716666667,92.0502,363.694965138048,45.7931623732981,1.50194421229644,12,12,0,25.2020813384277,0,153.111283185968,,,0.164599765699941,178.313364524396,0.133333333333333,1.42189975729488,10,,2012,Savanna,203,17831.3364524396,0,15311.1283185968,2520.20813384277,0
SWEP,reserve_247,0.0602418123375714,0.0591836371010757,0.0586701457048441,0.0570785029990322,0.0545957085015967,816.358241352987,899.9948,153.049593333333,82.5,102.725472719812,19.3002007010161,4.24735227936566,15,12,0,60.9598701637679,38.8798720858088,25.7240497323769,0.637794535673363,1.51142112110263,2.36976179092992,125.563791981954,0.0757575757575758,3.17357760295081,11,8.02586813987583,1998,Savanna,203,12556.3791981954,3887.98720858088,2572.40497323769,6095.98701637679,0
SWEP,reserve_248,0.0612546642636316,0.0604672474524642,0.0598038871605122,0.0577934819425609,0.0560544762653134,1565.85655577926,899.9948,191.129240909091,131.74955,105.932721420114,18.2501510149696,2.0939609902169,22,20,0,54.9540081959657,34.2996402204107,57.2401199006349,0.624151747004483,0.599223766126846,0.960061025227799,146.493768317011,0.214285714285714,2.94940099390384,14,1.22743797502161,2012,Savanna,203,14649.3768317011,3429.96402204107,5724.01199006349,5495.40081959657,0
SWEP,reserve_249,0.0644938871534228,0.0623800259571119,0.0613688612096143,0.0601584122574341,0.0582887916592081,372.18223046878,899.9948,150.432005882353,62.9999,121.052266612873,16.1217481626137,5.60405934499027,17,15,0,15.6952383047476,7.18731250718427,49.0311156903305,0.45792949222123,0.146586762426083,0.320107712903684,71.9136665022624,0.166666666666667,2.84688792908138,12,1.20639289907653,,Savanna,203,7191.36665022624,718.731250718427,4903.11156903305,1569.52383047476,0
SWEP,reserve_250,0.058783686631104,0.057782486152422,0.0579928620246134,0.0565795169417492,0.0540150177474517,42483.430017647,4400,456.53754137931,161.4991,614.29048053406,45.2105905413368,4.65564401637493,29,24,1.55354687633707,9.64623448082637,24.0000760855814,26.3768893550857,2.48802536713014,0.909890312026273,0.36570781152276,60.0231999214935,0.175438596491228,3.47647224544777,19,0.178472776253012,1990,Savanna,203,6002.31999214935,2400.00760855814,2637.68893550857,964.623448082637,155.354687633707
SWEP,reserve_251,0.0583458877365633,0.0581638175766803,0.0580745994807971,0.0575075923602989,0.0555265460730015,44.9249148946881,400,88.8272545454545,43.2504,216.458064226355,22.6904533063522,1.37177484263048,11,11,0,23.3944438729314,10.1279791195286,213.280448554237,0.432922414165493,0.0474866739458918,0.109688647185033,246.802871546697,0.141414141414141,2.31320697539005,9,,2000,Savanna,203,24680.2871546697,1012.79791195286,21328.0448554237,2339.44438729314,0
SWEP,reserve_252,0.0640673192796391,0.0622694500892431,0.0613637295758898,0.0600798425170424,0.0581125096864734,1298.03492937794,899.9948,208.307584210526,169.0013,221.693043530098,20.5464867146508,4.61451229137982,18,17,0,9.86089704545477,22.5128252242059,80.5282461467301,2.28304028735224,0.279564330547885,0.122452648819487,112.901968416391,0.208333333333333,2.34410595227393,12,0.0970696528639514,2019,Savanna,203,11290.1968416391,2251.28252242059,8052.82461467301,986.089704545477,0
SWEP,reserve_253,0.0505148272080445,0.0516330348773173,0.0534154681308593,0.0550567757527469,0.0528469108275708,1382.59245807288,899.9948,212.452370588235,161.4991,203.909799942801,36.4535519791063,5.32975296475352,17,14,0,22.9979951173174,14.485421053081,48.7089836970961,0.629855819135016,0.297387051702018,0.47215099498552,86.1923998674945,0.119047619047619,2.33657243060865,12,0.691308993058036,2009,Savanna,203,8619.23998674945,1448.5421053081,4870.89836970961,2299.79951173174,0
SWEP,reserve_254,0.0547688657550506,0.054026047995031,0.0552041154562844,0.0553702320426133,0.0531931473630866,2899.08068635802,899.9948,187.861616,161.4991,147.370456293063,12.7735184491143,1.80252892017827,25,22,0,14.3454522655062,74.6586649755875,107.84311298102,5.20434375952755,0.692289594688606,0.133021496403122,196.847230222113,0.254545454545455,2.70212421669603,15,0.384914088542271,2001,Savanna,203,19684.7230222113,7465.86649755875,10784.311298102,1434.54522655062,0
SWEP,reserve_255,0.0617037845642962,0.0606251874149874,0.0603623481051569,0.0601367096830953,0.0590515025737312,3155.93816410241,899.9948,166.913921428571,99.75,101.919988543336,11.6763239722441,1.52880050762063,28,27,0,18.2607682734464,48.6140178680071,33.8536613344535,2.66221098368015,1.43600473188794,0.539403052835,100.728447475907,0.218323586744639,3.48055225795944,19,0.399246732503189,2000,Savanna,203,10072.8447475907,4861.40178680071,3385.36613344535,1826.07682734464,0
SWEP,reserve_256,0.0584638883528783,0.0573611230692904,0.0575976402721105,0.0574405855030088,0.0557316845759422,20.8314054008365,102,61.500025,56.25005,55.4879937697691,20.4124743396548,12.6631623676505,4,4,0,4.53641980373563,0,166.47942533252,,,0.0272491318051751,171.015845136255,0.166666666666667,1.60639984346239,3,,2015,Savanna,203,17101.5845136255,0,16647.942533252,453.641980373563,0
SWEP,reserve_257,0.0475144436300334,0.0490759930530749,0.048937142971486,0.0514762274438325,0.0571445619534706,5517.53382388331,899.9948,171.5953375,119.00015,127.46757093527,15.9592649454018,4.46527923503237,23,19,0,15.752934694078,22.6658657639151,24.9241043896695,1.43883449046709,0.90939539529892,0.632036138502421,63.3429048476626,0.206349206349206,3.26281490674887,14,0.386675345924462,2005,Savanna,203,6334.29048476626,2266.58657639151,2492.41043896695,1575.2934694078,0
SWEP,reserve_258,0.0418263038709575,0.0438507040334109,0.043341600134327,0.0431623946486581,0.0495708902023217,3996.33373577109,899.9948,231.916941176471,175,305.05134338202,29.9328753555491,2.95763918463316,17,15,0,18.8448089122039,7.57493114977773,66.8569897975369,0.401963807914879,0.113300511625141,0.281867445262966,93.2767298595185,0.218181818181818,1.97714161337143,11,0.296645620306599,2000,Savanna,203,9327.67298595185,757.493114977773,6685.69897975369,1884.48089122039,0
SWEP,reserve_259,0.0601231950752137,0.059280768414615,0.0589588499216122,0.0573699967352485,0.0554536385344977,657.227792592889,899.9948,187.446494117647,161.4991,106.149724526645,19.5118894928238,7.9556641708919,17,14,0,30.0161941146331,84.2757718468999,25.0322008372383,2.80767680023147,3.36669445866422,1.19910327940405,139.324166798771,0.175324675324675,2.92251925250897,11,0.691919004529511,,Savanna,203,13932.4166798771,8427.57718468999,2503.22008372383,3001.61941146331,0
SWEP,reserve_260,0.0481201799905086,0.0497894329272699,0.0501872213324232,0.0526292303079645,0.0572184530497368,1853.37867198886,569.9936,157.21529375,129.49955,170.289706107533,23.8594611514491,8.36052023571363,16,12,0,5.26742545791996,7.36492828276275,38.0629145388289,1.39820265926859,0.193493545410182,0.138387339008066,50.6952682795116,0.133333333333333,2.6300707122494,10,0.848771340565776,1993,Savanna,203,5069.52682795116,736.492828276275,3806.29145388289,526.742545791996,0
SWEP,reserve_261,0.0579825267677347,0.0582717397249955,0.0584530605009315,0.0568763980785477,0.0545598267069012,511.09179939251,899.9948,201.622673333333,171.0015,131.982003295337,24.5442564366074,5.19342697571788,15,14,0,34.1298694691122,43.0919782437871,30.8490803780075,1.26258842808601,1.39686427328666,1.10634965616167,108.070928090907,0.228571428571429,2.75838164747531,10,0.246530662690665,,Savanna,203,10807.0928090907,4309.19782437871,3084.90803780075,3412.98694691122,0
SWEP,reserve_262,0.056829002761027,0.0565068408545486,0.0572314914914331,0.0560268608706428,0.0536862397336489,1042.99806807973,899.9948,209.935614285714,172.00065,192.527587099887,25.2086297440707,7.66226956653495,14,14,0,29.2406269324641,41.4644546558204,22.0700041586659,1.41804260050885,1.87876968022859,1.32490355335899,92.7750857469503,0.175324675324675,2.80821848026897,11,,2008,Savanna,203,9277.50857469503,4146.44546558204,2207.00041586659,2924.06269324641,0
SWEP,reserve_263,0.0605181794857329,0.0589466215776249,0.0585438290087675,0.0570335843273908,0.0546045378416819,1266.7106238124,899.9948,185.060514285714,84.5502,216.634725906666,38.3834744246294,4.27759168868506,14,12,0,17.8434320949909,7.10105278262211,19.3312494106204,0.397964514047472,0.367335428341267,0.923035636030222,44.2757342882334,0,2.8660344679804,12,0.354459804441096,,Savanna,203,4427.57342882334,710.105278262211,1933.12494106204,1784.34320949909,0
SWEP,reserve_264,0.0397855490032272,0.0415553799376033,0.0408586743208523,0.0406774974376885,0.0444512795053237,1956.63917371037,899.9948,174.941995,129.49955,112.261880458486,15.6197117374653,6.76730330993336,19,16,0,13.4395208648176,13.9524700654087,24.376433345937,1.03816722379843,0.572375370399883,0.551332538033407,51.7684242761633,0.123076923076923,3.45146558652173,13,0.710143606787298,,Savanna,203,5176.84242761633,1395.24700654087,2437.6433345937,1343.95208648176,0
SWEP,reserve_265,0.0637527641250063,0.0620125927842886,0.0611732322548503,0.059840052021185,0.0580301322801673,917.761687369239,899.9948,199.477016666667,165.2502,166.738262370608,24.2562552095308,2.6584968805986,18,16,0,32.4767799857048,38.2968631004307,35.089504108972,1.17920751741052,1.09140508174462,0.925541149993079,105.863147195107,0.158653846153846,2.97784904161919,13,0.557876741910681,2008,Savanna,203,10586.3147195107,3829.68631004307,3508.9504108972,3247.67799857048,0
SWEP,reserve_266,0.0455082558288094,0.047499268404194,0.0482359330879858,0.0525155528365971,0.0546887458027829,1103.60095146705,899.9948,255.962709090909,179.999,163.125251103704,35.5141568009599,9.43647865508839,11,11,0,40.7229656156578,51.4813195154228,51.773908063458,1.26418394969812,0.994348725854796,0.786553828730576,143.978193194539,0.161616161616162,2.60693580807984,9,,2009,Savanna,203,14397.8193194539,5148.13195154228,5177.3908063458,4072.29656156578,0
SWEP,reserve_268,0.056938309090334,0.0557178827978439,0.0564420758894691,0.0557945494204871,0.0534832198894294,4423.30650760959,899.9948,263.35614,179.999,263.987592731284,26.2469826768954,4.94384988648415,15,15,0,6.95917227238121,30.7088192433237,63.1638095889013,4.41271146070021,0.486177439948454,0.110176576075361,100.831801104606,0.233333333333333,2.27821960948579,10,,2004,Savanna,203,10083.1801104606,3070.88192433237,6316.38095889013,695.917227238121,0
SWEP,reserve_269,0.0627368660772812,0.0614405242931712,0.0607702096281971,0.0591833947750361,0.0576014333110044,143.73234079465,899.9948,221.749575,173.00075,223.670034941216,31.3537973827619,3.85308051465206,12,11,0,44.3530576678488,121.482515371725,331.853010507538,2.73898851081436,0.36607326594967,0.133652720522303,497.688583547112,0.238636363636364,2.40586637565532,8,1.31494205796052,2013,Savanna,203,49768.8583547112,12148.2515371725,33185.3010507538,4435.30576678488,0
