SiteID,max_species_body_mass,mean_species_body_mass,median_species_body_mass,CW_max_species_body_mass,CW_mean_species_body_mass,CW_median_species_body_mass,herbivore_fg_own,carnivore_fg_own,hempson_fg,trophic_groups,trophic_groups_hempson,carnivore_fg_own_simple,herbivore_fg_own_simple,total_biomass_ha,total_m_biomass_ha,m_herbi_biomass_ha,n_species_reserve,n_herbi_sp_reserve,elephant_biomass_ha,white_rhino_biomass_ha,white_rhino_yn,browser_biomass_ha,grazer_biomass_ha,mixed_feeder_biomass_ha,grazer_browser_ratio,grazer_mixed_ratio,browser_mixed_ratio,herbi_biomass_ha,prop_biomass_w_occasional_predator,prop_biomass_w_regular_predator,prop_species_w_occasional_predator,prop_species_w_regular_predator,herbi_fun_red,herbi_fun_div_distq1,herbi_fun_ent,predator_biomass_ha,farm_size_ha,reserve_name,year_to_wildlife
CP6,1417.49,274.947381818182,99.75,99.1656743260392,15.1969706191273,2.49957520178551,13,1,5,5,6,1,4,287.461343548126,237.567204901552,237.325523050179,22,21,0,,,147.542466970001,47.452376437679,92.1442576719484,0.32161842900002,0.514979203659318,1.60121173796072,287.139101079628,0.851256642741997,0.293011790939417,0.857142857142857,0.523809523809524,0.145658263305322,3.58627451197277,17,0.322242468497602,853.389999406755,Lanka Safaris,1994
LAK1,213.501,99.7819,86.6004,114.736359160019,14.7907278380251,2.63569879514923,8,0,4,3,4,0,3,54.4076673981272,40.8057505485954,40.8057505485954,11,11,0,,,32.8654509242533,9.19669404099677,12.345522432877,0.279828628007961,0.744941665368919,2.66213528855856,54.4076673981272,,,0,0,0.141414141414141,2.47427644126474,9,,474.626532158387,Suttonvale,
LIM1,899.9948,217.0372875,174.50015,135.546140141787,12.412625692246,1.67604774037269,7,0,5,3,5,0,3,130.132011246723,97.8325966605105,97.8325966605105,16,16,0,,,7.8414012526383,105.961273215441,16.3293367786442,13.5130533180902,6.48901266792529,0.480203290490855,130.132011246723,,,0,0,0.1875,1.61474914554785,12,,1605.38913829521,Sandstone Valley,2011
LIM100,899.9948,201.985936363636,175,72.3894040251274,19.1880015529834,6.28356164586344,6,0,5,3,5,0,3,111.146036664429,83.3595274983217,83.3595274983217,11,11,0,,,25.1030747536032,59.1487788460313,26.8941830647945,2.35623641432774,2.19931494864625,0.933401646487047,111.146036664429,,,0,0,0.204545454545455,2.59661248633298,8,,322.15226538491,Ram Sleepy Oranges,2020
LIM102,899.9948,189.611123529412,161.4991,131.258531738734,23.2407719380001,4.96278308583231,9,1,5,4,6,1,3,82.20413342055,61.6531000654125,60.9998690764779,17,15,0,,,25.7320959065271,26.6711276491906,28.9299352129194,1.03649262563277,0.921921444099187,0.8894626177744,81.3331587686371,1,0.85415634430473,1,0.933333333333333,0.123076923076923,3.28588574292912,13,0.870974651912848,1365.70633529645,Lakmishi investment/ De draai,2016
LIM103,4400,373.827014814815,97.5,388.605282193574,33.7881596274786,2.10844341755974,13,3,5,6,7,2,4,28.4001277237733,21.30009579283,21.162481467166,27,22,2.49207638862556,,,6.69378304786054,10.9892869313154,10.5335719770454,1.64171543247548,1.04326309776618,0.63547133512236,28.2166419562214,0.911680617683279,0.784973178671137,0.954545454545455,0.863636363636364,0.18716577540107,3.75839030610729,17,0.183485767551886,47671.0908791689,Laphalala wilderness Foundation,2017
LIM104,1417.49,285.8268,172.00065,128.033594684078,25.9518331542221,9.15494157852658,11,1,5,5,6,1,4,47.3187286525808,35.4890464894356,35.2126145333487,16,14,0,,,8.66053875631274,13.0158111920153,25.2738027628035,1.50288700948633,0.514992196234561,0.342668605812609,46.9501527111316,1,0.871062907122182,1,0.857142857142857,0.130952380952381,3.59956737938202,12,0.368575941449235,6485.75078069562,Mmabolela Estates,
LIM106,400,134.991777777778,129.49955,157.835356156807,16.9358552334125,5.59322828630798,10,2,5,4,6,1,3,32.7793642807095,36.5759993666854,36.3033443167751,18,15,0,,,3.16766162618282,11.3193628312649,17.9287997567147,3.57341287267013,0.631350842491594,0.176680071681679,32.4158242141624,1,1,1,1,0.183333333333333,2.85979479222184,12,0.363540066547069,2501.77706308541,Linton Farming Trust,
LIM107,899.9948,213.961341176471,171.0015,194.986674052711,24.0222629144756,3.11902205234353,8,1,5,4,6,1,3,116.612790069977,87.4595925524829,87.4317201602837,17,16,0,,,29.5824404251971,30.9844202105378,56.0087662446434,1.04739229641604,0.553206619035303,0.528175184148542,116.575626880378,0.926968043270743,0.117449078614468,0.9375,0.4375,0.227272727272727,2.61938034318975,11,0.0371631895989777,1479.95101048896,Batiki Game Pty Ltd,2021
LIM108,899.9948,192.849353333333,102,142.383986580377,21.0536168280194,3.62378604486988,9,1,5,4,6,1,3,65.9416830073466,49.45626225551,49.261961401495,15,14,0,,,13.2186572053421,29.2688905407618,23.1950674558894,2.21421057268459,1.26185839279938,0.569890871431191,65.6826152019934,1,0.693854719895053,1,0.857142857142857,0.130952380952381,3.44020321789794,12,0.259067805353274,1215.89596812485,Izintaba game farm,2005
LIM109,899.9948,148.6782,68.74985,262.557893317743,28.2680819555713,5.87789402932724,10,1,4,4,5,1,3,58.9293172711545,44.1969879533659,44.1762621788255,14,13,0,,,37.5766383426332,14.5759308405049,6.74911372196259,0.38789874462952,2.15968072860778,5.56764041778603,58.9016829051007,0.708267321858145,0.280602740051205,0.923076923076923,0.615384615384615,0.0705128205128205,3.48221099817634,12,0.0276343660538078,1990.26458189445,Leshiba Mountain Retreat,1981
LIM11,899.9948,166.730945833333,84.5502,206.560659350933,20.2569561799656,2.0896111747212,11,3,5,5,7,2,3,47.7050299245707,35.778772443428,35.6568938746195,24,21,0,,,7.53133748407866,9.81385933035126,30.1973283517294,1.30306991966538,0.324990979865582,0.249404099473831,47.5425251661594,1,0.393649081278493,1,0.857142857142857,0.178571428571429,2.61817144768345,16,0.16250475841132,4110.65870643126,,2000
LIM110,899.9948,198.508075,172.00065,227.489198307129,28.7997546638642,7.84611116336454,6,0,4,3,4,0,3,24.3031742574553,18.2273806930914,18.2273806930914,12,12,0,,,11.9721754476008,6.24546069116004,6.08553811869441,0.521664648041188,1.02627911769616,1.96731582550161,24.3031742574553,,,0,0,0.166666666666667,3.068916319898,8,,4395.18817864842,Invest in property,2006
LIM112,227.4993,124.987566666667,124.04975,36.1714419634625,14.8785473684926,9.27436807005965,8,1,5,4,6,1,3,133.012658177627,99.75949363322,98.5886042581938,12,10,0,,,23.7744070485257,63.7514611611308,43.9256041346019,2.6815163478529,1.45135081046982,0.541242574050284,131.451472344258,1,1,1,1,0.175,2.48356172969982,8,1.56118583336828,287.600611281029,Servalla Natuurreservaat Pty.,2016
LIM113,580.0027,189.142305,170.0014,145.853376707294,21.3910333470393,4.47824608585199,10,1,5,4,6,1,3,64.5476715430601,48.8033480128339,48.6858319592018,20,18,0,,,4.93493338338032,22.1260228098198,37.3300272783504,4.48355045365657,0.592713813060935,0.132197422374838,64.3909834715505,1,1,1,1,0.235042735042735,2.40879657157748,13,0.15668807150955,2865.55316990186,Buffalo creek,2016
