reserve_name,tree_cover_sd_50,tree_cover_sd_100,tree_cover_sd_500,tree_cover_mean,canopy_height_sd_50,canopy_height_sd_100,canopy_height_sd_500,canopy_height_mean
Mokala National Park,9.25118737700851,11.4166299297336,14.5979312283664,10.5537572485943,0.211028684203952,0.268133186433625,0.349163241632733,0.189970123204476
Addo-Elephant National Park,7.30681043948838,10.8180161882172,20.3355622182906,41.7693506632507,0.497689182603101,0.738341784863902,1.32716665073545,1.99010227647288
Mountain Zebra National Park,2.14729603099243,3.18803710368004,6.14241875100777,2.20197560537939,0.0532285042820535,0.0805546853585969,0.163547689906804,0.0512538660863787
Camdeboo National Park,6.88433835228082,10.3390381614623,19.2729902437661,14.3215646592958,0.186339868718524,0.280189228108762,0.551674804412717,0.342298926856731
Agulhas National Park,2.33177057209432,3.79515696800884,8.45191110226057,2.93361444874696,0.0410942977948025,0.0672174831619007,0.166052571685628,0.0464704512206537
Bontebok National Park,1.40306933894766,2.17329046178032,5.28722490109055,1.62905529874965,0.0469639309089294,0.0746459607154599,0.20448288743296,0.046631502761129
Golden Gate Highlands National Park,2.22596782621262,3.47897848714206,6.82912223038237,2.33851427328474,0.0536518848294807,0.0850272567425907,0.180760266718934,0.052013174629736
Karoo National Park,3.8430100382845,5.875410776596,11.1332218967592,7.01762660719831,0.0613170029021883,0.0925045359936101,0.179485052750662,0.0962764855917026
Marakele National Park,7.97614502018615,10.8367721614473,16.908152934506,15.7759328517553,0.283523982586296,0.388354909482706,0.621692055733064,0.491136966983769
Kruger National Park,7.8503862988616,10.2990203572299,14.3957542024185,11.4326502705762,0.252510659613723,0.340972656222429,0.498479638186815,0.293932763011752
Vaalbos National Park,0.501036182579904,0.80280696482696,1.66957620663747,0.233598447385599,0.0131907024248769,0.0224099822486213,0.0561274257266805,0.00564903908168351
Kalahari Gemsbok National Park,0.171554687201451,0.270052819019418,0.537560387058025,0.0750065710767053,0.00435699627025373,0.00715602705523426,0.0160911547680497,0.00178176118641317
Mapungupwe National Park,3.23768960750805,4.55797713140118,7.86871477502584,2.85991189979418,0.0783329852435359,0.11479030974267,0.223139624328296,0.0578060736799311
Augrabies Falls National Park,1.79903884745326,2.61772676016836,4.65113011217096,2.02438821327316,0.0389613728648104,0.0580224092520814,0.110083897069472,0.0425239765722386
Meerkat National Park,0.124033266805224,0.201149537736244,0.536074481583682,0.0950576358034414,0.00293461975280625,0.00481564839420405,0.0132532671590923,0.00202859357902432
Tankwa-Karoo National Park,0.926276463740516,1.40265338908594,2.76039114438632,1.03375487898009,0.0174273090984099,0.0262709466048302,0.052232166645329,0.0169372836687016
West Coast National Park,7.04814273643438,10.3147466886935,17.6958601800767,18.8230039301192,0.147024281112069,0.207014687381037,0.344833464356772,0.313942051677371
Namaqua National Park,0.206275944396579,0.331874113107456,0.801630180085575,0.27747878374304,0.00306340191902034,0.00488282434797721,0.0121760737597613,0.00362367202328706
Garden Route National Park,6.55512246918112,11.031731426343,23.4610089675987,43.3623072151375,0.703328234830305,1.08475359921469,2.17848468833248,4.1172441582044
Farm_3,11.6657522527755,15.7080018221959,23.9723849308257,34.7201500899734,0.471787812050327,0.626314543528882,0.912921591994225,1.00682699644205
Farm_4,13.1970422668188,18.4041142580747,28.487831342788,22.535652414678,0.417830761417563,0.584537692326927,0.919884848594666,0.538960215970779
Farm_5,8.19481888156638,10.1060425700863,12.7078200717541,6.84521645683093,0.192828328145259,0.249195824896466,0.323095895341513,0.128379171397459
Farm_6,7.61820560403941,9.67979468337797,13.132327447679,9.9416615669937,0.246083133872307,0.319043311042555,0.44394582463204,0.250049664910999
Farm_7,18.0905602519383,22.2250966500764,28.2024521979557,39.3120786577358,0.647932682150071,0.817994673832451,1.05802369573314,1.04761820862959
Farm_8,14.0546930462164,19.4645912985403,31.5813245773315,34.0728832064617,0.666073471960789,0.917076451461497,1.43164128135232,1.27402856007376
Farm_9,15.8702671625065,20.5587516307562,30.0841317176819,26.5617331160848,0.614677645835215,0.816269990700397,1.19812091844422,0.813974076008165
Farm_11,15.9901634765542,20.5255732752183,29.4742261303796,27.354327352542,0.417607025188851,0.545777549922107,0.744501813583904,0.511302171084528
Farm_13,15.8445157086142,19.4951681567821,27.2886789451211,47.545473645154,0.501523049175606,0.606917201654576,0.785473879717164,1.08375443248467
Farm_15,21.4213580806439,25.7556308480196,30.7705601778897,35.0995696944784,0.663847036088983,0.809080184984577,0.981402852318504,0.793609750132228
Farm_16,11.7516898351278,14.3822554885727,18.6416221327252,12.9819320260965,0.285095571231197,0.364545187796984,0.474695899751451,0.241627824146684
Farm_17,6.08825845406279,8.63525758587032,14.0783347998057,6.31940530430494,0.181791787019003,0.271188920279965,0.48349122222432,0.157625397766465
Farm_18,10.4053718368261,13.3028086859304,20.0246917784214,13.9201479694487,0.187617878627162,0.245301488642321,0.399889819994569,0.200331655030525
Farm_19,17.7389342151408,20.4383954942906,23.2817740334405,24.0542976912036,0.449203283295596,0.539054098564197,0.619804640346103,0.441715014300788
Farm_20,17.0266350160943,21.6730965040914,29.736398027904,66.9234360657443,1.07846993798594,1.37516210643235,1.85514928333795,2.71758901057872
Farm_21,14.2551791507558,16.8441911398802,19.5435360954926,16.1362895735036,0.372370731395154,0.45332896844201,0.527020993248551,0.321404166684175
Farm_22,1.35221509473196,2.02265696851351,3.63107252449501,0.758849287340308,0.0251222367484833,0.0397256501876915,0.0837593341348913,0.0125737031921079
Farm_23,5.83975643005367,7.63009770333471,9.41609672705332,3.78475661322172,0.12550822852345,0.179575314395207,0.227855607867241,0.0695419736436946
Farm_24,9.85173581394904,12.1328875200465,14.9606016874313,7.12271460926518,0.241986409223772,0.319145887783741,0.428409406542778,0.150295027924909
Farm_25,18.422674598761,23.1840208252832,30.2487641589742,65.2018409933646,0.99296887396929,1.26910095312812,1.69489575036815,2.28518097620717
Farm_26,13.3971388626212,18.7139564923134,28.9147018851721,65.0306892388791,0.76188318595193,1.02921320839088,1.47264423776635,2.40628292956648
Farm_27,10.3473035022866,14.0465314815468,20.6436860173248,12.2236479744319,0.318674925866042,0.457115103135253,0.747969674093779,0.331352980726284
Farm_28,20.5866632348429,24.7097558671828,29.7207938557389,48.8359165181855,0.945949930207424,1.16832178263691,1.4453964716221,1.58518411945633
Farm_29,15.4025243435665,19.2445220324874,24.8494995401456,22.1622648111675,0.418329492364654,0.541081905550146,0.713314923689916,0.465438968601039
Farm_32,17.5470174800341,23.3380554304659,32.7178777101878,41.8311530574112,0.558501730184611,0.741654064621027,1.03233580559089,0.976133648877613
Farm_33,11.5127481293571,14.2132588494686,19.2675394736804,16.9403484932104,0.337417794243444,0.431389035207971,0.601107171177864,0.381369036006761
Farm_34,20.1671275533634,24.9024757352748,29.7682688643293,34.241837723244,0.461854266214057,0.593438989996871,0.73220121453448,0.577040499381689
Farm_39,21.7670053581669,27.5088549072281,33.9285161688521,50.4278108559246,0.961885888902065,1.26250301743232,1.62235351092107,1.54442988834208
Farm_44,12.9512798516538,16.6526039136462,21.4266401738413,19.4811255570984,0.460436262075537,0.610889593743177,0.827576079668231,0.558008084520934
Farm_45,9.05539689994615,11.6389486927056,16.0158110578423,9.71678667583536,0.24089884448588,0.317751889087924,0.442949522642986,0.205593019270711
Farm_48,7.12702665397889,11.1763298237236,19.8471321718259,8.9688675493623,0.220430973195329,0.347152948422551,0.651025063151663,0.251191460850629
Farm_52,2.80428911128694,4.16346928686918,8.03559126689409,6.57918543709064,0.0778104283718348,0.111553620967201,0.203879587325112,0.14769281685317
Farm_53,0.287154890121563,0.442428052392872,1.2221985466923,0.181138585790381,0.00578646008221355,0.00906362627962192,0.0260242719061953,0.00330348202866007
Farm_54,0.823486589026827,1.2904646054076,2.90119073672209,0.941154100595688,0.0263767860602678,0.0414473194191454,0.0931016979812113,0.029095440828108
Farm_56,0.528691010844104,0.779672734699264,1.44077184621574,0.310021917292407,0.014523386099787,0.0229271783683246,0.0466501046473336,0.00717718637073243
Farm_57,1.3986342955734,2.06385611096477,3.63123033004999,0.867882070911337,0.0277692570358693,0.0428192498531981,0.0874986886590719,0.0153187004976456
Farm_59,0.870357967056878,1.37941982527446,3.04044686514889,0.728982065357276,0.0218836594351788,0.0355965378132472,0.0837906008525183,0.016431529466244
Farm_60,1.20600220199865,1.70733664386117,2.75668578077651,0.800875983809206,0.0244331101986331,0.0370933052868835,0.0695444703890902,0.0146316415415487
Farm_61,1.6823510260855,2.33450816612566,3.71865405206428,1.02114672783371,0.0399998629354475,0.0575108974520316,0.104761879443815,0.0215409742860935
Farm_62,0.867148060128637,1.34893820205115,2.69821202769707,0.726954075189141,0.029472029239514,0.0468388692428412,0.101805359291098,0.0228227316863283
Farm_64,0.966308512788057,1.33405620514576,2.66343387583001,0.666410182650383,0.0245507258886204,0.0338569290469119,0.0639885385222025,0.0145896186275411
Farm_65,6.33989157321242,8.6849022703928,13.208501909543,7.02748313849105,0.143347057375236,0.203731243957817,0.33410842168389,0.127577779064017
Farm_66,1.16256514558235,1.83181309538544,3.55871866430555,0.656623706280662,0.0343531639177071,0.0566079029333927,0.127932459193149,0.0165339478695736
Farm_68,0.679731195455371,1.07305434073912,3.00125024181146,0.497014723829264,0.0149225176224408,0.0245305096444557,0.0756356192287058,0.0107720904245489
Farm_69,0.125452134143513,0.215288244084746,0.60203816111101,0.140042271465249,0.00210016621241893,0.00365195982876623,0.01083281392196,0.00207884207231147
Farm_71,10.9906114868607,15.9481136763069,27.0086565718931,33.0348511424537,0.226226251976382,0.324346611034422,0.530274565114695,0.487206596861745
Farm_72,2.15089933717314,3.26771958062024,6.33667133084964,1.8075327498609,0.0441747196394502,0.0681002218734287,0.136394693818875,0.033276221651771
Farm_73,0.441305841546118,0.774056934576623,2.02290409547942,0.324562593533246,0.00891479593573465,0.0157288848772428,0.0427000147423574,0.00609424724708715
Farm_74,0.465120553845231,0.802229910533266,2.50903397712369,0.452075323106649,0.00673477430836045,0.0116288438148414,0.0393367423017174,0.00626249321193853
Farm_75,6.8189001128667,9.86229000935554,16.4293287676759,8.32935764636642,0.179272796478067,0.263468002489814,0.438095106170513,0.183847550451042
Farm_77,5.49471133358873,8.03143915806265,13.9447370246001,10.2643787552014,0.110700588451746,0.163460128274185,0.306478480147902,0.158811371286263
Farm_84,12.8474183509176,19.9041576127992,33.2244491100311,75.5686466826797,1.09033907231307,1.5812228084346,2.44269633769989,3.75406693616547
Farm_85,12.9594091533699,17.2728838456524,30.5590638690525,56.4712616069844,0.491648426840365,0.627399345376601,1.01493315961626,1.4122556449727
Farm_86,1.42162022457269,2.17857229954322,5.10185993545585,1.45476589289454,0.0526979625787241,0.0816881137810779,0.207347050104102,0.0493517338809341
Farm_87,4.95951569487368,7.30205047073703,13.8045088611543,6.40284910733425,0.144830628510285,0.21736686277877,0.453645118307966,0.175755164938934
Farm_88,1.60021559953561,2.37818044408568,4.83378699368664,1.63736438423616,0.0481360588651007,0.0722705108176091,0.152246031481282,0.0445503905554512
Farm_89,2.29711685281624,3.56891427394435,6.70969017955393,4.0291421885065,0.0842973380958031,0.127470200323353,0.227636894811085,0.123068682691856
Farm_90,3.7401931029536,5.78543164784673,11.1765948671961,5.40831020343607,0.14563861459578,0.224475465241727,0.455149111460781,0.186618383880705
Farm_92,3.57740934068041,5.06634353899799,8.82563609706162,5.4755513322789,0.0882202805786437,0.126927516605863,0.238638748385431,0.118209743268496
Farm_93,4.87658992192386,7.40869917074819,13.6501493722317,7.72973210741026,0.106789973592474,0.161752140425829,0.310427757177405,0.150625957886596
Farm_94,4.38434090503363,6.45379508766422,10.8604641704831,5.49767628385588,0.0875872475938942,0.130848240691409,0.228342690341564,0.0936399821604066
Farm_95,6.57332221087245,9.95183426184196,18.2186621640032,11.6468161554811,0.18515339497996,0.282806924512438,0.552940583462283,0.268568302318393
Farm_96,5.72047908465656,8.49580018389679,16.6722289865667,6.35415499123082,0.140418494213693,0.212895974193679,0.461657884175127,0.139766762804202
Farm_98,0.487830427192299,0.81500025323387,2.23185240243614,0.517642016504012,0.0232359161727843,0.0393225557305417,0.107772705711881,0.0238854532780725
Farm_101,11.9409014330908,19.7826167663309,38.1747752969915,62.3144349750389,0.99769829092035,1.60596472488616,2.84801406426863,3.1652302438065
Farm_102,9.25624380903172,13.5719909660873,26.868049621582,10.866413827409,0.285648307550999,0.444670586714074,0.840664291381836,0.274054075599122
Farm_104,2.06168595557496,3.01782920462631,5.85860089739335,1.82303781980993,0.0622895660062133,0.0943846711572033,0.196575055264563,0.0503234639404211
Farm_107,15.3298944742305,20.7570063306006,31.0350583394369,29.8881636323138,0.488989342528026,0.672288084615724,1.03733332731106,0.757021054445134
Farm_108,4.18566618948094,5.98041134106989,11.3114391576958,6.81095980148314,0.128036294041013,0.18940002095851,0.386507394218271,0.195231072096345
