reserve_name,area_ha,max_species_body_mass,mean_species_body_mass,median_species_body_mass,CW_max_species_body_mass,CW_mean_species_body_mass,CW_median_species_body_mass,n_species_reserve,n_herbi_sp_reserve,elephant_biomass_ha,browser_biomass_ha,grazer_biomass_ha,mixed_feeder_biomass_ha,grazer_browser_ratio,grazer_mixed_ratio,browser_mixed_ratio,herbi_biomass_ha,herbi_fun_red,herbi_fun_div_distq1,herbi_fun_ent,predator_biomass_ha,establishment_year,source,elevation_sd_1000,elevation_mean,MAT,MAP,Biome,days_since_last_fire,fire_events_since_2001,prop_burned_area,n_deposition,tree_cover_sd_50,tree_cover_sd_100,tree_cover_sd_500,tree_cover_mean,canopy_height_sd_50,canopy_height_sd_100,canopy_height_sd_500,canopy_height_mean,woody_cover_sd_venter2019,woody_cover_trend_significance_sd_venter2019,woody_cover_trend_sd_venter2019,woody_cover_mean_venter2019,woody_cover_trend_significance_venter2019,woody_cover_trend_venter2019,spatial_predictor1,spatial_predictor2,spatial_predictor3,spatial_predictor4,spatial_predictor5,n_reserves_biome,herbi_biomass_kgkm2,grazer_biomass_kgkm2,mixed_feeder_biomass_kgkm2,browser_biomass_kgkm2,elephant_biomass_kgkm2
Vaalbos National Park,4580.01981161068,580.0027,150.376509090909,82.5,209.836327477598,28.3515952898592,2.81774163331524,11,10,0,7.475624387738,7.70625760406649,8.62052681517006,1.03085136496515,0.89394276815024,0.867188809688834,23.8024088069746,0.0888888888888889,3.00545765668291,9,0.00910587764146229,,SANParks,2.49701791507126,1150.71273964131,18.2893442622951,436.098360655738,Savanna,4963.92307692308,0.581730769230769,0.153846153846154,339.698883056641,0.501036182579904,0.80280696482696,1.66957620663747,0.233598447385599,0.0131907024248769,0.0224099822486213,0.0561274257266805,0.00564903908168351,0.0606980473290566,0,0.349350486292664,0.2438967489852,1,0.0960487915761856,-0.0120324264468448,-0.0119912599757151,-0.0116703641148132,-0.0110035576449305,-0.0119075716729919,203,2380.24088069746,770.625760406649,862.052681517006,747.5624387738,0
Kalahari Gemsbok National Park,958955.020962101,569.9936,136.354472727273,62.9999,112.77180551614,32.1171495689763,18.2565850021602,11,6,0,0.0679301933626087,0.37690599282475,1.37011299975448,5.54843103143901,0.275091173423135,0.0495799933106115,1.81494918594183,0.133333333333333,1.49413815851412,5,0.10081865753516,1931,SANParks,2.76332446134673,972.126558108805,21.366614815438,203.818885058437,Savanna,5908.43693759781,0.397887323943662,0.271175665101721,185.660034179688,0.171554687201451,0.270052819019418,0.537560387058025,0.0750065710767053,0.00435699627025373,0.00715602705523426,0.0160911547680497,0.00178176118641317,0.035963343893312,0,0.213559539341142,0.0491490478442616,1,0.0808326687198215,-0.00174924500286128,-0.00166795045111358,-0.00153113858630197,-0.00117607707308098,-0.000986243960051597,203,181.494918594183,37.690599282475,137.011299975448,6.79301933626087,0
Mapungupwe National Park,15236.3016555185,4400,433.2851,97.5,3873.94497065013,178.955166390614,0.21111820923047,25,22,99.3416929003754,2.26475402956478,7.35836056772956,103.208495576119,3.24907714995594,0.0712960742878241,0.0219434845641603,112.831610173414,0.129186602870813,1.55013350283606,19,0.00177995294482617,1995,SANParks,6.82398208150857,557.469915522097,23.6116352201258,354.077358490566,Savanna,7301.40035587189,0.00533807829181495,0,230.720886230469,3.23768960750805,4.55797713140118,7.86871477502584,2.85991189979418,0.0783329852435359,0.11479030974267,0.223139624328296,0.0578060736799311,0.081079257279081,0,0.354844665420458,0.383405848586548,1,0.60405189354061,0.0436592935414331,0.0448408445067286,0.0443467578957157,0.0444494543677337,0.0492602422992156,203,11283.1610173414,735.836056772956,10320.8495576119,226.475402956478,9934.16929003754
Augrabies Falls National Park,49353.7407102078,899.9948,195.219428571429,112.0005,145.543588648317,28.7034127203468,7.43811684402816,14,12,0,3.82275110224782,1.85688794164786,5.80878669123261,0.485746493031155,0.319668812154959,0.658098034141558,11.4884257351283,0,2.55464480627832,12,0.000195942189200663,1966,SANParks,12.6374155080391,652.756555847743,21.5962015503876,122.591007751938,Nama-Karoo,7305,0,0,135.888359069824,1.79903884745326,2.61772676016836,4.65113011217096,2.02438821327316,0.0389613728648104,0.0580224092520814,0.110083897069472,0.0425239765722386,0.0433234932338985,0,0.171866643334463,0.0201930322659612,1,0.128164311110575,-0.00791889839490542,-0.00817300474711413,-0.00779753997076435,-0.0070330026459102,-0.00628204044071141,33,1148.84257351283,185.688794164786,580.878669123261,382.275110224782,0
Meerkat National Park,134953.786719263,400,101.2032625,43.25,173.485973004638,33.2217429885006,0.583620076345136,8,8,0,0.0407807571302069,0.0105962198969248,0.0442980463559433,0.259833819737398,0.23920287165222,0.920599450425548,0.095675023383075,0,2.69512598653315,8,,2020,SANParks,10.6594790561929,1081.53650279128,18.4287082649152,172.878927203065,Nama-Karoo,7267.32882811258,0.0297344569883924,0.00588328828112578,165.200225830078,0.124033266805224,0.201149537736244,0.536074481583682,0.0950576358034414,0.00293461975280625,0.00481564839420405,0.0132532671590923,0.00202859357902432,0.0577652691217971,0,0.189036980812143,0.047074863773372,1,0.0955306403102621,-0.0242037987699897,-0.0248228849534785,-0.0242840995114169,-0.0234158068234755,-0.023905393729597,33,9.5675023383075,1.05962198969248,4.42980463559433,4.07807571302069,0
Tankwa-Karoo National Park,143499.792179002,569.9936,126.091246153846,55,96.3760714731267,18.0888544201924,1.38739849413297,13,12,0,0.246761748308521,0.197067104213814,1.03616535844543,0.798612854563766,0.190188856062005,0.23814900420792,1.47999421096776,0.0757575757575758,2.59366228088654,11,0.000191636514467538,1986,SANParks,21.5613168537005,564.559454237417,18.8550228310502,317.070674784374,Succulent Karoo,7108.70095377843,0.0422597212032282,0.0315480557593544,120.970802307129,0.926276463740516,1.40265338908594,2.76039114438632,1.03375487898009,0.0174273090984099,0.0262709466048302,0.052232166645329,0.0169372836687016,0.0959688527002813,0,0.284112373114103,0.0807141892040576,1,0.159410042750109,-0.0284454393378578,-0.0291789410611485,-0.0285760873302879,-0.0275290610628095,-0.0272364486907222,6,147.999421096776,19.7067104213814,103.616535844543,24.6761748308521,0
West Coast National Park,36566.2553936807,569.9936,145.01831,100.25065,488.525804902926,51.6238660053039,1.37565397188925,10,10,0,0.192185415879759,0.40668729515492,4.25717810653651,2.11611944274359,0.095529781695177,0.0451438514129056,4.85605081757119,0.0888888888888889,1.40459184775606,9,,1985,SANParks,7.38040333287126,54.9958761732381,16.778370221328,357.266599597586,Fynbos,6769.86208886324,0.132140796306982,0.0611656087709175,102.477973937988,7.04814273643438,10.3147466886935,17.6958601800767,18.8230039301192,0.147024281112069,0.207014687381037,0.344833464356772,0.313942051677371,0.0934470467850431,0,0.51492510235568,0.405288681017418,1,0.224720349507376,-0.0249469751831361,-0.0255833314606711,-0.0249325301706894,-0.0240931309578152,-0.0236018801875502,39,485.605081757119,40.668729515492,425.717810653651,19.2185415879759,0
Namaqua National Park,136387.299701636,569.9936,120.959707142857,54.99985,98.0757282899825,16.9527559210516,0.492816601714732,14,13,0,0.259963788985953,0.207344001691242,1.06288106749767,0.797588012161364,0.195077330880857,0.24458408088685,1.53018885817487,0.0705128205128205,2.49326422169513,12,0.00322608923970596,1999,SANParks,15.6146963265284,212.815400271721,16.9379120879121,190.308241758242,Succulent Karoo,7276.73543457498,0.0101878382680675,0.0017510347023241,84.5188751220703,0.206275944396579,0.331874113107456,0.801630180085575,0.27747878374304,0.00306340191902034,0.00488282434797721,0.0121760737597613,0.00362367202328706,0.0970718196563947,0,0.366740393728953,0.234944401272421,1,0.342640802082376,-0.0164859005886617,-0.0167860615143268,-0.0163501571171627,-0.0154744548406103,-0.014785825790808,6,153.018885817487,20.7344001691242,106.288106749767,25.9963788985953,0
Garden Route National Park,125788.700275057,4400,514.105555555556,14.936,114.87053108369,27.7590656059162,0.000132364610453744,9,7,0.0349792945660357,2.22085926151663e-05,0,1.33982443996537,,,1.65757482493306e-05,1.33984664855799,0.119047619047619,1.10448496865404,6,5.46548297658439e-05,2009,SANParks,51.2781050963265,456.103445619441,15.7228763040238,851.444187779434,Fynbos,4136.03798283262,0.75,0.440343347639485,133.22182337443,6.55512246918112,11.031731426343,23.4610089675987,43.3623072151375,0.703328234830305,1.08475359921469,2.17848468833248,4.1172441582044,0.120771796423617,0,0.445271748320529,0.820733216283679,1,-0.466450460784779,-0.041253747532175,-0.0419869741681896,-0.041399374425666,-0.0411079454858958,-0.0433621521277384,39,133.984664855799,0,133.982443996537,0.00222085926151663,3.49792945660357
reserve_20,4610,899.9948,194.98715,165.2502,115.344467939627,22.8254363248732,9.96849880364979,20,13,0,22.1561100650759,18.4296303904555,9.68279642082429,0.831808035631022,1.90333758859371,2.28819331752405,50.2685368763558,0.239316239316239,2.56057905090093,9,0.0722665943600868,1987,EWT,4.16830915338125,1158.48101067169,19.4926229508197,636.537704918033,Savanna,6235.52195121951,0.336585365853659,0.151219512195122,698.615966796875,11.6657522527755,15.7080018221959,23.9723849308257,34.7201500899734,0.471787812050327,0.626314543528882,0.912921591994225,1.00682699644205,0.0613156176991641,0,0.286219048961153,0.380618634682135,1,0.731403281655255,0.0595170174362642,0.058238772314222,0.0583765098236668,0.0586844180527235,0.0576074614519798,203,5026.85368763558,1842.96303904555,968.279642082429,2215.61100650759,0
reserve_21,1000,899.9948,180.08608,86.6004,136.772550571179,25.6064482973098,5.4298270456694,15,11,0,37.2850656,23.262985,10.5180196,0.623922329910022,2.21172672087434,3.54487508275797,71.0660702,0.161616161616162,2.70512607396188,9,0.0699502,1995,EWT,29.1964719205097,1383.92039423806,18.05,681.891666666667,Savanna,7078.6511627907,0.0465116279069768,0.0232558139534884,698.615966796875,13.1970422668188,18.4041142580747,28.487831342788,22.535652414678,0.417830761417563,0.584537692326927,0.919884848594666,0.538960215970779,0.104639308393384,0,0.404894417271396,0.46143138378219,1,0.575542644069642,0.0594029466412631,0.0596418956809291,0.0590557355211506,0.0584527771660944,0.0567445717719276,203,7106.60702,2326.2985,1051.80196,3728.50656,0
reserve_22,940,899.9948,190.021371428571,94.3002,147.589276558943,33.7415255811674,10.3073177641365,14,10,0,14.8071531914894,27.6276038297872,47.2831424468085,1.86582818942311,0.584301347163359,0.313159245034248,89.7178994680851,0.15,3.11338957664139,8,0.0744151063829787,2016,EWT,2.55528705445885,1109.84173778123,19.8,579.266666666667,Savanna,6795.25581395349,1.18604651162791,0,698.615966796875,8.19481888156638,10.1060425700863,12.7078200717541,6.84521645683093,0.192828328145259,0.249195824896466,0.323095895341513,0.128379171397459,0.0324570866914567,0,0.216771573622917,0.362116489582731,1,0.587023469027025,0.0581677837276408,0.0582302097163671,0.0583977247502853,0.057913750794854,0.0550710409458128,203,8971.78994680851,2762.76038297872,4728.31424468085,1480.71531914894,0
reserve_23,1700,899.9948,197.752014285714,169.0013,101.745316245487,18.6619024215881,7.99029182008264,21,17,0,15.6276357647059,25.8058982352941,33.7004819411765,1.65129893119056,0.765742706004556,0.463721432589113,75.1340159411765,0.224598930481283,3.11349264695472,11,0.0664411176470588,,EWT,1.99856572243237,1099.83976833977,19.85,569.195833333334,Savanna,7056.7037037037,0.0493827160493827,0.0493827160493827,698.615966796875,7.61820560403941,9.67979468337797,13.132327447679,9.9416615669937,0.246083133872307,0.319043311042555,0.44394582463204,0.250049664910999,0.0921608301765826,0,0.38853372523657,0.321236548356216,1,0.628338354493092,0.0587352341920356,0.0578312104218436,0.0581927139663639,0.0580212727253153,0.0555218749461182,203,7513.40159411765,2580.58982352941,3370.04819411765,1562.76357647059,0
reserve_24,3600,899.9948,192.86474,135.50065,119.623788323686,19.3484892953519,6.51294456625639,20,17,0,8.34318277777778,10.2565104722222,19.0178079444444,1.22932827260367,0.539310866014839,0.438703703505168,37.6175011944444,0.224598930481283,3.1656360899457,11,0.0160972777777778,,EWT,7.31855316470796,1194.75999192572,19.2642857142858,647.936734693878,Savanna,5517.20125786164,1.0377358490566,0.364779874213836,663.142456054688,18.0905602519383,22.2250966500764,28.2024521979557,39.3120786577358,0.647932682150071,0.817994673832451,1.05802369573314,1.04761820862959,0.0540570495476291,0,0.276455205525498,0.371688335352575,1,0.538181768612906,0.0576233939224074,0.0578496019247797,0.0583696888605457,0.0568877983808794,0.0535620708665229,203,3761.75011944444,1025.65104722222,1901.78079444444,834.318277777778,0
reserve_25,512,899.9948,212.663614285714,173.00075,181.126568305985,30.9137517594331,7.42759251480375,14,12,0,23.574204296875,23.15526953125,51.3653,0.982229102609392,0.450795956243807,0.458951944150526,98.094773828125,0.25,2.94193343125479,8,0.089746484375,,EWT,3.11381866416236,1115.64336917563,19.8785714285715,593.714285714286,Savanna,7305,0,0,680.879211425781,14.0546930462164,19.4645912985403,31.5813245773315,34.0728832064617,0.666073471960789,0.917076451461497,1.43164128135232,1.27402856007376,0.0815789165653168,0,0.321811201492993,0.413721035776916,1,0.48312846305024,0.0583704394382982,0.0591625504240288,0.0593534672752369,0.0572998027841118,0.0546840854280371,203,9809.4773828125,2315.526953125,5136.53,2357.4204296875,0
reserve_26,1000,899.9948,215.41220625,170.0014,243.1017336656,33.6812623583319,6.37379148138308,16,13,0,17.0724972,22.313008,98.9940641,1.30695631333886,0.2253974337033,0.172459807112819,138.3795693,0.205128205128205,2.25588888200032,9,0.0377499,,EWT,6.3310263758002,1177.15909090909,19.3125,647.875,Savanna,7305,0,0,698.615966796875,15.8702671625065,20.5587516307562,30.0841317176819,26.5617331160848,0.614677645835215,0.816269990700397,1.19812091844422,0.813974076008165,0.0483511056290562,0,0.290343028382032,0.410026822547309,1,0.683000148211729,0.0602967559565774,0.0592675108207446,0.0588925466202168,0.0593034263072805,0.0585009672327466,203,13837.95693,2231.3008,9899.40641,1707.24972,0
reserve_27,1275,899.9948,214.585805555556,170.0014,91.0102886405392,20.2073476888907,8.60253795501719,18,15,0,17.1795700392157,52.4203496470588,42.086226745098,3.05131906837012,1.24554643409948,0.408199341396569,111.686146431373,0.266666666666667,2.79477791912132,9,0.045451137254902,,EWT,4.33486223964376,972.693006357856,20.45,596.759090909091,Savanna,6992.31944444444,0.111111111111111,0,857.952331542969,15.9901634765542,20.5255732752183,29.4742261303796,27.354327352542,0.417607025188851,0.545777549922107,0.744501813583904,0.511302171084528,0.0443804345446953,0,0.32338339869887,0.384335083656445,1,0.779862003162118,0.049671525437019,0.05175738875111,0.0536414219044114,0.05731460331982,0.0625893810061815,203,11168.6146431373,5242.03496470588,4208.6226745098,1717.95700392157,0
reserve_28,1300,899.9948,238.176409090909,175,138.009019943908,34.7285010268543,13.295022552191,11,9,0,21.2364930769231,24.1154180769231,44.9421469230769,1.13556499133694,0.536588029899842,0.47252956369155,90.2940580769231,0.19047619047619,3.14279357818035,7,0.0353463076923077,1996,EWT,2.88638330435576,938.531390134529,20.8264705882353,540.005882352941,Savanna,7305,0,0,857.952331542969,15.8445157086142,19.4951681567821,27.2886789451211,47.545473645154,0.501523049175606,0.606917201654576,0.785473879717164,1.08375443248467,0.0391330209668537,0,0.279089043083419,0.328187534978628,1,0.481914250536357,0.051612477208039,0.0543533101876786,0.0562367804906849,0.060681575329622,0.0642095865983572,203,9029.40580769231,2411.54180769231,4494.21469230769,2123.64930769231,0
reserve_29,335,569.9936,140.061346153846,102,49.4343222270803,15.1910916724549,8.67067858708685,13,10,0,13.2627510447761,12.5134626865672,33.0793904477612,0.943504303467712,0.378285769997134,0.400936984184173,58.8556041791045,0.15,2.92893482929479,8,0.172985671641791,,EWT,4.06763687833947,1162.02795031056,19.55,588.733333333334,Savanna,7305,0,0,698.615966796875,21.4213580806439,25.7556308480196,30.7705601778897,35.0995696944784,0.663847036088983,0.809080184984577,0.981402852318504,0.793609750132228,0.0560301916427483,0,0.360777733263231,0.441267323568479,1,0.279005974953372,0.0585986926836871,0.0598974402634476,0.0595695383459618,0.0585666760577209,0.0556553229179999,203,5885.56041791045,1251.34626865672,3307.93904477612,1326.27510447761,0
reserve_30,856,1417.49,236.010011111111,82.49995,238.81646310567,39.1889782602877,17.7725604285366,18,10,0,16.9105670560748,21.701509228972,12.8971855140187,1.28331055706238,1.68265465402381,1.31118274120301,51.5092617990654,0.175,3.42923451305722,8,0.299883060747664,,EWT,9.18120717101295,1255.22079037801,18.9772727272728,606.927272727273,Savanna,7083.02564102564,0.282051282051282,0.0256410256410256,698.615966796875,11.7516898351278,14.3822554885727,18.6416221327252,12.9819320260965,0.285095571231197,0.364545187796984,0.474695899751451,0.241627824146684,0.0483564026480497,0,0.202653494552193,0.422446515403962,1,0.728779142202055,0.0612100280523622,0.0618426178923706,0.0611580395065649,0.0590295543399586,0.0572992864614072,203,5150.92617990654,2170.1509228972,1289.71855140187,1691.05670560748,0
reserve_31,1888,899.9948,154.2930625,53.7499,148.437278884001,24.6142660587539,7.66519992332346,16,11,0,3.79741292372881,8.45019004237288,14.4162447563559,2.22524919256749,0.58615750392607,0.263412073525915,26.6638477224576,0.0818181818181818,3.2530132111351,10,0.0661810911016949,,EWT,24.3264962843068,1477.00496630011,17.5035714285715,765.042857142857,Savanna,2151.54838709677,4.38709677419355,1,698.615966796875,6.08825845406279,8.63525758587032,14.0783347998057,6.31940530430494,0.181791787019003,0.271188920279965,0.48349122222432,0.157625397766465,0.0858119428637236,0,0.415872390930764,0.406133299098046,1,0.17020390920526,0.0621311378640069,0.0617679279797443,0.0611739306562255,0.0596436197794328,0.0575121174022926,203,2666.38477224576,845.019004237288,1441.62447563559,379.741292372881,0
reserve_32,900,569.9936,126.399775,69.55025,58.6093184528993,21.7222241646836,13.8213816039231,12,8,0,12.0533906666667,3.500005,27.6542547777778,0.290375139808516,0.126562983820215,0.435860259606505,43.2076504444445,0.107142857142857,2.49928500148623,7,0.0777224444444445,,EWT,5.20712371228049,941.728011825573,19.8954545454546,474.427272727273,Savanna,7305,0,0,368.155334472656,10.4053718368261,13.3028086859304,20.0246917784214,13.9201479694487,0.187617878627162,0.245301488642321,0.399889819994569,0.200331655030525,0.0301937477713638,0,0.18543660979044,0.367088507674465,1,0.599758759481228,0.0435858711362689,0.0466831462647098,0.0473260895001028,0.0514229650108323,0.0590177214808871,203,4320.76504444445,350.0005,2765.42547777778,1205.33906666667,0
