reserve_name,area_ha,max_species_body_mass,mean_species_body_mass,median_species_body_mass,CW_max_species_body_mass,CW_mean_species_body_mass,CW_median_species_body_mass,n_species_reserve,n_herbi_sp_reserve,elephant_biomass_ha,browser_biomass_ha,grazer_biomass_ha,mixed_feeder_biomass_ha,grazer_browser_ratio,grazer_mixed_ratio,browser_mixed_ratio,herbi_biomass_ha,herbi_fun_red,herbi_fun_div_distq1,herbi_fun_ent,predator_biomass_ha,establishment_year,source,elevation_sd_1000,elevation_mean,MAT,MAP,Biome,days_since_last_fire,fire_events_since_2001,prop_burned_area,n_deposition,tree_cover_sd_50,tree_cover_sd_100,tree_cover_sd_500,tree_cover_mean,canopy_height_sd_50,canopy_height_sd_100,canopy_height_sd_500,canopy_height_mean,woody_cover_sd_venter2019,woody_cover_trend_significance_sd_venter2019,woody_cover_trend_sd_venter2019,woody_cover_mean_venter2019,woody_cover_trend_significance_venter2019,woody_cover_trend_venter2019,spatial_predictor1,spatial_predictor2,spatial_predictor3,spatial_predictor4,spatial_predictor5,n_reserves_biome,herbi_biomass_kgkm2,grazer_biomass_kgkm2,mixed_feeder_biomass_kgkm2,browser_biomass_kgkm2,elephant_biomass_kgkm2
reserve_98,1137,213.501,118.400377777778,102,132.148170430418,21.0334848722923,4.95903263999584,9,8,0,43.9491978891821,5.38698856640282,20.43980941073,0.122573080400378,0.263553757187916,2.15017650145557,69.7759958663149,0.107142857142857,2.11087224428641,7,0.0120931398416887,,EWT,31.4377808077536,236.36733490566,18.4566666666667,528.7,Albany Thicket,7305,0,0,185.267364501953,13.9164382818194,20.055927282922,31.5853035203342,27.1016584741604,0.373659954002153,0.548154159525142,1.00701838361806,0.602102842214339,0.152715537876386,0,0.44867333060553,0.53306811554865,1,-0.0346366033149959,-0.0558725387841014,-0.0566434043212905,-0.0562541793256452,-0.0561658013518447,-0.0546734395592049,87,6977.59958663149,538.698856640282,2043.980941073,4394.91978891821,0
reserve_99,2400,213.501,110.81011,94.3002,93.507483633382,17.314209910609,5.33564461176975,10,9,0,19.03759,8.96874291666667,12.6166875,0.471107052765958,0.710863522352176,1.50892141855776,40.6230204166667,0.158730158730159,2.42230002258581,7,0.005729125,,EWT,12.9097428680702,92.9747713654998,19.2706896551725,477.527586206897,Albany Thicket,7305,0,0,185.267364501953,7.17090188205577,10.7390710397052,17.825146478212,9.6639918344294,0.210132795542245,0.324619085132383,0.585997716745946,0.265733411167743,0.124586194759628,0,0.444569292291254,0.420295107047508,1,0.290437836763403,-0.0564107912876605,-0.0556719408745172,-0.0549776898937384,-0.0552305553548045,-0.0537181976989506,87,4062.30204166667,896.874291666667,1261.66875,1903.759,0
reserve_100,2500,899.9948,184.756364285714,74.80015,266.391845590925,48.9865529726073,12.8497288591589,14,9,0,30.8428832,27.5599952,26.73387896,0.893560923642832,1.03090147304235,1.15370026348021,85.13675736,0.0972222222222222,3.03239329306727,8,0.0622998,,EWT,10.9766203700531,486.273410404624,22.1863636363637,563.190909090909,Savanna,7305,0,0,822.28466796875,19.8775365115146,24.2331030892438,28.877194507702,31.8514275171217,0.517746822551999,0.651126206281046,0.807314909471048,0.637800145016897,0.0348070991245126,0,0.302323608647596,0.405405239719054,1,0.849854155259062,0.030876761562825,0.0336230428719721,0.0329381283073333,0.0335142155074443,0.0360429272385798,203,8513.675736,2755.99952,2673.387896,3084.28832,0
reserve_101,2000,4400,553.505806666667,161.4991,342.478917954841,63.2503298026384,29.289896587907,15,10,11,38.07511,42.8373,60.4101575,1.12507357168502,0.709107570196287,0.630276621940607,141.3225675,0,4.46664556480967,10,0.12712435,,EWT,13.1423101020298,303.768754301445,22.114,653.104,Savanna,5560.24468085106,0.648936170212766,0.308510638297872,473.865539550781,18.0578384357187,23.1395504780481,30.619869765415,60.6818235802679,1.16174210259657,1.51301046153018,2.08879984271142,2.62679735788932,0.0795474004307359,0,0.662193570693943,0.588370112232521,1,1.00923720687724,0.0181441136265021,0.0199372715430963,0.019945238494006,0.021064502818313,0.0212136802806103,203,14132.25675,4283.73,6041.01575,3807.511,1100
reserve_102,1000,899.9948,193.08463,130.8002,247.038529105105,37.0036867082439,15.2714794956767,10,9,0,28.1374286,16.2699705,27.7262642,0.578232315798751,0.586807165315838,1.01482941939217,72.1336633,0.158730158730159,3.34914366770018,7,0.012,,EWT,6.5844224994883,521.588682432432,21.7863636363637,675.745454545455,Savanna,6510.09589041096,0.150684931506849,0.150684931506849,822.28466796875,18.7333649548204,23.5229455720178,30.6299090075803,34.9099277725518,0.494303991506438,0.632576283652381,0.86781507281514,0.694766725346449,0.101786779885285,0,0.47447145566059,0.458447828227985,1,1.0096607569255,0.0292755063828999,0.0318172319228422,0.0309485550099326,0.0308835926567797,0.0323678560906461,203,7213.36633,1626.99705,2772.62642,2813.74286,0
reserve_103,2100,4400,517.32565882353,175,1774.2049246307,189.135042781019,4.17732489736697,17,11,104.761904761905,22.2261152380952,13.5702018095238,224.011540857143,0.610552121419072,0.0605781369906197,0.0992186168313057,259.807857904762,0.161616161616162,2.89507461478967,9,0.167594571428571,2016,EWT,7.0947807604634,465.154642360575,22.1722222222223,606.187301587302,Savanna,7305,0,0,566.170364379883,4.16667558010976,5.55138269559257,7.78531647869274,3.56216677307621,0.113976304729427,0.159658609984986,0.256318620171701,0.0791783152284587,0.0323990526615087,0,0.322110314677866,0.409062840538836,1,0.849706109681476,0.0285460539832919,0.0312366437078911,0.0302890948545011,0.0299004469495576,0.0323509229189845,203,25980.7857904762,1357.02018095238,22401.1540857143,2222.61152380952,10476.1904761905
reserve_104,1000,1417.49,192.353130769231,54.9997,257.612821146367,41.3141087417077,10.6015406308883,13,9,0,4.067523,7.3424735,4.1892108,1.80514615405985,1.75271043892086,0.970952094365841,15.5992073,0.0972222222222222,3.46294000876244,8,0.0927496,,EWT,78.3911476393357,957.515007898894,18.8833333333334,817.383333333333,Savanna,5026.8,0.9,0.35,822.28466796875,11.6288806705192,17.1107385849055,30.9289513136211,23.3143633733561,0.358185849336306,0.532670772972429,1.04838841965324,0.60942400225487,0.136523361227109,0,0.600170034636751,0.59664933061507,1,1.02057480507868,0.0300059989008808,0.0327246715061803,0.031782136197036,0.0320568437755715,0.0339812756326729,203,1559.92073,734.24735,418.92108,406.7523,0
reserve_105,230,899.9948,162.799633333333,70.80005,173.752247459889,35.6749127582584,10.9197997622749,12,8,0,31.2445930434783,7.93478086956522,21.6261434782609,0.253956928116286,0.366906881827611,1.44476027706401,60.8055173913044,0.107142857142857,3.20688950601435,7,0.403259130434783,,EWT,7.59397884074492,570.850187265918,21.2,787.2,Savanna,7305,0,0,310.056060791016,17.8460579411952,22.3181783451733,27.0812598228455,30.5998283379746,0.42089555570531,0.531087154134601,0.683779013156891,0.539498416330079,0.0305027378487395,0,0.30165675535782,0.524178303419527,1,1.11022214402807,0.0288831302612763,0.0304038940556936,0.0295317322179791,0.0291138160882153,0.0303348420441582,203,6080.55173913044,793.478086956522,2162.61434782609,3124.45930434783,0
reserve_106,2850,1417.49,325.595135714286,177.4995,219.270038878703,46.7847104189486,18.6533959404534,14,11,0,28.5630287719298,34.1315256140351,40.9975847017544,1.19495470478879,0.832525278314128,0.696700280753553,103.692139087719,0.141414141414141,3.08142668306375,9,0.0456138947368421,2016,EWT,10.4042684396511,467.124389327321,22.278,559.032,Savanna,7305,0,0,822.28466796875,14.2398246880346,18.2819587101251,24.1667983952691,17.6927046416369,0.326672890209275,0.434104797210055,0.582557679835488,0.321400491061059,0.0310061261992147,0,0.357165416623109,0.405613419403442,1,0.887346982007297,0.0307150652767426,0.0334103811277983,0.0327489265705503,0.0328057159463725,0.0358274883151524,203,10369.2139087719,3413.15256140351,4099.75847017544,2856.30287719298,0
reserve_107,900,899.9948,206.353130769231,171.0015,252.2467321148,36.883062719724,12.1288671023798,13,10,0,21.8527424444444,21.3544316666667,6.74334177777778,0.977196876820169,3.166743192083,3.24063990297195,49.9505158888889,0.175,3.0147983094559,8,0.0897217777777778,,EWT,9.86585491309492,490.734275422555,22.2323529411765,571.55,Savanna,7030.77966101695,0.0508474576271187,0.0508474576271187,822.28466796875,20.7064298709142,25.2625612753137,30.7623294139731,41.1329435262266,0.594689538181297,0.752333006121121,0.972045952492747,0.890497165760554,0.0483638682299331,0,0.469450055298759,0.419304541937795,1,1.20363063759205,0.030620359785972,0.0333418907115808,0.0325418622729953,0.0328254967612692,0.0350754858595529,203,4995.05158888889,2135.44316666667,674.334177777778,2185.27424444444,0
reserve_108,500,580.0027,151.793114285714,128.80095,212.470961138295,29.5362218144625,2.57901807514257,14,11,0,12.3240672,60.8629154,69.3091106,4.93854134453275,0.878137302197613,0.177813091140719,142.4960932,0.204545454545455,2.62449374323986,8,0.0754998,,EWT,18.7448556007633,665.690769230769,20.5,680.15,Savanna,3896.73684210526,1.26315789473684,0.736842105263158,325.153472900391,13.0103868425306,17.3271874279226,26.982658794948,16.8282364941816,0.488735020800986,0.678665426723083,1.07034904502687,0.49260384583366,0.0571488675337282,0,0.334449757233467,0.484783019966828,1,0.999206216096973,0.0344109810169779,0.0371402857831626,0.036274301235831,0.037191433038889,0.0417533208280748,203,14249.60932,6086.29154,6930.91106,1232.40672,0
reserve_109,3800,1417.49,347.037266666667,175,102.365404870359,40.874072713197,15.4779429054104,9,8,0,14.7710916842105,5.39799736842105,6.90080447368421,0.365443359490566,0.78222725901103,2.14048836487676,27.0698935263158,0,2.98264845000139,8,0.0144736052631579,2016,EWT,59.588962970159,659.180735930736,19.6290697674419,751.788372093024,Savanna,7013.54666666667,0.18,0.0533333333333333,473.865539550781,8.67960319947671,13.3565568488711,25.6072979400817,77.8914560760611,1.29185849537135,1.95402696614545,3.52980867655654,5.83002552023598,0.148340549931192,0,0.756405940689113,0.75967990146239,1,0.730627465976976,0.0199350487213091,0.0218676107481633,0.0217002514358492,0.0230201644695125,0.0230611302516398,203,2706.98935263158,539.799736842105,690.080447368421,1477.10916842105,0
reserve_110,350,213.501,98.1183,58.0003,71.2603913647841,23.5423948354478,16.7532772901542,11,7,0,5.75289085714286,13.4571348571429,2.892014,2.3391952309393,4.65320529469873,1.98923340521272,22.1020397142857,0.119047619047619,2.43117125328803,6,0.322714,2016,EWT,30.353978416757,863.078668683813,17.95,845.65,Savanna,5149.28571428572,1.57142857142857,0.19047619047619,524.297241210938,10.1340815514277,14.5987021398458,22.4686653180556,13.7214101290108,0.455523236461163,0.670633573570319,1.04645426896485,0.520072814395103,0.091028014143777,0,0.382238819237184,0.458114318061467,1,0.626644283157507,0.00894459487700176,0.00995766622020661,0.00972695096919019,0.00964853034645914,0.00978546129995378,203,2210.20397142857,1345.71348571429,289.2014,575.289085714286,0
reserve_111,3000,1417.49,288.148557142857,138.5,131.598328637753,31.017797823641,10.7575358793852,14,12,0,16.7841612,36.492366,12.8859460666667,2.17421446119095,2.83195085647598,1.30251679722743,66.1624732666667,0.166666666666667,3.18748498880448,9,0.0085833,2016,EWT,17.3133128021017,660.720940750792,17.95,798.628571428572,Savanna,6646.18571428571,0.857142857142857,0.0285714285714286,624.001708984375,13.9451825657445,19.1152827557427,29.2725170784526,48.2016950047915,0.814566094001445,1.09608939802888,1.54701538313594,1.78488152950885,0.12693537915574,0,0.485501718848802,0.676626171816784,1,0.1150115806926,-0.00238768679165835,-0.00214485317716565,-0.00201670857943252,-0.0015201713155471,-0.0010623445324747,203,6616.24732666667,3649.2366,1288.59460666667,1678.41612,0
reserve_112,33000,4400,424.103833333333,161.4991,3298.92310136362,282.367102384273,4.42107156062201,21,12,28,2.93527363636364,2.81242303636364,31.5978237333333,0.958146798145813,0.0890068588298611,0.0928948038047045,37.3455204060606,0.15,2.22415145676701,10,0.012672696969697,2016,EWT,4.8576499777847,616.963648015557,23.2700000000001,357.280235294118,Savanna,7302.70095367848,0.00340599455040872,0,230.720886230469,6.56109447586976,9.12299186216061,14.5451559541125,8.40034830086945,0.127382047266912,0.177868501414727,0.299237799522452,0.141161156405719,0.10283769461929,0,0.571745480680136,0.346419968011253,1,0.894401984366696,0.0370117438670962,0.0389336368595442,0.0378692982271509,0.0374489632927513,0.0444385074023152,203,3734.55204060606,281.242303636364,3159.78237333333,293.527363636364,2800
reserve_113,16700,899.9948,210.365518181818,173.00075,80.2136991597584,12.6814721067655,5.93156118121128,22,20,0,25.449142994012,47.3119686826347,48.506534251497,1.8590790540085,0.975373099989608,0.524653912853536,121.267645928144,0.266666666666667,2.89835802029691,12,0.00275150898203593,,EWT,5.40073998479435,1104.13180128422,18.6396551724138,274.91724137931,Nama-Karoo,7305,0,0,271.716918945313,0.135009984470613,0.211677997585537,0.559747695846875,0.0968511055960889,0.00323846797081171,0.00525067248481764,0.0146955768616968,0.00215667957663587,0.0747263334828214,0,0.296147493976013,0.176146871723303,1,0.395686632168616,-0.0185750649715148,-0.0193666356916086,-0.0188629464344324,-0.0177417885740837,-0.0180264614471656,33,12126.7645928144,4731.19686826347,4850.6534251497,2544.9142994012,0
reserve_114,103000,899.9948,193.26758,169.0013,145.533109031363,17.0784050960161,2.79169381980381,25,18,0,3.61339055533981,9.96037458349514,14.2774439932039,2.75651757842115,0.697630093190092,0.253083854299116,27.8512091320388,0.277777777777778,2.29218754530037,12,0.00382717475728155,,EWT,7.50908665062232,1119.45289652655,19.7236012608353,330.592986603625,Savanna,7243.27168161951,0.0140326662065793,0.0140326662065793,282.867553710938,0.757392025607734,1.10410734631226,2.1301849246427,0.589350217423434,0.0121639158199908,0.0182818086026015,0.0377528193078935,0.00785916250939773,0.0732616097556197,0,0.294654757057056,0.204908968271551,1,0.356459980296405,-0.00493374706577396,-0.00475261613718449,-0.00450390858139958,-0.00401090689986348,-0.00368700633372329,203,2785.12091320388,996.037458349514,1427.74439932039,361.339055533981,0
reserve_115,1100,899.9948,273.545338461538,179.999,108.245026758686,23.6667124835389,6.95181649481635,13,13,0,19.1453505454546,60.9497686363636,69.5636068181818,3.18352847557728,0.876173209299912,0.275220785999419,149.658726,0.240384615384615,3.05749214591919,8,,2016,EWT,6.64638149687136,1119.03480278422,19.273076923077,594.990384615385,Savanna,6535.46486486486,0.443243243243243,0.00540540540540541,1083.37536621094,15.758950131039,19.7737502544621,27.1007187566278,33.3413532297346,0.662881740499729,0.849188803733368,1.1907927350625,1.05366361929046,0.0857571829435571,0,0.406595774210969,0.370924126127217,1,0.249068532963857,0.0347757019831124,0.0371662319956451,0.0390723279441635,0.0437528059665505,0.0477869996247467,203,14965.8726,6094.97686363636,6956.36068181818,1914.53505454546,0
reserve_116,500,899.9948,394.7994,316.2514,573.106548958962,194.251525224769,9.58280937172202,4,3,0,1.7999896,0,167.250778,,,0.0107622195933821,169.0507676,0,1.00994179286578,3,0.0934,,EWT,4.30821549189383,1289.37057728119,17.5277777777778,522.033333333333,Azonal Vegetation,6024.83333333333,0.472222222222222,0,549.210327148438,6.4666912068534,9.08905912213805,13.7724036659513,7.10771920921509,0.235101335542745,0.343026188499148,0.525578922203609,0.226666645002045,0.055662498105265,0,0.394455639880387,0.368030156910781,1,0.394515376898789,-0.000401628694233945,6.03402635316982e-05,0.000191508443248395,0.000626011129105373,0.000463104804913055,3,16905.07676,0,16725.0778,179.99896,0
reserve_117,800,213.501,99.6334416666667,72.30035,56.364566239679,12.1746595989286,1.54124160428994,12,11,0,18.201645,43.577958125,38.81439375,2.39417690681254,1.12272674940337,0.468940597584369,100.593996875,0.170454545454545,2.37362593850261,8,0.017187375,,EWT,6.38857464927301,1378.14143835616,16.8645454545455,605.152727272727,Grassland,7205.57608695652,0.016304347826087,0.016304347826087,549.210327148438,5.23546021323141,7.04025861014486,10.7894859546597,6.57493436182431,0.143530492975151,0.199834356437841,0.315830055208583,0.142154931581632,0.0632505078114221,0,0.380082864620967,0.332274411656071,1,0.560378971676016,-0.00595364467188934,-0.00586628020673535,-0.00557916793126373,-0.00488476511610925,-0.00608790707539449,33,10059.3996875,4357.7958125,3881.439375,1820.1645,0
reserve_118,1310,569.9936,154.180538461538,169.0013,94.8811426208121,13.8054092852445,4.53940101201739,13,12,0,16.1775229007634,56.6681755725191,136.266199541985,3.50289571030959,0.415863770788288,0.118719997733399,209.111898015267,0.194444444444444,3.07140009391061,9,0.010496106870229,,EWT,25.8562567336392,1479.88859416446,15.5944444444445,600.094444444444,Grassland,5756.33333333333,0.333333333333333,0.333333333333333,435.373474121094,5.56807219774683,7.91936431758527,13.5460074592707,5.69208389916233,0.208758540100173,0.311439466860232,0.589673490425752,0.196903954772394,0.0584773039660964,0,0.272771556680845,0.308930930904136,1,0.438624117502751,-0.0190317096605355,-0.0193560590523288,-0.018800705482249,-0.0180364906707653,-0.0180681293473063,33,20911.1898015267,5666.81755725191,13626.6199541985,1617.75229007634,0
reserve_119,2000,899.9948,328.066188888889,210.0003,338.428289145727,52.0343265720858,7.84467941451432,9,9,0,4.384997,12.0900675,58.076135,2.75714384753285,0.208176172536275,0.0755042841607831,74.5511995,0.158730158730159,1.75461822850336,7,,,EWT,4.15232603039795,912.771257085695,21.35,352.731034482759,Savanna,7305,0,0,304.771789550781,19.6180349255258,22.3443986071874,25.414160579443,32.2709243974174,0.509031990625607,0.595315354612414,0.66583391999205,0.589116386479829,0.0201698538891554,0,0.208796307676074,0.39564762348386,1,0.570855163357372,0.0495266838541443,0.0513902661364554,0.0521850591676292,0.0548924703814748,0.0630161343899171,203,7455.11995,1209.00675,5807.6135,438.4997,0
reserve_120,350,580.0027,169.292335,165.2502,64.5640401867057,9.79735787415034,6.438592289212,20,17,0,9,51.7572091428572,83.0170754285714,5.75080101587302,0.623452571361533,0.108411431666774,143.774284571429,0.261437908496732,3.27957504359482,9,0.534997142857143,,EWT,2.77880137852932,1698.5,14.15,627.325,Grassland,2816.07692307692,4,1,944.634765625,0.263954872353196,0.460079453814579,0.963582346836726,0.157018330867184,0.00928210659225563,0.0167155618940703,0.0332478431363901,0.00510918935381081,0.0626070153694367,0,0.500977809101601,0.385204529389229,1,0.312520477093927,0.0101833082902739,0.011270702459472,0.0110185150176533,0.0108611281198912,0.0105299776650343,33,14377.4284571429,5175.72091428572,8301.70754285714,900,0
reserve_121,2300,899.9948,191.120815789474,102,135.789144181772,19.1182854665301,3.53968847484566,19,15,0,20.6761556521739,7.82112182608696,28.7177039130435,0.378267699163149,0.272344956608269,0.719979414607129,57.2149813913043,0.193939393939394,3.01231773804461,11,0.0304131304347826,,EWT,31.0045659014957,354.292066977766,17.7705882352942,473.714705882353,Albany Thicket,7305,0,0,187.244827270508,11.9965912240413,17.0943316391853,29.2778827405609,66.5023063231916,0.79225335169159,1.127131558708,1.88567557883474,2.70268390544818,0.18248253208263,0,0.607760106666579,0.713137788575107,1,0.0585477920609122,-0.0678996562115142,-0.064471371183707,-0.0632987641483603,-0.061612606094788,-0.0605425747283594,87,5721.49813913043,782.112182608696,2871.77039130435,2067.61556521739,0
reserve_122,7200,4400,468.589866666667,86.6004,1241.55806569296,130.232053431023,12.3731416242605,15,11,61.1111111111111,31.3090175,38.1144743055556,147.150260416667,1.21736411260927,0.259017375828161,0.212769025425754,216.573752222222,0.141414141414141,4.12876213477232,9,0.0199652083333333,,EWT,18.6433839731709,174.863814044395,22.0485347985348,562.930769230769,Savanna,7175.86989247312,0.0483870967741936,0.021505376344086,415.640060424805,4.92968918608999,6.97011437497892,12.6842640668075,21.6210558912357,0.391622534803665,0.563037602897841,0.967552895960404,1.38266946451314,0.229090882017261,0,1.1595525133807,0.332497229899225,1,-0.0816372571848302,0.00908540589493143,0.00999542088125715,0.00972901635024788,0.0096006856999586,0.00968269944750366,203,21657.3752222222,3811.44743055556,14715.0260416667,3130.90175,6111.11111111111
reserve_123,300,269.9977,86.186875,30.49995,241.009404272095,81.4442935018371,2.46034625210932,4,3,0,3.15,37.1796893333333,0,11.803075978836,,,40.3296893333333,0,1.34377319816039,3,0.045833,2016,EWT,11.3126659158077,1718.68250539957,14.3055555555556,686.155555555556,Grassland,5282.8275862069,1.06896551724138,0,943.659790039063,0.0729190426664188,0.125189841605508,0.519674319308251,0.0504812655322782,0.00255495586167957,0.00441423085292811,0.0191482236608863,0.00175040684603218,0.0289385974819312,0,0.179043463105225,0.360458480726804,1,0.518520765335576,0.0103213481204287,0.0113545224380402,0.0110751400827111,0.0108656342977469,0.0104156778443221,33,4032.96893333333,3717.96893333333,0,315,0
reserve_124,13400,569.9936,158.971811111111,169.0013,108.573238257472,21.2192054495263,11.0086844999831,9,8,0,3.9244421641791,1.63850955223881,2.25297382835821,0.417514001657237,0.72726524010837,1.74189425317867,7.81592554477612,0.107142857142857,2.69627614784264,7,0.00102611194029851,,EWT,3.20827504711678,1181.14075269902,17.4013368983957,287.712299465241,Nama-Karoo,7305,0,0,214.024765014648,0.0258664624146898,0.0404363704366126,0.116129603883257,0.0180043014850579,0.00108616959675176,0.0017222281824362,0.0049795101376174,0.000680941783266812,0.0538672819400383,0,0.248890358722352,0.0808493878699925,1,0.0895401020070986,-0.0268420725517932,-0.0281482903535685,-0.0275329201874225,-0.0275505291279924,-0.0282011334763765,33,781.592554477612,163.850955223881,225.297382835821,392.44421641791,0
reserve_125,2000,569.9936,161.320133333333,135.50065,70.7017915635966,14.9079566233886,5.28800562215181,12,11,0,6.3,2.59373935,18.6777858,0.411704658730159,0.138867603353712,0.337299081778741,27.57152515,0.170454545454545,2.96052101921974,8,0.00687495,,EWT,3.62502944188421,1235.57998171846,17.9650943396226,393.780188679245,Nama-Karoo,7305,0,0,317.439544677734,1.67467936874475,2.42854613009567,4.05968244086609,1.08036833511163,0.0411994671178783,0.0630317022692058,0.116057834747455,0.0227260667652585,0.0524674719760655,0,0.274971791881467,0.256518119434122,1,0.504194385728637,-0.016174206719659,-0.0164221170134398,-0.0157952880864627,-0.015266083142078,-0.0151548559979564,33,2757.152515,259.373935,1867.77858,630,0
reserve_126,200,227.4993,99.7054555555556,86.6004,39.1141930238328,18.3475690236559,13.5305459913265,9,6,0,4.725,21.87498,39.56006,4.6296253968254,0.552956188640765,0.119438645947453,66.16004,0.166666666666667,2.9824768117576,4,0.936245,,EWT,8.34746516666342,1489.09191176471,16.15,679.5,Grassland,7130.5,0.3,0,818.64892578125,2.07062420454896,3.10851554505332,5.99537821859121,1.67908555442548,0.0717864303342601,0.107689043871262,0.270124707743526,0.0560526412944444,0.0642538682758741,0,0.279235043333222,0.386788462371845,1,0.668206781387452,0.0102390757483661,0.011405889864349,0.0111420970009593,0.0111038712775836,0.0107811866123313,33,6616.004,2187.498,3956.006,472.5,0
reserve_127,1387,899.9948,164.939873333333,58.0003,293.831214191028,37.2130295168807,9.53706192355804,15,10,0,12.7920245133381,20.6542173756309,106.878599855804,1.61461677579611,0.193249325903377,0.11968742601977,140.324841744773,0.0888888888888889,2.56133783436741,9,0.112292357606345,,EWT,18.4341948636828,371.579866461222,21.0261904761905,651.533333333333,Savanna,7305,0,0,524.297241210938,14.9685406092789,20.4288438637982,30.6096254779447,49.8612856190842,1.04025594099943,1.45296954041109,2.31720691496326,2.52829754270143,0.127748441221866,0,0.609277830792682,0.685418610858774,1,0.363195724661852,0.00875214845645227,0.00969113690007938,0.00943478974372159,0.00932219145370651,0.00951139343017691,203,14032.4841744773,2065.42173756309,10687.8599855804,1279.20245133381,0
reserve_128,250,899.9948,242.015766666667,130.8002,238.302477704958,51.1406483816743,11.5888128258185,6,6,0,28.7998336,14.19996,65.768276,0.493057015440534,0.215908958902922,0.43789856373915,108.7680696,0.133333333333333,3.19025884536076,5,,,EWT,7.48685464375901,75.0125260960334,22.13,935.6,Savanna,7305,0,0,306.982879638672,11.2305895680747,17.4527044927775,36.481528155009,48.9183809402619,1.29825611092185,2.02318681815022,3.64080480575562,4.33293077883557,0.134151753443528,0,0.336241762272795,0.711450687565649,1,0.109651472280796,0.00646868752348803,0.00714229409384167,0.00699577788561706,0.00699265431944127,0.00685766143094559,203,10876.80696,1419.996,6576.8276,2879.98336,0
reserve_129,5000,569.9936,159.812216666667,170.0014,108.129270810818,17.720285385644,5.87087910284837,12,11,0,7.511016,18.108089,19.450935,2.41087077966549,0.930962393324537,0.386151925344463,45.07004,0.161616161616162,3.08915591145259,9,0.00274998,,EWT,5.64308570336355,1233.76216216216,17.9607142857143,376.171428571429,Nama-Karoo,6821.44897959184,0.112244897959184,0.112244897959184,317.439544677734,9.44815271835504,11.6559319630371,14.9326660422718,10.6083468752948,0.242956646248588,0.310054099985486,0.393150602660927,0.204747641414971,0.0523850987167618,0,0.266133751764074,0.273047219765405,1,0.31404392506712,-0.016426676897057,-0.0166374424867768,-0.0159766804274825,-0.015619202815487,-0.0153343128490491,33,4507.004,1810.8089,1945.0935,751.1016,0
reserve_130,4000,4400,581.133183333333,177.4995,547.10482878249,76.608751721183,17.9789300236705,12,10,17.6,17.3511665,32.15112785,92.042791575,1.8529663610801,0.349306309596249,0.188511954093239,141.545085925,0.15,4.03977501384929,8,0.0294999,,EWT,6.12488058835889,58.4596088435374,22.1909090909091,963.963636363636,Savanna,5955.67105263158,0.657894736842105,0.302631578947368,265.49560546875,11.003251320384,14.8606379113419,22.0315339648724,70.8034944191229,1.52186395275225,1.99342940056462,2.71549699011445,5.40410391273993,0.122454663661622,0,0.451613900771222,0.777365620379652,1,0.160090711837725,0.0061907671978389,0.00687041045271489,0.00673457190572301,0.00674556666170627,0.00661816159592324,203,14154.5085925,3215.112785,9204.2791575,1735.11665,1760
reserve_131,1000,569.9936,172.5174,173.00075,87.0769220982981,16.0970713813383,8.14094033956139,14,13,0,5.21502,22.9825634,31.5000166,4.40699429724143,0.729604802811438,0.165556103230752,59.6976,0.207692307692308,2.22793787369202,10,0.0137499,,EWT,4.70202865120343,1130.92708333333,18.3961538461539,417.923076923077,Savanna,6762.33333333333,0.0833333333333333,0.0833333333333333,339.698883056641,0.361051490863354,0.553562441118796,1.18810726422817,0.176286271773644,0.00787358834465439,0.0124084807979203,0.0258153249553288,0.0035795366546069,0.0288312083141329,0,0.187554060213259,0.316085720768835,1,0.188604198517535,-0.0114927827840015,-0.0115358095854217,-0.0110852052914555,-0.0101445266517901,-0.0110527336689634,203,5969.76,2298.25634,3150.00166,521.502,0
reserve_132,450,210.0003,112.607,102,56.3881304294574,23.7650425243463,17.766519364092,7,5,0,0,38.7776544444444,37.8333622222222,,1.02495924672715,,76.6110166666667,0.15,2.45123306347929,4,0.152776888888889,2016,EWT,15.5815422919079,1300.43892339545,18.25,609.05,Savanna,7305,0,0,1149.50793457031,16.6393389475593,20.6003817885922,27.577127456665,71.6811585068241,1.03580213873013,1.28868147158654,1.65362517674764,2.61468235040974,0.0932970541167806,0,0.488504468338974,0.465943147104312,1,0.255434146262047,0.0311174484234681,0.0336216122818709,0.0348493977431485,0.0397981700715239,0.0455405094178009,203,7661.10166666667,3877.76544444444,3783.33622222222,0,0
reserve_133,640,899.9948,188.5368875,136.50075,109.703007668947,16.3603055937278,2.65369135315252,16,15,0,12.2796559375,68.70704734375,53.20925875,5.59519319543231,1.29126112556022,0.230780436074013,134.19596203125,0.233333333333333,2.87456290466912,10,0.02148421875,,EWT,13.8352519654455,1366.12201365188,16.84,548.35,Grassland,7305,0,0,503.876281738281,7.5075721926965,10.1567663242775,16.0934269107305,9.48174053440051,0.253142393597721,0.356120512648384,0.585965723181382,0.271147936026393,0.0645960260533897,0,0.342264812862426,0.317961441875438,1,0.424577306434097,-0.00931277468756175,-0.00943914565394318,-0.00906913244830491,-0.00877712340681982,-0.00975767367541266,33,13419.596203125,6870.704734375,5320.925875,1227.96559375,0
