NAME,WDPAID,WDPA_PID,PA_DEF,ORIG_NAME,DESIG_ENG,DESIG_TYPE,GIS_AREA,STATUS,VERIF,MAP,MAT,elevation_mean,Biome,fire_events_since_2001,n_deposition,prop_burned_area,woody_trend_venter2019,spatial_predictor1,spatial_predictor2,spatial_predictor3,spatial_predictor4,spatial_predictor5
Vaalkopdam Nature Reserve,9075,9075,1,Vaalkopdam Nature Reserve,Nature Reserve,National,47.0922070443651,Designated,State Verified,579.132258064516,20.0790322580646,1014.57224806202,Savanna,1.15789473684211,1149.50793457031,0.478468899521531,0.351419360578825,0.0229464158393892,0.0233743275742283,0.0231897067162966,0.0213343481078142,0.0207156816565664
Dwesa-Cwebe Nature Reserve,9081,9081,1,Dwesa-Cwebe Nature Reserve,Nature Reserve,National,53.7582881878587,Designated,State Verified,1041.99836065574,19.9991803278689,68.3477929984779,Forests,0.0365296803652968,266.016876220703,0.0365296803652968,0.00496972375600832,-0.00273572442332513,-0.00270051100166876,-0.00272808718974515,-0.00311224006553959,-0.00299900391720569
Boskopdam Nature Reserve,9083,9083,1,Boskopdam Nature Reserve,Nature Reserve,National,26.7084895810115,Designated,State Verified,599.658333333333,17.1194444444445,1409.41461434371,Grassland,1.01680672268908,1470.22058105469,0.630252100840336,0.571106695612902,0.0146407397670632,0.0150753459217877,0.0157642073320355,0.0169345316506754,0.017820170865562
Sandveld Nature Reserve,9084,9084,1,Sandveld Nature Reserve,Nature Reserve,National,311.114388855841,Designated,State Verified,489.393734939759,18.11,1241.53609950888,Savanna,0.149295774647887,633.641845703125,0.123943661971831,0.393055840807131,0.00423677346574231,0.00412748682136249,0.00373174811118277,0.00393016070814437,0.00515680684204869
Soetdoring Nature Reserve,9089,9089,1,Soetdoring Nature Reserve,Nature Reserve,National,68.035060866658,Designated,State Verified,534.101086956522,17.5336956521739,1260.30025974026,Azonal Vegetation,0.0192307692307692,475.594299316406,0.0192307692307692,0.173452682204329,0.000846220189533318,0.000866838444703282,0.000643072936993105,0.000786703003008345,0.00127284101507706
Thomas Baines Nature Reserve,9101,9101,1,Thomas Baines Nature Reserve,Nature Reserve,National,10.4681251520651,Designated,State Verified,607.376923076923,17.5192307692308,373.651612903226,Albany Thicket,0.30188679245283,185.267364501953,0.188679245283019,-0.226589911771201,-0.0108147783517522,-0.0104511654067168,-0.0103864833865053,-0.0107547496888699,-0.011527779471939
Midmar Public Resort Nature Reserve,9103,9103,1,Midmar Public Resort Nature Reserve,Nature Reserve,National,29.616355426092,Designated,State Verified,799.675,16.41,1053.6265717675,Grassland,0.75,624.001708984375,0.386363636363636,0.118879200813498,0.00669888987064646,0.00644510405393637,0.00580508294743715,0.00568161587676113,0.00566148024168006
Weenen Nature Reserve,9106,9106,1,Weenen Nature Reserve,Nature Reserve,National,49.167997353846,Designated,State Verified,706.1171875,17.775,1067.05651423641,Savanna,1.81531531531532,724.924560546875,0.581081081081081,0.68688547569402,0.00872337554525805,0.00847621607373789,0.00787128558551129,0.00750330546696141,0.00793625262910019
Chelmsford Public Resort Nature Reserve,9107,9107,1,Chelmsford Public Resort Nature Reserve,Nature Reserve,National,61.0301587917873,Designated,State Verified,772.685365853659,16.6304878048781,1253.24301904428,Grassland,2.47163120567376,830.569152832031,0.652482269503546,0.425749850547879,0.0111971569818174,0.0109336490724081,0.0106286164824674,0.0113334878674816,0.0131490646638246
Coleford Nature Reserve,9109,9109,1,Coleford Nature Reserve,Nature Reserve,National,12.7168213495377,Designated,State Verified,921.570588235294,13.8382352941177,1547.09539473684,Grassland,3.03571428571429,723.132507324219,0.928571428571429,0.594574464785892,0.0046802644299946,0.00455677748281846,0.00425437560675946,0.00408435154086247,0.00432045139060281
Tsolwana Game Reserve,9112,9112,1,Tsolwana Game Reserve,Nature Reserve,National,75.1378069990661,Designated,State Verified,527.039047619048,13.2928571428572,1520.30566415129,Grassland,0.943661971830986,317.555114746094,0.670422535211268,0.681705574250337,-0.00855748304194231,-0.00824298927571045,-0.00824614060735414,-0.00888702264736758,-0.00948734230623349
Nwanedi National Park,9115,9115,1,Nwanedi National Park,Nature Reserve,National,33.3324159373213,Designated,State Verified,878.136363636364,21.6204545454546,644.348826815643,Savanna,0,213.527069091797,0,0.625009357976936,0.016244228390767,0.0160349786958137,0.0156632669277569,0.0165643892927952,0.0164315620156676
Nooitgedacht Dam Nature Reserve,9126,9126,1,Nooitgedacht Dam Nature Reserve,Nature Reserve,National,29.8871187721662,Designated,State Verified,681.595238095238,15.4238095238096,1553.89883551674,Grassland,1,1072.27673339844,0.56390977443609,0.578631029359813,0.0193010124529619,0.018835367676608,0.0204644003496633,0.0202277032277329,0.0218540748087862
Sterkspruit Nature Reserve,9127,9127,1,Sterkspruit Nature Reserve,Nature Reserve,National,108.779848628395,Designated,State Verified,1014.53309859155,12.7218309859155,1892.18083534784,Grassland,2.4469387755102,1051.08349609375,0.706122448979592,0.23388592394825,0.020688117721203,0.0204249775989414,0.0193736359985892,0.0196278854505421,0.0213776663105151
Pilanesberg National Park,9129,9129,1,Pilanesberg National Park,Nature Reserve,National,502.769101544385,Designated,State Verified,661.984210526316,18.6877708978329,1237.02719953579,Savanna,7.18087971274686,1083.37536621094,0.893626570915619,0.13902036041395,0.0213530353197564,0.0214442730918078,0.021042332789496,0.0202903432637504,0.0189333077555163
Blouberg Protea Nature Reserve,9130,9130,1,Blouberg Protea Nature Reserve,Nature Reserve,National,8.12179939075724,Designated,State Verified,861.55,15.57,505.048720066061,Fynbos,2.07692307692308,179.966125488281,1,-1.04961984692654,-0.0224433426088699,-0.0217117628769027,-0.0212818844313559,-0.0212120585116259,-0.0246375098792751
Vernon Crookes Nature Reserve,9134,9134,1,Vernon Crookes Nature Reserve,Nature Reserve,National,21.8903509472701,Designated,State Verified,1017.78620689655,19.2327586206897,388.436583811345,Indian Ocean Coastal Belt,2.3960396039604,477.757568359375,0.762376237623762,0.549309113204727,0.00454172534279104,0.00427112050761389,0.00381242760291725,0.00350318174633984,0.00408431048543128
Gamkapoort Nature Reserve,9136,9136,1,Gamkapoort Nature Reserve,Nature Reserve,National,91.9180505992581,Designated,State Verified,223.458461538462,17.9492307692308,522.297708241516,Succulent Karoo,0,133.893569946289,0,0.226780271620989,-0.0401923883812404,-0.0395343032275165,-0.0399282463292934,-0.0456990086129421,-0.0505328890766072
Verloren Vallei Nature Reserve,9139,9139,1,Verloren Vallei Nature Reserve,Nature Reserve,National,60.0806357187384,Designated,State Verified,872.768421052632,11.4684210526316,2161.86565533981,Grassland,7.17110266159696,1051.08349609375,0.996197718631179,0.851899346829026,0.0217958063065365,0.022027882850385,0.0215217388283882,0.0217680420510664,0.023694261622678
Richards Bay Game Reserve,13307,13307,1,Richards Bay Game Reserve,Nature Reserve,National,13.2343021434809,Designated,State Verified,1157.06,22.2366666666667,5.67388362652233,Forests,0.0217391304347826,332.133392333984,0.0217391304347826,0.398556886886904,0.00729227157554777,0.00699131136444489,0.00648943985811618,0.00592606298589655,0.00581535596753279
West Coast National Park,17368,17368,1,West Coast National Park,National Park,National,365.662553936807,Designated,State Verified,357.266599597586,16.778370221328,54.9958761732381,Fynbos,0.132140796306982,102.477973937988,0.127524523946913,0.224720349507375,-0.0502745918798044,-0.0509370336169434,-0.0513916833616735,-0.0484746981211572,-0.0465642514745571
Kalkfontein Dam Nature Reserve,21149,21149,1,Kalkfontein Dam Nature Reserve,Nature Reserve,National,57.1967871521524,Designated,State Verified,402.45,17.7736842105264,1227.6526173507,Grassland,0.0150375939849624,359.695587158203,0.0150375939849624,0.0564590965183678,-0.004217384889099,-0.0040097036630395,-0.00379007905386016,-0.00369195107817103,-0.00321316867075642
Rustfontein Nature Reserve,21151,21151,1,Rustfontein Nature Reserve,Nature Reserve,National,18.3525999990777,Designated,State Verified,554.303703703704,16.8018518518519,1376.72810707457,Grassland,0.174418604651163,503.876281738281,0.13953488372093,0.199382200643696,0.000920631007199072,0.000916777626307778,0.000770429200256077,0.00078859538616783,0.00155095068861941
Mount Currie Nature Reserve,21154,21154,1,Mount Currie Nature Reserve,Nature Reserve,National,15.4053989082641,Designated,State Verified,906.1,12.9738095238096,1613.32066938037,Grassland,2.33783783783784,619.859375,0.716216216216216,0.37475265660492,0.00280517622520551,0.00278612002854343,0.00241689702173287,0.00265155283094221,0.00245355821861467
Jericho Dam Nature Reserve,21156,21156,1,Jericho Dam Nature Reserve,Nature Reserve,National,19.1508412692775,Designated,State Verified,835.304347826087,15.3673913043479,1475.25877027537,Grassland,0.850574712643678,1093.46997070313,0.574712643678161,0.811198189914619,0.0155310405778424,0.0152192930743069,0.0149470290588958,0.0172101907647037,0.018157292877032
Alice Glöckner Nature Reserve,21158,21158,1,Alice Glöckner Nature Reserve,Nature Reserve,National,1.55406540457495,Designated,State Verified,703.95,15.35,1688.59817351598,Savanna,1.33333333333333,1515.59973144531,0.833333333333333,0.189205050858223,0.0177144484287431,0.0177020414935471,0.0189612477622461,0.0198817447465061,0.0218892219736879
Rust-Der-Winter Nature Reserve,21160,21160,1,Rust-Der-Winter Nature Reserve,Nature Reserve,National,60.1158730763551,Designated,State Verified,599.50875,20.2725,1059.73498361849,Savanna,0.449438202247191,1391.71862792969,0.348314606741573,0.402285901077696,0.0252764654599086,0.0257475737959242,0.0263931516375408,0.0261669608799015,0.0254673466654144
Enseleni Nature Reserve,26029,26029,1,Enseleni Nature Reserve,Nature Reserve,National,3.36456759257864,Designated,State Verified,1075.325,22.2250000000001,32.1131687242798,Forests,0,332.133392333984,0,0.0844153722845529,0.00759442416667515,0.00718158439733008,0.00674497022566702,0.00612784336014892,0.00633672289534662
Krantzkloof Nature Reserve,26031,26031,1,Krantzkloof Nature Reserve,Nature Reserve,National,5.49635291188153,Designated,State Verified,967,19.5,366.270063694268,Forests,0.0909090909090909,624.001708984375,0.0909090909090909,0.147886988043012,0.00609114037557605,0.00584573625486744,0.00503821047377318,0.00507331080378657,0.00494135985203483
Himeville Nature Reserve,26035,26035,1,Himeville Nature Reserve,Nature Reserve,National,1.05100565127992,Designated,State Verified,1063.7,14.35,1522.14765100671,Grassland,0.5,723.132507324219,0.166666666666667,0.439304811606377,0.00543148245755119,0.00527859568953298,0.0049311574915953,0.00462006592392765,0.00499546274617535
Queen Elizabeth Park Nature Reserve,26036,26036,1,Queen Elizabeth Park Nature Reserve,Nature Reserve,National,0.933038131109841,Designated,State Verified,935.35,16.75,924.393939393939,Grassland,0,624.001708984375,0,0.0187901695567214,0.0066189791770563,0.00635642990566306,0.00569771278024632,0.00561587032245563,0.00552917849116474
North Park Nature Reserve,26040,26040,1,North Park Nature Reserve,Nature Reserve,National,0.509651540383899,Designated,State Verified,929.7,20.45,182.876712328767,Indian Ocean Coastal Belt,0,624.001708984375,0,0.235597470029962,0.00574618193962098,0.00555104893258013,0.0047983052863728,0.00469248127297008,0.00476812907976808
Wagendrift Public Resort Nature Reserve,26042,26042,1,Wagendrift Public Resort Nature Reserve,Nature Reserve,National,7.43982080026798,Designated,State Verified,793.88,16.42,1187.11490978158,Grassland,0.645161290322581,723.132507324219,0.451612903225806,0.381187164576008,0.00799510478481531,0.00779747781401179,0.00723495993697146,0.00693302976095959,0.00735356557543209
Umvoti Vlei Nature Reserve,26043,26043,1,Umvoti Vlei Nature Reserve,Nature Reserve,National,2.68741248533288,Designated,State Verified,815.966666666667,17.15,967.015915119363,Grassland,2.16666666666667,624.001708984375,1,0.442896757419757,0.0079478900451649,0.00754836781723785,0.00698860192530597,0.00650443466510853,0.00648518622669854
Lake Eteza Nature Reserve,26044,26044,1,Lake Eteza Nature Reserve,Nature Reserve,National,3.10867781943735,Designated,State Verified,1021.88,22.31,15.0730593607306,Azonal Vegetation,0.266666666666667,265.49560546875,0.266666666666667,0.473725282647156,0.00775712296918316,0.00728577341425245,0.00670313676948669,0.00621412050540237,0.006590132254885
Richtersveld National Park,30851,30851,1,Richtersveld National Park,National Park,National,1702.72637940295,Designated,State Verified,58.5783746556474,19.1629476584021,456.357718332908,Desert,0.000133725595078898,94.3632202148438,0.000133725595078898,0.140344424526938,-0.012064782998487,-0.0113512882993995,-0.0110436807206623,-0.0104018534769314,-0.00997017724339295
Vaalbos National Park,32455,32455,1,Vaalbos National Park,National Park,National,45.8001981161068,Designated,State Verified,436.098360655738,18.2893442622951,1150.71273964131,Savanna,0.581730769230769,339.698883056641,0.528846153846154,0.0960487915761856,-0.00389085167647137,-0.00368730136824251,-0.00362187809560589,-0.00360302157526346,-0.00305048542779604
Tankwa-Karoo National Park,32816,32816,1,Tankwa-Karoo National Park,National Park,National,1434.99792179002,Designated,State Verified,317.070674784374,18.8550228310502,564.559454237417,Succulent Karoo,0.0422597212032282,120.970802307129,0.0421129860601614,0.159410042750113,-0.0425423770330568,-0.0425537504894526,-0.0480320618204271,-0.0562531444389699,-0.0538529693150066
Goegap Nature Reserve,32828,32828,1,Goegap Nature Reserve,Nature Reserve,National,286.208959190153,Designated,State Verified,176.081865284974,16.4261658031088,1063.00536764706,Succulent Karoo,0,106.028167724609,0,0.100805044290596,-0.0181381115225284,-0.0169827533743001,-0.0159628602218564,-0.0160275232468252,-0.0163139675378173
Keurbooms River Nature Reserve,32830,32830,1,Keurbooms River Nature Reserve,Nature Reserve,National,8.89920979770991,Designated,State Verified,867.336363636364,17.1863636363637,124.496987951807,Forests,0.232558139534884,129.384265899658,0.232558139534884,-0.468329684939845,-0.0282965099443008,-0.0270875471377797,-0.0283564163722019,-0.028838139608017,-0.0292817660236669
Molopo Provincial Nature Reserve,32834,32834,1,Molopo Provincial Nature Reserve,Nature Reserve,National,240.954481931069,Designated,State Verified,319.023397435897,21.2608974358974,999.627489979809,Savanna,0,275.453521728516,0,0.416353614757997,-0.00132624876752865,-0.00129507976256084,-0.00146343461389734,-0.00163429694383092,-0.00168884041988059
