NAME,WDPAID,WDPA_PID,PA_DEF,ORIG_NAME,DESIG_ENG,DESIG_TYPE,GIS_AREA,STATUS,VERIF,MAP,MAT,elevation_mean,Biome,fire_events_since_2001,n_deposition,prop_burned_area,woody_trend_venter2019,spatial_predictor1,spatial_predictor2,spatial_predictor3,spatial_predictor4,spatial_predictor5
Gariep Nature Reserve,351303,351303,1,Gariep Nature Reserve,Nature Reserve,National,279.8082809875,Designated,State Verified,413.372994652406,17.2601604278075,1267.73167461263,Grassland,0.0331534309946029,361.662109375,0.0239013107170393,0.308789008675843,-0.00610166604804383,-0.00590102620293369,-0.00582675202717648,-0.00569973392033149,-0.00511967519941875
Honnet Nature Reserve,351314,351314,1,Honnet Nature Reserve,Nature Reserve,National,19.0180813295827,Designated,State Verified,674.368,22.746,561.338678138444,Savanna,0,213.527069091797,0,0.699791279869915,0.0171436656554095,0.0167722680518444,0.0163437914855501,0.0174151646242067,0.0173527066163974
Huisklip Nature Reserve,351318,351318,1,Huisklip Nature Reserve,Nature Reserve,National,3.17812954056625,Designated,State Verified,725.366666666667,17.6166666666667,72.7408450704225,Albany Thicket,0,119.949295043945,0,-0.56036518128317,-0.0216305465677498,-0.0210938622754368,-0.0208710967719583,-0.0208249529571293,-0.0238332336525828
Impendle Nature Reserve,351323,351323,1,Impendle Nature Reserve,Nature Reserve,National,88.0832040022425,Designated,State Verified,761.615833333334,15.4858333333334,1247.3212749004,Grassland,7.60740740740741,673.567108154297,0.948148148148148,0.21049293791299,0.00606436188265496,0.00580390917803914,0.00540966647227712,0.00512058639886251,0.00530072906289735
J. N. Briers-Louw Nature Reserve,351333,351333,1,J. N. Briers-Louw Nature Reserve,Nature Reserve,National,0.289438318578463,Designated,State Verified,1347.35,16.875,127.155555555556,Fynbos,0,128.408187866211,0,0.644928279016123,-0.0586364443695275,-0.057805950064001,-0.0550389990186833,-0.0525258017852531,-0.05177793769103
Kalbaskraal Nature Reserve,351346,351346,1,Kalbaskraal Nature Reserve,Nature Reserve,National,0.371467308436513,Designated,State Verified,547.9,17.15,72.5438596491228,Fynbos,1,128.408187866211,1,0.799010090728528,-0.0571871923918433,-0.0571055469210373,-0.0544384284786519,-0.0510818169928308,-0.0511036879253932
Kap River Nature Reserve,351351,351351,1,Kap River Nature Reserve,Nature Reserve,National,2.62749919172201,Designated,State Verified,644.025,19.025,55.3384223918575,Albany Thicket,0,182.5302734375,0,0.314081458527664,-0.00880874197590388,-0.00840857041752506,-0.00843204172738569,-0.00879972168710773,-0.00941939974435317
Katrivier Nature Reserve,351359,351359,1,Katrivier Nature Reserve,Nature Reserve,National,0.771363915306121,Designated,State Verified,665.65,16.5,209.669811320755,Fynbos,1,149.263000488281,0.666666666666667,-0.459304667489472,-0.0358519206778728,-0.0349765504958827,-0.0344088679063637,-0.034000908860145,-0.0367706269757128
King Williams Town Nature Reserve,351361,351361,1,King Williams Town Nature Reserve,Nature Reserve,National,1.08639660728588,Designated,State Verified,717.7,17.1,494.062111801242,Savanna,0,313.850219726563,0,-0.233768329900184,-0.00704860466758728,-0.0067130048346332,-0.00660469325154357,-0.00695680240371932,-0.00754903594783397
Kleinmond Coastal Nature Reserve,351368,351368,1,Kleinmond Coastal Nature Reserve,Nature Reserve,National,0.233099445599923,Designated,State Verified,976.9,16.65,7.52777777777778,Fynbos,0,103.775352478027,0,0.0699805006687155,-0.0565431970177321,-0.0549614082724361,-0.0546178160067293,-0.0532390806422119,-0.0517262294698144
Koopmanskloof Private Nature Reserve,351377,351377,1,Koopmanskloof Private Nature Reserve,Nature Reserve,National,2.9110784527092,Designated,State Verified,1626.78,16.09,248.863741339492,Fynbos,0.230769230769231,128.408187866211,0.230769230769231,0.0489150551893574,-0.0577052689278542,-0.057024903405455,-0.0547132807509217,-0.052019177006147,-0.0516506195223999
Kouga Private Nature Reserve,351380,351380,1,Kouga Private Nature Reserve,Nature Reserve,National,40.6926167436122,Designated,State Verified,653.626315789474,15.690350877193,633.699768671514,Fynbos,1.70707070707071,165.424240112305,0.98989898989899,0.364794085100428,-0.0265602542753513,-0.0254803760896105,-0.0257080396354453,-0.0271973426054603,-0.0282440906489113
Kromme River Mouth Private Nature Reserve,351388,351388,1,Kromme River Mouth Private Nature Reserve,Nature Reserve,National,0.297548667651325,Designated,State Verified,644.3,18.15,8.61363636363636,Albany Thicket,0,119.949295043945,0,-0.123434611902114,-0.0189218078278126,-0.0185481575914642,-0.0186453121321441,-0.019211757848512,-0.0193713067849963
Ladismith Klein Karoo Nature Reserve,351398,351398,1,Ladismith Klein Karoo Nature Reserve,Nature Reserve,National,27.7106761478682,Designated,State Verified,378.438461538462,17.1602564102564,504.71022589264,Albany Thicket,0,133.893569946289,0,0.524698819707349,-0.0446853123204866,-0.0434552204674482,-0.0470746041184738,-0.0515566490085477,-0.0551504257088208
Loerie Nature Reserve,351407,351407,1,Loerie Nature Reserve,Nature Reserve,National,7.82294561622375,Designated,State Verified,525.708333333333,18.0166666666667,75.7069846678024,Fynbos,0.615384615384615,189.222290039063,0.615384615384615,-0.769151790933149,-0.0177614997780368,-0.017290186203752,-0.0174241538018209,-0.0185043243389629,-0.0187674227153922
Maitland Mines Nature Reserve,351421,351421,1,Maitland Mines Nature Reserve,Nature Reserve,National,0.4967080373815,Designated,State Verified,555.7,17.95,79.2535211267606,Savanna,0,189.222290039063,0,-0.8442284699344,-0.0164059099347114,-0.0156446839765541,-0.0162785301961519,-0.016706374798337,-0.017798346951032
Malekgalonyane Nature Reserve,351423,351423,1,Malekgalonyane Nature Reserve,Nature Reserve,National,102.251460872895,Designated,State Verified,821.783486238532,11.4793577981652,1995.92818404479,Grassland,9.42547425474255,490.766174316406,0.975609756097561,0.594758312479384,0.00160631132140846,0.00152431349363586,0.0016477779580512,0.00144843614163288,0.00184682866491027
Manguzi Forest Reserve,351426,351426,1,Manguzi Forest Reserve,Nature Reserve,National,2.36898624786892,Designated,State Verified,912.08,22.55,77.5644171779141,Forests,0.0909090909090909,308.85124206543,0.0909090909090909,-0.162819266563784,0.0091303155135337,0.00859932363187085,0.00810378037332302,0.00825120044613035,0.00903217195561071
Mndunduzeli Nature Reserve,351441,351441,1,Mndunduzeli Nature Reserve,Nature Reserve,National,0.6598034990587,Designated,State Verified,891.2,19.35,542.863157894737,Grassland,2,398.771179199219,1,0.479502350499476,0.00897501970519872,0.00882366828643508,0.00800911107141105,0.00735859283321291,0.00746900054816818
Mome Nature Reserve,351443,351443,1,Mome Nature Reserve,Nature Reserve,National,8.29829430328057,Designated,State Verified,983.863636363636,17.8681818181819,862.434559452524,Forests,0.256410256410256,398.771179199219,0.230769230769231,-0.0751096582071887,0.00896175921603598,0.00884785436119939,0.00795124940384262,0.00734834684501351,0.00746795775752416
Mont Rochelle Nature Reserve,351446,351446,1,Mont Rochelle Nature Reserve,Nature Reserve,National,16.8386860032996,Designated,State Verified,1445.004,13.346,913.907643312102,Fynbos,1.39024390243902,130.378295898438,0.902439024390244,-0.0117217127908758,-0.0598029506035472,-0.0593195912968583,-0.0565112652320573,-0.0553565006809575,-0.0524213080901444
Centenary Nature Reserve,351447,351447,1,Centenary Nature Reserve,Nature Reserve,National,0.157674578841658,Designated,State Verified,470.5,17.75,244.5,Succulent Karoo,0,132.474075317383,0,0.380260951591701,-0.0569698194440552,-0.0600735314683442,-0.0590173698369433,-0.057219579489457,-0.0549928074874325
Montagu Mountain Reserve,351448,351448,1,Montagu Mountain Reserve,Nature Reserve,National,11.7359678683926,Designated,State Verified,456.366666666667,16.5566666666667,438.826285714286,Fynbos,0.396551724137931,132.474075317383,0.396551724137931,0.673280716836781,-0.0572561270324655,-0.0599758632644736,-0.0590658034732986,-0.0572151202539868,-0.0549921891928545
Nahoon Nature Reserve,351457,351457,1,Nahoon Nature Reserve,Nature Reserve,National,0.32995696302895,Designated,State Verified,904.283333333333,19.55,9.78,Albany Thicket,0,313.850219726563,0,-0.0676895090153078,-0.00571569821154668,-0.00555960380925401,-0.00543183507868986,-0.005609522218419,-0.00595580551854099
Noorsekloof Nature Reserve,351497,351497,1,Noorsekloof Nature Reserve,Nature Reserve,National,0.274093526953217,Designated,State Verified,657.642857142857,17.85,70.1,Albany Thicket,0,119.949295043945,0,-0.639106499982961,-0.0184926332545931,-0.018122003885719,-0.0183338049516771,-0.0188702755521302,-0.0192162050996237
Nsikeni Nature Reserve,351498,351498,1,Nsikeni Nature Reserve,Nature Reserve,National,92.6623824015633,Designated,State Verified,1039.50542635659,11.3864341085272,1860.73719493823,Grassland,9.65105386416862,619.859375,0.997658079625293,0.296421930678228,0.00431494804745297,0.00419893477762685,0.00373925466750052,0.00376664372961673,0.00394951344004936
Paardenberg Nature Reserve,351511,351511,1,Paardenberg Nature Reserve,Nature Reserve,National,3.82828797915828,Designated,State Verified,1009.8,15.3833333333334,496.746924428823,Fynbos,1,128.408187866211,1,-0.225144667786809,-0.0589423656061655,-0.0581033543632707,-0.0549879839509135,-0.0524298511909433,-0.0518068725833357
Paarl Mountain Nature Reserve,351513,351513,1,Paarl Mountain Nature Reserve,Nature Reserve,National,20.0799676713475,Designated,State Verified,2013.13846153846,15.3,520.972538513061,Fynbos,2.02127659574468,128.408187866211,0.98936170212766,-0.689059170004327,-0.0594685252628862,-0.0585745022537913,-0.0554510018837952,-0.0535801747863026,-0.0519602204157193
Pauline Bohnen Nature Reserve,351517,351517,1,Pauline Bohnen Nature Reserve,Nature Reserve,National,3.86813355149747,Designated,State Verified,496.82,16.99,65.8867924528302,Albany Thicket,0.210526315789474,89.6092224121094,0.210526315789474,-1.11874996689355,-0.0424859436770982,-0.0418037842092159,-0.0439120904344223,-0.0471504466410496,-0.0523013285628531
Pongola Bush Nature Reserve,351522,351522,1,Pongola Bush Nature Reserve,Nature Reserve,National,8.81800474362807,Designated,State Verified,1029.14615384615,14.6115384615385,1530.98130081301,Forests,0.538461538461538,867.319946289063,0.358974358974359,0.347116362243882,0.012916571603344,0.0125305224683941,0.0127174286007696,0.0134540695150989,0.0150523765470118
Pledge Nature Reserve,351528,351528,1,Pledge Nature Reserve,Nature Reserve,National,0.107023648981733,Designated,State Verified,862.95,17.1,44.2142857142857,Fynbos,0,93.3442916870117,0,-0.296360031367161,-0.0307747459720406,-0.030355148873581,-0.0310120309858494,-0.0312535649705466,-0.0313317446098729
Poccolan Bush Nature Reserve,351531,351531,1,Poccolan Bush Nature Reserve,Nature Reserve,National,10.6589666544307,Designated,State Verified,955.45,14.96875,1503.27018012008,Grassland,3.38775510204082,716.503540039063,1,0.763581111554482,0.009130838966736,0.00884545512637344,0.00829543968994441,0.00863517829460591,0.00952489019552494
Potters Pass Nature Reserve,351533,351533,1,Potters Pass Nature Reserve,Nature Reserve,National,0.779484335811786,Designated,State Verified,952.7,19.5166666666667,63.48,Albany Thicket,0,182.5302734375,0,0.0662685249808549,-0.0059577650461366,-0.00575355159277114,-0.00564128941318699,-0.00597444219590178,-0.00616386293058007
Quenera Nature Reserve,351537,351537,1,Quenera Nature Reserve,Nature Reserve,National,0.807875074251729,Designated,State Verified,868.9,19.65,13.3272727272727,Albany Thicket,0,313.850219726563,0,0.232145706940235,-0.00559918818432157,-0.00546366874069283,-0.00534402771518107,-0.00552888898770545,-0.0058689065161668
Raapenberg Bird Sancutary Nature Reserve,351538,351538,1,Raapenberg Bird Sancutary Nature Reserve,Nature Reserve,National,0.163465341758159,Designated,State Verified,746.433333333333,16.55,5.5,Fynbos,0,128.408187866211,0,0.163608692582273,-0.0552667963593958,-0.0544711978153478,-0.0532339247382975,-0.0505554541917176,-0.049931975867576
Ramskop Nature Reserve,351539,351539,1,Ramskop Nature Reserve,Nature Reserve,National,0.643456517515494,Designated,State Verified,348.8,18.65,162.747368421053,Succulent Karoo,0,121.811141967773,0,0.827054861186801,-0.044639934305193,-0.045068638767048,-0.0479949610292624,-0.0490662721859847,-0.0496359025318782
Rondebult Nature Reserve,351548,351548,1,Rondebult Nature Reserve,Nature Reserve,National,0.995431633098913,Designated,State Verified,669.1,16.05,1559.79562043796,Grassland,2.5,1515.59973144531,1,0.457613974217392,0.0189438407406726,0.0191801782454626,0.0199037085863519,0.0219561333227293,0.0217186839300469
Rondevlei Bird Sanctuary,351549,351549,1,Rondevlei Bird Sanctuary,Nature Reserve,National,0.995273971505201,Designated,State Verified,725.25,16.45,6.86666666666667,Fynbos,0,96.3663330078125,0,0.336449919043864,-0.0550428302533936,-0.054093217105197,-0.0531446218155205,-0.050589290122623,-0.0500823647391283
Sepree Rivier Private Nature Reserve,351572,351572,1,Sepree Rivier Private Nature Reserve,Nature Reserve,National,17.7219073102752,Designated,State Verified,617.830434782609,15.1804347826087,764.10782080486,Fynbos,1.68965517241379,165.424240112305,0.954022988505747,0.328499438122235,-0.0271725753887111,-0.0261974549633081,-0.0267075177461734,-0.0278613260771164,-0.0287784647033227
Sibudeni Nature Reserve,351576,351576,1,Sibudeni Nature Reserve,Nature Reserve,National,1.04065614269392,Designated,State Verified,1056.85,17.5,925.586206896552,Forests,0.25,398.771179199219,0.25,-0.0654602611605018,0.00887085762938694,0.00868603399182675,0.0078505871321275,0.00732025375380621,0.00740915174346118
Skulpiesbaai Local Nature Reserve,351582,351582,1,Skulpiesbaai Local Nature Reserve,Nature Reserve,National,0.790990047553955,Designated,State Verified,508.1,17.15,20.525,Albany Thicket,0,89.6092224121094,0,-0.275224235551679,-0.042409588305519,-0.0417499600628249,-0.0437622732330757,-0.0470555674350363,-0.0522258322630223
Soada Forest Nature Reserve,351583,351583,1,Soada Forest Nature Reserve,Nature Reserve,National,4.96199322780624,Designated,State Verified,793.042857142857,17.4357142857143,849.566807313643,Savanna,0,624.001708984375,0,0.0484178123144023,0.00563494893584631,0.00531467182802664,0.00489523780651231,0.00470850916317894,0.00503818798702349
Zwartkops Valley Nature Reserve,351605,351605,1,Zwartkops Valley Nature Reserve,Nature Reserve,National,9.58521408977364,Designated,State Verified,465.35,18.4583333333334,39.625,Albany Thicket,0,189.222290039063,0,-0.0142476095872594,-0.0151078124776326,-0.0146316775960981,-0.0145402985730293,-0.0153969589220161,-0.0169045409076603
Sylvic Nature Reserve,351607,351607,1,Sylvic Nature Reserve,Nature Reserve,National,0.911377650378804,Designated,State Verified,553.95,18.3,31.6666666666667,Albany Thicket,0.666666666666667,127.998741149902,0.666666666666667,-1.88874914817999,-0.0155423263589895,-0.0149922577929884,-0.0152131986715183,-0.0156761563241869,-0.0172476411832416
Tafelkop Nature Reserve,351609,351609,1,Tafelkop Nature Reserve,Nature Reserve,National,12.0731543513574,Designated,State Verified,1022.44,11.87,2019.23181549379,Grassland,5.0188679245283,867.319946289063,0.905660377358491,0.682975778192445,0.0131988827722005,0.0125510889123379,0.0130257612216452,0.0144842618252358,0.0156898297947173
Tenax Private Nature Reserve,351612,351612,1,Tenax Private Nature Reserve,Nature Reserve,National,0.550996161403902,Designated,State Verified,846.7,15.95,398.69512195122,Fynbos,2,179.966125488281,1,-0.999583272958439,-0.0225755278947441,-0.0218615649786705,-0.021509340446822,-0.0214884622027279,-0.0250388282934331
Tugela Drift Nature Reserve,351625,351625,1,Tugela Drift Nature Reserve,Nature Reserve,National,0.407863087976076,Designated,State Verified,767.4,17.45,1022.14814814815,Grassland,2.5,716.503540039063,1,0.572394238709565,0.00914463298564678,0.00886552332444021,0.00836183349866997,0.00807840747420295,0.00876222477418609
Tygerberg Nature Reserve,351626,351626,1,Tygerberg Nature Reserve,Nature Reserve,National,3.09601924709532,Designated,State Verified,855.7,15.8,261.580993520518,Fynbos,0,128.408187866211,0,0.407424696200191,-0.0564484857914195,-0.0562636822933468,-0.0541940008699858,-0.0511250454048728,-0.0512560130742889
Ubombo Mountain Nature Reserve,351628,351628,1,Ubombo Mountain Nature Reserve,Nature Reserve,National,17.7515958591434,Designated,State Verified,662.360869565217,21.2804347826087,292.944935691318,Savanna,0.207317073170732,306.982879638672,0.170731707317073,0.627344671820591,0.00997653950595356,0.00948367239748735,0.00885462306729258,0.00897877047164302,0.00958562539176829
Umhlanga Lagoon Nature Reserve,351634,351634,1,Umhlanga Lagoon Nature Reserve,Nature Reserve,National,0.327078406506439,Designated,State Verified,957.025,21.1500000000001,16.0425531914894,Forests,0,327.43310546875,0,0.221847265505632,0.00655216378044256,0.00627686256946471,0.00557168885841123,0.00556040589833438,0.00552149973398195
Van Kervel Nature Reserve,351653,351653,1,Van Kervel Nature Reserve,Nature Reserve,National,0.090405117586888,Designated,State Verified,657.55,16.3,256.8125,Fynbos,0,149.263000488281,0,-0.168244545693416,-0.0361251817827919,-0.0352237497842944,-0.0345558701262653,-0.0344942047756567,-0.0373836812487976
Van Riebeeck Nature Reserve,351654,351654,1,Van Riebeeck Nature Reserve,Nature Reserve,National,38.8497094463311,Designated,State Verified,717.645098039216,16.7813725490196,1511.73878085266,Grassland,2.07262569832402,1391.71862792969,0.843575418994413,0.439004661760545,0.0214604059627828,0.0216433419427597,0.0227562251986151,0.0234669817941195,0.0230736694671189
Van Stadens River Wild Flower Reserve,351655,351655,1,Van Stadens River Wild Flower Reserve,Nature Reserve,National,2.99726667774823,Designated,State Verified,596.15,17.375,213.869662921348,Fynbos,2,189.222290039063,1,-0.811830926574752,-0.0168667474396034,-0.0160947128924438,-0.0166434163593343,-0.0172468058845858,-0.0181200036000664
Villiersdorp Nature Reserve,351660,351660,1,Villiersdorp Nature Reserve,Nature Reserve,National,5.26998862879423,Designated,State Verified,971.0375,13.6875,860.170076726343,Fynbos,1.76,130.378295898438,0.76,-0.285335267374328,-0.0596880747909832,-0.0589972138601102,-0.0566350380022323,-0.0552243853551556,-0.0525841525306411
Vungwinl Nature Reserve,351664,351664,1,Vungwinl Nature Reserve,Nature Reserve,National,4.0962105635835,Designated,State Verified,1235.08,17.05,993.020725388601,Forests,0.842105263157895,398.771179199219,0.368421052631579,-0.0572754483105797,0.0089527127551901,0.00876050814902644,0.00792005419458381,0.00739410647030896,0.00753492975856906
Witdraai Private Nature Reserve,351681,351681,1,Witdraai Private Nature Reserve,Nature Reserve,National,10.4105542410977,Designated,State Verified,784.793333333333,15.4633333333334,386.161849710983,Fynbos,0.18,103.775352478027,0.18,-0.0289673321179988,-0.0589968773345534,-0.0581564426807162,-0.0562434473804537,-0.0551417728319503,-0.052602979845389
Wolfgat Nature Reserve,351684,351684,1,Wolfgat Nature Reserve,Nature Reserve,National,2.6024524623443,Designated,State Verified,843.08,16.55,30.5681233933162,Fynbos,0.0714285714285714,96.3663330078125,0.0714285714285714,-0.2953612653551,-0.0562557806025488,-0.0552972216656863,-0.0540434232828381,-0.0512256836936098,-0.0516473094570695
The Yellowwoods Nature Reserve,351687,351687,1,The Yellowwoods Nature Reserve,Nature Reserve,National,0.245499238342766,Designated,State Verified,466.433333333333,18.0833333333334,28.8787878787879,Albany Thicket,0,179.966125488281,0,-0.889675675214435,-0.0185858861913651,-0.0182989773585309,-0.0185013069929665,-0.0189878389205975,-0.0194286517008722
Yzerfontein Local Nature Reserve,351688,351688,1,Yzerfontein Local Nature Reserve,Nature Reserve,National,0.939300123189096,Designated,State Verified,401.6,16.55,28.3584905660377,Fynbos,0,128.408187866211,0,-0.132046545294321,-0.0517821966248171,-0.0526350596715296,-0.0519216840727343,-0.0495939243500283,-0.0476059183762536
Greater Zandvlei Estuary Nature Reserve,351689,351689,1,Greater Zandvlei Estuary Nature Reserve,Nature Reserve,National,0.231326355649412,Designated,State Verified,876.45,16.45,2.75757575757576,Fynbos,0,96.3663330078125,0,-0.399749432916963,-0.0547172315346437,-0.0539252680400128,-0.0528035865345179,-0.0506219258865708,-0.0499143934847748
Groenkloof National Park,555563462,555563462,1,Groenkloof National Park,National Park,National,0.068167690631943,Designated,State Verified,717,17.65,1429.11111111111,Savanna,0,1391.71862792969,0,0.288540408083512,0.0220050705962189,0.0224358924548452,0.0237188699405907,0.0233900875088537,0.022946508549121
Mokala National Park,555563463,555563463,1,Mokala National Park,National Park,National,259.834777669471,Designated,State Verified,409.801754385965,18.2652046783626,1180.28786193048,Savanna,0.120805369127517,328.569213867188,0.11744966442953,0.292614527942637,-0.00506320053214647,-0.00479800158802542,-0.00470620049335531,-0.00436067463747832,-0.00399541212530209
Arabos Private Nature Reserve,555563465,555563465,1,Arabos Private Nature Reserve,Nature Reserve,National,5.86465805606802,Designated,State Verified,628.457142857143,17.5357142857143,1403.72049689441,Savanna,0,1149.50793457031,0,0.315147046085621,0.0192845355406003,0.0198564062192373,0.01989784726027,0.0201630061508551,0.0191749253521719
Animalia Private Nature Reserve,555563508,555563508,1,Animalia Private Nature Reserve,Nature Reserve,National,12.8649609310724,Designated,State Verified,510.938888888889,20.6388888888889,1024.75655644242,Savanna,0.327586206896552,663.142456054688,0.327586206896552,0.29508637044499,0.0222330214396081,0.0224669818179722,0.0215548359857281,0.0205180272067415,0.0195987172216064
Amsterdam Private Nature Reserve,555563531,555563531,1,Amsterdam Private Nature Reserve,Nature Reserve,National,19.9100648456281,Designated,State Verified,656.940740740741,21.7611111111112,523.685840707965,Savanna,0,566.170364379883,0,1.07679573555575,0.0190127182280409,0.0184436602968845,0.0187992652163231,0.0187587035489986,0.0185463233633436
91 Ammunisie Depo Private Nature Reserve,555563545,555563545,1,91 Ammunisie Depo Private Nature Reserve,Nature Reserve,National,38.7505758751154,Designated,State Verified,620.07,20.038,1079.28185255199,Savanna,0.497076023391813,698.615966796875,0.292397660818713,0.766502864521644,0.0252759796444103,0.026165792124349,0.0274603371265416,0.0274705216753551,0.025153294813929
Aandgloor Private Nature Reserve,555563546,555563546,1,Aandgloor Private Nature Reserve,Nature Reserve,National,15.2846368624705,Designated,State Verified,637.05,19.985,1105.29631402585,Savanna,0.671875,1391.71862792969,0.640625,0.463668014306831,0.0243856950816122,0.0248506322796112,0.0257511963311626,0.0259779110700981,0.0249085583335214
Adel Private Nature Reserve,555563547,555563547,1,Adel Private Nature Reserve,Nature Reserve,National,6.40180863665477,Designated,State Verified,340.588888888889,21.7944444444445,838.82462253194,Savanna,0,230.720886230469,0,0.672007751085943,0.0201381259802949,0.0200345606729644,0.0201498241938086,0.0220426624647132,0.0222358882511448
Adwen Private Nature Reserve,555563548,555563548,1,Adwen Private Nature Reserve,Nature Reserve,National,17.2156120805029,Designated,State Verified,551.118181818182,23.4454545454546,418.659140251845,Savanna,0,213.527069091797,0,0.593726568260331,0.0153412584479087,0.0152301854639528,0.0148751224743727,0.0149881128953101,0.0155274068879469
Agen Landgoed Private Nature Reserve,555563549,555563549,1,Agen Landgoed Private Nature Reserve,Nature Reserve,National,74.9106416631764,Designated,State Verified,457.001020408163,21.6193877551021,946.958517210944,Savanna,0.576119402985075,663.142456054688,0.576119402985075,0.593284232743296,0.0225289090275129,0.0222411155879486,0.0215689872219759,0.0210300250092361,0.0199172610013693
Agter Sneeuberg Private Nature,555563550,555563550,1,Agter Sneeuberg Private Nature,Nature Reserve,National,160.525624916601,Designated,State Verified,463.602252252252,14.3328828828829,1465.69521088319,Nama-Karoo,0.119736842105263,244.833255767822,0.0802631578947369,0.553261562878655,-0.0127548809435525,-0.0120678987791267,-0.0126297049407788,-0.0144510447437022,-0.0156228929394255
Ahlers Private Nature Reserve,555563551,555563551,1,Ahlers Private Nature Reserve,Nature Reserve,National,3.44385551032402,Designated,State Verified,787.05,14.075,1764.20425531915,Grassland,0.3125,1093.46997070313,0.3125,0.716579385795723,0.0167817134588945,0.0168626368154385,0.0172083821012012,0.0187445926348603,0.0196438266309411
Albert Falls Public Resort Nature Reserve,555563552,555563552,1,Albert Falls Public Resort Nature Reserve,Nature Reserve,National,29.2566212215089,Designated,State Verified,723.215789473684,18.5263157894737,660.592326139089,Grassland,0.181159420289855,624.001708984375,0.130434782608696,0.188288010836663,0.00726886544651554,0.0069324457154399,0.00631453685698612,0.00618661631416304,0.00614653182093897
Albertina Private Nature Reserve,555563553,555563553,1,Albertina Private Nature Reserve,Nature Reserve,National,19.4307857456702,Designated,State Verified,432.568,21.882,927.436101630641,Savanna,0,505.18327331543,0,0.411287151266265,0.021442859585559,0.0210600037977551,0.0206457460499943,0.0204896585625515,0.0194999967061149
Alem Private Nature Reserve,555563554,555563554,1,Alem Private Nature Reserve,Nature Reserve,National,27.3226673823759,Designated,State Verified,464.568571428571,19.8157142857143,1138.08663967611,Savanna,0.275,357.291137695313,0.258333333333333,0.9341449625915,0.0240807991199425,0.0253292961622784,0.0252347488866293,0.0246483711361755,0.0234163880627953
Alexander Estate Private Nature Reserve,555563555,555563555,1,Alexander Estate Private Nature Reserve,Nature Reserve,National,29.8177762395737,Designated,State Verified,377.928205128205,21.9294871794872,875.745729140877,Savanna,0,347.224090576172,0,0.596371647230325,0.0228530706358644,0.0235923269492278,0.0235774002097509,0.0226127514629004,0.0218511456303418
Alexander Mathew Private Nature Reserve,555563556,555563556,1,Alexander Mathew Private Nature Reserve,Nature Reserve,National,2.49838034074588,Designated,State Verified,831.28,21.19,549.077586206897,Savanna,0,310.056060791016,0,0.392230237959362,0.0188288926088184,0.0181093169668064,0.0181816359049415,0.0182561420301802,0.0185315553478218
Aloeridge Nature Reserve,555563560,555563560,1,Aloeridge Nature Reserve,Nature Reserve,National,0.042317991957497,Designated,State Verified,511.9,16.95,198.2,Fynbos,0,89.6092224121094,0,-0.81628530690761,-0.044463067222436,-0.0440971142465604,-0.0455904331218793,-0.0509828601815604,-0.053539649418788
Amsterdam Private Nature Reserve,555563561,555563561,1,Amsterdam Private Nature Reserve,Nature Reserve,National,15.789901127047,Designated,State Verified,445.19,19.975,956.599530516432,Savanna,0.0294117647058824,368.155334472656,0.0294117647058824,0.511497675465215,0.0214528426885267,0.0216617406334311,0.0219539601922194,0.0229412974456348,0.0229847854383485
Andeon Private Nature Reserve,555563562,555563562,1,Andeon Private Nature Reserve,Nature Reserve,National,8.64395687588459,Designated,State Verified,616.190909090909,21.1863636363637,580.376490630324,Savanna,0.58974358974359,325.153472900391,0.512820512820513,1.05584419623476,0.0202278560327971,0.0204528269181391,0.0206251475273216,0.0202901626075972,0.019777202297834
Andries Vosloo Kudu Nature Reserve,555563563,555563563,1,Andries Vosloo Kudu Nature Reserve,Nature Reserve,National,213.473073137976,Designated,State Verified,510.916216216217,18.5756756756757,305.289689708726,Albany Thicket,0,251.411239624023,0,-0.155625541695054,-0.00922532612924227,-0.00896056822751024,-0.0088528137523412,-0.00932637223604658,-0.0098430574435037
Andriesbergen Private Nature Reserve,555563564,555563564,1,Andriesbergen Private Nature Reserve,Nature Reserve,National,42.3240542007741,Designated,State Verified,693.791379310345,11.6517241379311,1836.62404549147,Grassland,1.38888888888889,440.927612304688,0.797979797979798,0.397899625579229,-0.0059152870875906,-0.00571939915323275,-0.00592613044122278,-0.00612235426642603,-0.0063119910175468
Annasdal Private Nature Reserve,555563565,555563565,1,Annasdal Private Nature Reserve,Nature Reserve,National,38.5364480609819,Designated,State Verified,737.828,18.574,1182.66169811321,Savanna,7.05780346820809,1240.28076171875,1,0.52744834149252,0.0225772662647279,0.022636852754731,0.023508603117817,0.0252262886736305,0.0250577258072951
Annexatie Private Nature Reserve,555563566,555563566,1,Annexatie Private Nature Reserve,Nature Reserve,National,20.4783707367965,Designated,State Verified,378.0875,22.0708333333334,808.736498731424,Savanna,0,230.720886230469,0,0.490899781912872,0.0182408544764909,0.0179028237096964,0.0179904241597569,0.0187067090264461,0.0207243147670684
Apiesboomen Private Nature Reserve,555563567,555563567,1,Apiesboomen Private Nature Reserve,Nature Reserve,National,33.7534113486256,Designated,State Verified,484.580434782609,20.6956521739131,863.576914732046,Savanna,0,822.28466796875,0,0.118405288816161,0.0224277202464294,0.0222900818013842,0.0219283732287491,0.0225110776244733,0.0228019399566408
