NAME,WDPAID,WDPA_PID,PA_DEF,ORIG_NAME,DESIG_ENG,DESIG_TYPE,GIS_AREA,STATUS,VERIF,MAP,MAT,elevation_mean,Biome,fire_events_since_2001,n_deposition,prop_burned_area,woody_trend_venter2019,canopy_height_sd100,canopy_height_mean,tree_cover_sd100,tree_cover_mean,tree_cover_mean_scaled,sp1,spatial_predictor2,spatial_predictor3,spatial_predictor4,spatial_predictor5,spatial_predictor1
Ermelo Private Nature Reserve,555563697,555563697,1,Ermelo Private Nature Reserve,Nature Reserve,National,0.215849968136686,Designated,State Verified,602.2,15.45,1599.6,Grassland,1,1240.28076171875,0,0.840338645230359,0.471117174873749,0.142270926541338,1.9003055592378,0.765649725993474,-0.90977485934377,0.0211762991751812,0.0209850952805323,0.0217329832354489,0.0217655989642381,0.022531688986683,0.0211762991751812
Faerie Glen Nature Reserve,555563699,555563699,1,Faerie Glen Nature Reserve,Nature Reserve,National,1.25414619491814,Designated,State Verified,738.6,17.7500000000001,1396.22674418605,Savanna,0,1391.71862792969,0,0.855427813200702,11.9487992397128,12.1783048188634,28.7401558510798,39.3765496885498,0.646328596282537,0.0214379359054071,0.021812095288631,0.0227879262638243,0.0230919963807025,0.0227803383020183,0.0214379359054071
False Bay Park,555563700,555563700,1,False Bay Park,Nature Reserve,National,11.9215034332512,Designated,State Verified,967.92,22.3166666666667,34.6903341288783,Forests,0.0535714285714286,286.239242553711,0,0.37819032379604,19.8784309433738,81.8278471007285,5.56073730740864,89.6990016833246,2.67443313465377,0.00937952236552984,0.00900989207870435,0.00812361907757486,0.00795301592377911,0.00863265271904774,0.00937952236552984
Fanies Trots Private Nature Reserve,555563702,555563702,1,Fanies Trots Private Nature Reserve,Nature Reserve,National,15.296916948308,Designated,State Verified,584.521052631579,20.05,1064.67271858576,Savanna,0,1391.71862792969,0,0.480072394689213,3.87446265095382,3.24573199460723,13.6614980029923,13.7361147177603,-0.387036839397547,0.0244525648822325,0.0249522997018722,0.0243550093236157,0.0240646909734669,0.0238172091096976,0.0244525648822325
Ficksburg Nature Reserve,555563703,555563703,1,Ficksburg Nature Reserve,Nature Reserve,National,1.35219535534355,Designated,State Verified,778.8,13.75,1621.52083333333,Grassland,0.8,556.246032714844,0,0.563459074539889,5.55513795084182,4.36727266447577,17.9936831223828,16.5070540265574,-0.275361943502049,0.00615739567718475,0.0060036522206013,0.00580232771727853,0.00588789964434651,0.00615250991750817,0.00615739567718475
Fontainebleau Private Nature Reserve,555563705,555563705,1,Fontainebleau Private Nature Reserve,Nature Reserve,National,29.1974299763417,Designated,State Verified,351.472222222222,22.6583333333334,635.808526933878,Savanna,0,230.720886230469,0,0.583839265753602,4.01881700609749,3.09759897879214,16.0643592845894,17.4110578631556,-0.238928617798839,0.0176560406678499,0.0170323884629572,0.0168589461466168,0.0177723288639407,0.0181732166633659,0.0176560406678499
Formosa 203 JT,555563706,555563706,1,Formosa 203 JT,Nature Reserve,National,4.23657444735412,Designated,State Verified,1172.82,11.53,2051.15025906736,Grassland,3.19047619047619,1051.08349609375,1,0.569604046712529,2.73105491112151,2.3260060169253,4.4635575765611,4.30353834868834,-0.767190233843318,0.0208953527984879,0.0206317371009677,0.0197974364399407,0.0200886358838754,0.0208701626902302,0.0208953527984879
Frank Struben Bird Sanctuary,555563707,555563707,1,Frank Struben Bird Sanctuary,Nature Reserve,National,0.013891710765395,Designated,State Verified,725.8,17.7,1380.5,Savanna,0,1391.71862792969,0,-0.336423364300081,20.6304535865784,14.6734843254089,32.0923719406128,33.7716255187988,0.420437931275217,0.0214750010811855,0.0219010113840288,0.0228969120382206,0.0229839865773838,0.0226878660293451,0.0214750010811855
Franklin Private Nature Reserve,555563708,555563708,1,Franklin Private Nature Reserve,Nature Reserve,National,1.91867183531152,Designated,State Verified,632.5,16.2833333333334,1464.47619047619,Grassland,0,503.876281738281,0,0.318042945197464,12.6221636922638,13.6208850417199,24.3296570141323,35.0487806397112,0.471910067354664,0.000991633336501105,0.00102352711816672,0.000807656050696942,0.000939563214538032,0.00148475024648281,0.000991633336501105
Josua Moolman Private Nature Reserve,555563710,555563710,1,Josua Moolman Private Nature Reserve,Nature Reserve,National,20.2626207238833,Designated,State Verified,901.267857142858,16.0821428571429,1322.27094474153,Grassland,2.64444444444444,1093.46997070313,0.4,0.876561168463665,2.70168775594731,2.2408473565834,5.98180538166921,5.19368562048676,-0.731315357914367,0.0158191586450648,0.0157459757579234,0.0155063709371216,0.0167961650449669,0.0178087959049813,0.0158191586450648
G. L. Vosloo Private Nature Reserve,555563711,555563711,1,G. L. Vosloo Private Nature Reserve,Nature Reserve,National,8.63411566701796,Designated,State Verified,747.354545454546,16.7136363636364,1375.98388464801,Grassland,0.578947368421053,822.28466796875,0,0.612889952623837,4.80550243562716,3.71154114937924,15.4649928892141,15.122751930053,-0.331152336320923,0.0216791099869582,0.0213443851276503,0.0206751365641526,0.0212525257560941,0.0216598913576989,0.0216791099869582
G.O.W. Klause Private Nature Reserve,555563712,555563712,1,G.O.W. Klause Private Nature Reserve,Nature Reserve,National,14.0501137864963,Designated,State Verified,671.035294117647,20.0441176470589,1063.78537859008,Savanna,1.22222222222222,1149.50793457031,0.158730158730159,0.365480639394578,10.9279586673669,18.5024626327635,21.329298887324,51.9351258219432,1.1524665971546,0.0226005477162465,0.0226663646934161,0.0221990952173525,0.020785258722762,0.0202718619653164,0.0226005477162465
Galgeheuwel Local Nature Reserve,555563713,555563713,1,Galgeheuwel Local Nature Reserve,Nature Reserve,National,1.04573279169553,Designated,State Verified,987.3,18.05,164.97385620915,Fynbos,0,130.378295898438,0,0.761413996612876,6.11063864034414,4.332244064942,13.6886076904237,12.3622962364405,-0.442404719666025,-0.0575110636567246,-0.0571431347909123,-0.05397475419907,-0.0527241454203469,-0.0506254221750159,-0.0575110636567246
Gamkaskloof Provincial Nature Reserve,555563714,555563714,1,Gamkaskloof Provincial Nature Reserve,Nature Reserve,National,43.9161897186111,Designated,State Verified,319.017647058824,15.9470588235294,776.209345219797,Albany Thicket,0.365384615384615,133.893569946289,0.192307692307692,0.430669330175878,4.53143201074509,6.14791761101339,16.4887593686155,29.3095715809087,0.240607428524044,-0.0405606917057219,-0.0398193345504061,-0.0400095262288144,-0.0452891906051574,-0.0486489724182734,-0.0405606917057219
Ganspan Waterfowl Nature Reserve,555563715,555563715,1,Ganspan Waterfowl Nature Reserve,Nature Reserve,National,1.72748749558897,Designated,State Verified,439.35,18.55,1114.63524590164,Savanna,0,400.666809082031,0,-0.137620073591208,0.892967360370358,0.559943795390628,6.26875836950143,4.33316645129792,-0.765996156707092,0.000220337541331497,0.000251014789709694,-0.000123988395417711,7.19264743111602e-05,0.000340474781842051,0.000220337541331497
Geelhoutkop Private Nature Reserve,555563717,555563717,1,Geelhoutkop Private Nature Reserve,Nature Reserve,National,4.74707172432262,Designated,State Verified,716.957142857143,16.3071428571429,1625.27160493827,Grassland,0.55,698.615966796875,0,0.879238549302741,8.56463418709059,8.74684361724515,17.7273506008584,21.8930584644435,-0.0582942210210662,0.0249912751742078,0.0256178906639952,0.0253292365098018,0.0251346759252558,0.023922861117048,0.0249912751742078
Gelijkwater Mistbelt Nature Reserve,555563718,555563718,1,Gelijkwater Mistbelt Nature Reserve,Nature Reserve,National,8.32927127006191,Designated,State Verified,1088.66363636364,15.2318181818182,1336.54390451833,Grassland,5.94736842105263,398.771179199219,1,-0.289306603148079,1.39962901972082,0.803157939354637,2.90216694974231,1.7524269323211,-0.87000558636156,0.0102841192792332,0.0100270656879696,0.00935848253525918,0.00908146347109047,0.00942941180985904,0.0102841192792332
Giant's Castle Game Reserve,555563720,555563720,1,Giant's Castle Game Reserve,Nature Reserve,National,371.626217937285,Designated,State Verified,1298.32732793522,11.3477732793522,2050.3327565553,Grassland,6.21151586368978,723.132507324219,0.975323149236193,0.450708899635428,1.26849373904272,1.07945233310024,2.95571381373117,2.283451793757,-0.848604126600062,0.00767185718090739,0.00744741170178329,0.00697092769835677,0.00671096309873649,0.00714807805067379,0.00767185718090739
Gideon Troskie Private Nature Reserve,555563721,555563721,1,Gideon Troskie Private Nature Reserve,Nature Reserve,National,31.8360018597165,Designated,State Verified,425.065,21.9425,885.644532156954,Savanna,0,347.224090576172,0,0.721802605834717,4.4099251308598,4.00298532049157,16.2918156516795,20.3294642901113,-0.121310475504517,0.020603410237328,0.0207994724599234,0.0211361044853364,0.0210964394318999,0.0199354249182891,0.020603410237328
Giraffe Private Nature Reserve,555563722,555563722,1,Giraffe Private Nature Reserve,Nature Reserve,National,19.3321245018109,Designated,State Verified,620.816,21.982,463.710486322189,Savanna,1.4,310.056060791016,0.788235294117647,0.653224583483864,3.13185256699146,1.69316464089559,10.392287098834,6.69490581379496,-0.670812910866298,0.0190218577508824,0.0186566270528093,0.0187607374149788,0.0188128834926835,0.018685576463869,0.0190218577508824
Glen Ora Private Nature Reserve,555563724,555563724,1,Glen Ora Private Nature Reserve,Nature Reserve,National,21.9712070556489,Designated,State Verified,515.653571428571,20.1464285714286,934.892071952032,Savanna,0.123711340206186,822.28466796875,0.103092783505155,0.762542477902897,6.6049331076511,6.92312620232842,24.7861895442308,35.1016791658397,0.474041993297492,0.0223939154045419,0.0221349530268429,0.021527045593334,0.0219973520787424,0.0223753008987607,0.0223939154045419
Glenesk Private Nature Reserve,555563725,555563725,1,Glenesk Private Nature Reserve,Nature Reserve,National,15.1424121547776,Designated,State Verified,564.988888888889,17.7555555555556,1395.93158660844,Savanna,3.94285714285714,857.952331542969,0.542857142857143,0.616712413709454,8.2353849837338,10.0371863889322,23.2545865416612,41.8590618322866,0.746379248540043,0.0240790077031745,0.0246555103076728,0.0269021576389517,0.0264146213511316,0.0239765069876849,0.0240790077031745
Goetsch Bros Private Nature Reserve,555563726,555563726,1,Goetsch Bros Private Nature Reserve,Nature Reserve,National,9.09772880804948,Designated,State Verified,534.63,20.13,1079.20483870968,Savanna,0.5,698.615966796875,0,0.613068410777082,3.53225519071725,3.44194156058476,15.1770806239339,18.171245269042,-0.208291407830395,0.0245846940403649,0.0254320299209361,0.0269232034583965,0.0265526488689394,0.0241649298664336,0.0245846940403649
Gogga Private Nature Reserve,555563727,555563727,1,Gogga Private Nature Reserve,Nature Reserve,National,8.50134841981407,Designated,State Verified,357.19,22.46,663.107989464443,Savanna,0,230.720886230469,0,0.533863186052798,3.03273553134427,1.99935728610151,12.3089003563486,11.5119154515079,-0.476676919467509,0.0176064780179848,0.0170110094451299,0.0168149281957741,0.0178124926854009,0.0181499371361815,0.0176064780179848
Groenkloof Nature Reserve,555563729,555563729,1,Groenkloof Nature Reserve,Nature Reserve,National,5.15882582237965,Designated,State Verified,732.72,17.19,1447.42857142857,Savanna,0.181818181818182,1391.71862792969,0,-0.0161021461497905,6.97132369344069,6.50597939491028,14.2206469318987,16.5977869087402,-0.271705210516273,0.0212431502629523,0.021623059033699,0.0227281598432278,0.022706912180528,0.0222498033861144,0.0212431502629523
Grootpan Nature Reserve,555563730,555563730,1,Grootpan Nature Reserve,Nature Reserve,National,13.279203315342,Designated,State Verified,442.088235294118,21.7676470588236,938.317046085508,Savanna,0,663.142456054688,0,0.555820571755275,3.9946886644868,2.81136976398998,12.0984797121659,11.6941605512145,-0.469332044582453,0.0207464139056998,0.0204426646218562,0.0202042792394832,0.0200041088417599,0.0191244078012231,0.0207464139056998
Grootrietvley Private Nature Reserve,555563731,555563731,1,Grootrietvley Private Nature Reserve,Nature Reserve,National,6.82634374419337,Designated,State Verified,812.82,14.6,1792.55139186296,Grassland,1.2258064516129,1240.28076171875,0.225806451612903,0.686885903607892,1.48952103939013,1.11514523226206,2.18029336293842,1.61451358470552,-0.875563794976477,0.021962754615955,0.022348961287895,0.0223017346725613,0.0233215423218617,0.0235191395090981,0.021962754615955
Grootvlei Nature Reserve,555563732,555563732,1,Grootvlei Nature Reserve,Nature Reserve,National,7.64322817904202,Designated,State Verified,1047.41818181818,17.95,160.81183745583,Fynbos,4.18421052631579,130.378295898438,0.973684210526316,0.554806522576374,2.95664606731478,2.4727955416225,4.93057244312018,4.57679154905223,-0.756177534067878,-0.0578274157468523,-0.0572790093105849,-0.0542064225337007,-0.0527693047484108,-0.0507660820481727,-0.0578274157468523
Gryshemp Private Nature Reserve,555563733,555563733,1,Gryshemp Private Nature Reserve,Nature Reserve,National,5.26449772784846,Designated,State Verified,403.557142857143,21.9928571428572,885.359943977591,Savanna,0,647.976715087891,0,0.446167673280804,4.95623871518218,5.0934509413657,16.4793334037325,21.0666544118094,-0.0916001062320973,0.0205019992813883,0.0202378831700532,0.0200403873263309,0.0196198247676541,0.0189393054732917,0.0205019992813883
Gys Vlok Nature Reserve,555563734,555563734,1,Gys Vlok Nature Reserve,Nature Reserve,National,11.0912087350493,Designated,State Verified,398.007142857143,21.3785714285715,948.330671989355,Savanna,0,347.224090576172,0,0.693104338197625,9.60738398239178,16.5409595007497,20.5648035514761,56.0667591216458,1.31898042773827,0.022389700572995,0.023124406085244,0.0231148814672787,0.0222682227529141,0.0217526991096993,0.022389700572995
H. L. Crause Private Nature Reserve,555563735,555563735,1,H. L. Crause Private Nature Reserve,Nature Reserve,National,16.2904758064205,Designated,State Verified,514.255,18.09,1361.41726943942,Savanna,1.55714285714286,857.952331542969,0.185714285714286,0.633789769426514,7.67002741196321,7.8163807070673,25.2704913459792,38.1351917099341,0.59629916308967,0.0239689072237691,0.0245237555052525,0.0266114211087253,0.0262245342646635,0.0239157278926193,0.0239689072237691
Haakdoorn Private Nature Reserve,555563736,555563736,1,Haakdoorn Private Nature Reserve,Nature Reserve,National,12.1990425106881,Designated,State Verified,540.409090909091,21.35,928.975404919016,Savanna,2.69565217391304,663.142456054688,0.521739130434783,0.574671160814237,8.14975780261332,13.7545211303136,11.7160253340023,31.6725797206005,0.335841808852227,0.0227545287925886,0.0226638169769102,0.0220814786149709,0.0209616080812545,0.0202483324873892,0.0227545287925886
Hammans Private Nature Reserve,555563738,555563738,1,Hammans Private Nature Reserve,Nature Reserve,National,12.2162707959985,Designated,State Verified,579.806666666667,20.1366666666667,1051.32854578097,Savanna,2.40384615384615,1391.71862792969,0.346153846153846,0.471176677230717,2.62267153459625,1.91365495641321,11.9346770479396,10.8348016285057,-0.503966082912232,0.0240172338924997,0.0246641326062237,0.0239470639197817,0.0234998985629129,0.0234176951341632,0.0240172338924997
Hanglip Private Nature Reserve,555563739,555563739,1,Hanglip Private Nature Reserve,Nature Reserve,National,7.14835622717121,Designated,State Verified,508.6125,20.9625,932.658461538462,Savanna,0.9375,857.952331542969,0.625,0.562832418294613,4.402921140727,4.26879245830143,19.2789847116397,23.8631426100054,0.0211044656129271,0.0240579626335421,0.024648290068062,0.0267250022068699,0.0266041192529736,0.0242409247054855,0.0240579626335421
