WDPA_PID,NAME,DESIG_ENG,GIS_AREA,spatial_predictor1,spatial_predictor2,spatial_predictor3,spatial_predictor4,spatial_predictor5,unique_id,lon,lat,elevation,chelsa_map,chelsa_mat,n_deposition,fire_frequency,venter_woody_cover_trend,mean_burned_area,mean_prec,mean_mat,mean_woody_cover,mat_coef,mat_p_value,prec_coef,prec_p_value,burned_area_coef,burned_area_p_value,woody_cover_change,woody_cover_ha_p_value,woody_cover_sd_ha_coef,woody_cover_sd_ha_p_value,woody_cover_sd_km_coef,woody_cover_sd_km_p_value,mean_woody_cover_sd_ha,mean_woody_cover_sd_km,mat_change,prec_change
347,Iona National Park,National Park,15174.4405573639,-0.00290937092867805,-0.00259264196371208,-0.00270863432488252,-0.00295051177682352,-0.00319772862234354,347,12.3215504738923,-16.6479125085958,,153.475219726563,22.8742828369141,140.454849243164,0.00456391833722591,0.0990461856126785,0.000102393278427352,202.512630767822,23.5021684265137,0.312321399152279,0.0378214641999037,0.00440196618117203,-5.8869270016623,0.0362083670283363,-1.10075666747713e-05,0.0848062129709116,-0.0520211988021476,0.533267542505507,-0.0361543761354533,0.613363062528424,-0.0759969817261389,0.608021647637064,0.319477278739214,0.755738845467567,0.160927551507272,-2.90694312712355
348,Quiçãma National Park,National Park,9229.34584399135,-0.00259199498829821,-0.00229187618417698,-0.00244050891833821,-0.0027495561033116,-0.00316743849995868,348,13.6283468688174,-9.74889833275913,,596.460632324219,24.8790283203125,272.842437744141,1.89295411109924,0.529283821582794,0.0509459183570774,584.040234375,25.234669418335,59.3012554168701,0.0250341213742995,0.00990338524405673,6.27149729927991,0.138554105668761,0.000796248180719643,0.315623530878939,0.326668126883356,0.636678228357655,-0.0120095040627289,0.888045183825397,-0.139732643235321,0.0733058640144382,11.447266960144,21.3359659194946,0.0992052677976047,1.07381254409488
349,Cameia National Park,National Park,14510.1191857464,-0.00164936816347638,-0.0015872237577329,-0.0018903991359856,-0.00228513780123679,-0.0027004935672148,349,21.6343438168804,-11.9020176655095,,1277.1865234375,22.5023250579834,237.542892456055,12.4075164794922,0.378463178873062,0.365212358534336,1397.35815429688,22.8620935821533,24.167778968811,0.0122400088822859,0.236437107796911,-1.74840048350429,0.599585525249702,-0.00384944054273151,0.00374098962403708,0.815019100558279,0.0233951332395684,0.286154709639726,0.00671653179583811,0.456535296398084,0.0194048173910853,11.1824466705322,23.9162525177002,0.0535384427427972,-0.125121857852116
350,Bicuar National Park,National Park,6751.98640050913,-0.00262815306748032,-0.00237393988944506,-0.00253097865884938,-0.00279264654629829,-0.00311002750538147,350,14.8196706514803,-15.3170018865235,,687.752746582031,21.5861415863037,317.704162597656,5.86500930786133,1.16135990619659,0.13523464401563,824.67414428711,22.4528063964844,48.7064605712891,0.0641842938367411,9.04956183464174e-05,-7.92463033071081,0.0374438740263565,0.000506268402994176,0.810623284156616,1.90864744920214,0.000326896286539368,-0.0954939033795447,0.144172946803527,-0.0490821360889274,0.86672422869606,10.4885766029358,25.1369567871094,0.285863124205226,-0.960940801358731
351,Cangandala National Park,National Park,637.915439787998,-0.00236437369519393,-0.00212282690954635,-0.00229583727556026,-0.00259657920792855,-0.00303816609667296,351,16.7193639625558,-9.83143511469744,,1083.74743652344,22.0662078857422,352.21484375,11.1738729476929,1.30147159099579,0.286562583719691,1083.86500488281,22.5339322662354,86.5036521911621,0.0236862296973449,0.00128056408362763,0.709678755238721,0.879770920325993,0.00136631726422128,0.55899172041378,0.724609816966929,0.596704990044053,-0.285305872433369,0.604607288806895,-0.603772732814583,0.597917217417174,6.90025305747986,16.6909066200256,0.105113610076995,0.0654766739438601
597,Boucle de la Pendjari,National Park,2844.63050267774,-0.00478083551441233,-0.00392716624340017,-0.00423243937071194,-0.00503879218617875,-0.00629790941427211,597,1.52655578211655,11.2304811552983,,896.669067382813,29.1093597412109,613.264038085938,19.0284481048584,-0.257929801940918,0.460619390010834,669.906967773438,29.1037119293213,24.1275737762451,0.0156754820863966,0.0780786627162216,1.79391542249978,0.491568893751848,0.00449850671988532,0.343042167577362,1.15224199236848,0.111952561521745,0.258914252235636,0.39319281531045,1.62297047496295,0.500791894315175,11.6930638074875,24.1948418617249,0.0538607656798716,0.267785753664005
600,Chobe,National Park,10561.8634672847,0.000911226115533403,0.000339537251139388,-0.000460117695860351,-0.00114451909453794,-0.00156860110238166,600,24.5067592631412,-18.5492597980554,,521.230651855469,23.1549472808838,260.7041015625,3.21430993080139,0.706633150577545,0.0709733388697108,634.055084228516,23.387519607544,20.8046201705933,0.0409972129642186,0.0948449303956783,0.971180654151039,0.838045220064263,0.000887820984965557,0.543944573241002,0.436297057145423,0.725168697632682,0.190250502632902,0.565689989806108,0.368506675393611,0.534769135273323,8.22910335063934,16.3414095401764,0.175295258548899,0.153169760531566
601,Nxai Pan,National Park,2602.74097155422,0.00200266622198863,0.00120621837227929,0.000224170773870672,-0.000538139025784132,0.0022733196832645,601,24.8260068591846,-19.9199930015904,,434.983184814453,23.2785148620606,244.251541137695,2.69555902481079,0.411590218544006,0.0624146292687632,543.561752929688,23.2174716949463,7.9319121837616,0.033947327358168,0.119600562495864,1.63068052267684,0.713841880168178,0.00106125587018418,0.737091260870935,0.639567614403518,0.182803129357974,0.211719523934509,0.20995831966041,0.551896856074903,0.13829966182798,4.38278148174286,9.7786066532135,0.14621457411126,0.299999128689207
606,Bouba Ndjida,National Park,2129.12012180738,-0.00374645078299603,-0.00322047317704708,-0.00350398740636694,-0.00416312909529447,-0.00515810050168127,606,14.6590393834741,8.62987039822091,,1222.57153320313,26.9917755126953,489.290496826172,13.391209602356,0.70776629447937,0.353550830235084,982.129670410156,27.7952660369873,42.717399597168,0.031467984762885,0.00159998042022242,-5.80580939406821,0.0156366780611699,-0.000745434583756041,0.834938851570842,0.221609774108331,0.782605558493783,0.0703094629634229,0.502896238527252,0.0611840814518194,0.793913187208737,17.8902665138245,31.1442325592041,0.113213468512985,-0.591144893488819
607,Bénoué,National Park,1993.12433603803,-0.00379623079886696,-0.00332120311265258,-0.0035929166372476,-0.00427597479187645,-0.0053240169428007,607,13.807660201054,8.3146983177113,,1226.50512695313,27.2704944610596,577.701477050781,10.9931926727295,1.0113639831543,0.283820413053036,1000.50525146484,28.0103548431397,73.1802474975586,0.0331759715461039,0.00212262674305596,-4.1201794407519,0.205357124809315,-0.00293234249869744,0.76600519650286,0.696765742340734,0.47646808072204,-0.124479327950648,0.712557336096012,-0.0642667933367824,0.881585564206897,15.3114134788513,26.3831312179565,0.118441811008436,-0.411809876531837
